"name";"bold";"eol";"tsn";"ncbi"
"Megachile coquilletti";"190320";"55785931";"761277";"1452478"
"Andrena chlorogaster";"204087";"52194490";"654221";NA
"Andrena piperi";"204086";"52194728";"654460";NA
"Osmia regulina";"96623";"52178240";"715613";NA
"Lasioglossum punctatoventre";"97425";"52182950";"759139";NA
"Andrena knuthiana";"280225";"52194608";"654338";NA
"Osmia aglaia";"96621";NA;NA;NA
"Myathropa florea";"344267";NA;NA;NA
"Platycheirus stegnus";"251469";"55737816";"139838";"1459897"
"Megachile apicalis";"84819";"52178736";"761030";"1542535"
"Allograpta exotica";"386087";"46445569";"139911";"414751"
"Megachile brevis";"58217";"55785822";"761164";"1452476"
"Hylaeus bisinuatus";NA;NA;NA;NA
"Megachile fidelis";"84708";"52179114";"761424";"1889533"
"Andrena semipunctata";NA;"52194778";"654509";NA
"Megachile parallela";"84821";"46494289";"761947";"1004193"
"Eumerus strigatus";"344236";"46446163";"141234";"1124522"
"Sonchus";"101035";"52938036";"38424";"50190"
"Eremocarpus setigerus";NA;NA;NA;"316793"
"Polygonum arenastrum";"345192";NA;NA;"701369"
"Chenopodium album";"121677";"52862853";"20592";"3559"
"Tribulus terrestris";"306429";"61406108";"29057";"210369"
"Malva neglecta";"121483";NA;"21836";"183277"
"Melissodes stearnsi";NA;"52192821";"699389";NA
"Croton setigerus";NA;"46213073";NA;"316793"
"Lasioglossum brunneiiventre";NA;NA;NA;NA
"Picris echioides";NA;NA;NA;"174463"
"Torilis arvensis";NA;"61372541";NA;"79184"
"Anasimyia lunulatus";NA;NA;NA;NA
"Osmia nemoris";NA;"46495957";"715588";"549107"
"Hylaeus conspicuus";NA;"52185751";"655714";NA
"Medicago sativa";NA;"61402038";"820844";"3879"
"Helenium puberulum";NA;"52947488";"36020";NA
"Andrena scurra";NA;"52194775";"654506";NA
"Andrena nigrocaerulea";NA;"52194685";"654417";NA
"Megachile lippiae";NA;"55786344";"761710";"1452481"
"Eristalis stipator";NA;"55738317";"140966";"1352483"
"Copestylum mexicanum";NA;"51992860";"140690";NA
"Eristalinus aeneus";NA;"51995817";"140898";NA
"Lasioglossum kincaidii";NA;"52182452";"758647";NA
"Lasioglossum sisymbrii";NA;"55779278";"759313";"88536"
"Dipsacus fullonum";NA;"61366810";"35404";"183561"
"Melilotus officinalis";NA;"57291592";"26150";"47083"
"Symphyotrichum chilense";NA;"52953065";"522189";"1631982"
"Triepeolus timberlakei";NA;"52192309";"694917";NA
"Grindelia hirsutula";NA;"61369468";"37451";"1114741"
"Aster chilensis";NA;NA;NA;"1631982"
"Vicia villosa";NA;"50932737";"821120";"3911"
"Grindelia camporum";NA;"50880019";NA;"662482"
"Diadasia consociata";NA;"46497961";"699108";"70982"
"Chamaesyce maculata";NA;NA;NA;"216479"
"Diadasia diminuta";NA;"46497962";"699109";"143979"
"Datura wrightii";NA;"46186070";"30521";"434267"
"Rubus discolor";NA;"50922108";NA;"457917"
"Vicia americana";NA;"50932789";NA;"200966"
"Bombus californicus";NA;"52193861";"714791";"203817"
"Bombus vosnesenskii";NA;"52193918";"714848";"207650"
"Ceratina timberlakei";NA;"52188802";"684936";NA
"Eucera actuosa";NA;"52191039";"699146";"598985"
"Symphoricarpos mollis";NA;"50877715";"35335";"709978"
"Medicago polymorpha";NA;NA;"503725";"47084"
"Epilobium canum";NA;"57305020";"524047";"33131"
"Xylocopa varipuncta";NA;"55794569";"684982";"135685"
"Zauschneria californica";NA;NA;NA;NA
"Bombus crotchii";NA;"52193866";"714796";"207627"
"Coelioxys octodentata";NA;"52177371";"760749";"1879055"
"Rhamnus californica";NA;"61396783";"28569";"143678"
"Holodiscus discolor";NA;"50920450";NA;"32230"
"Fremontodendron californica";NA;NA;NA;NA
"Anthidium manicatum";NA;"55784566";"699663";"473950"
"Fremontia californica";NA;NA;NA;NA
"Prunus ilicifolia";NA;"50920155";NA;"23206"
"Epilobium campestre";NA;"50944668";"835995";"2071458"
"Lavandula officinalis";NA;NA;NA;"39329"
"Andrena auricoma";NA;"52194436";"654167";NA
"Bombus vandykei";NA;"52193916";"714846";"207649"
"Palpada alhambra";NA;"51991054";"141002";NA
"Rhamnus tomentella";NA;NA;NA;NA
"Stelis laticincta";NA;"55784807";"699779";"1352245"
"Hylaeus calvus";NA;"55776020";"655711";"313020"
"Andrena candida";NA;"52194475";"654206";NA
"Andrena subaustralis";NA;"52194800";"654531";NA
"Stelis montana";NA;"53060848";"699788";NA
"Osmia laeta";NA;"52178198";"715571";"1404087"
"Colletes fulgidus";NA;"55774468";NA;"1888411"
"Megachile prosopidis";NA;"52179691";"762025";"1879095"
"Juglans californica";NA;"57269273";"19249";"91212"
"Lasioglossum mellipes";NA;"52182610";"758803";NA
"Malva parviflora";NA;"46203731";"21838";"145753"
"Lasioglossum diatretum";NA;"52182130";"758324";NA
"Plantago lanceolata";NA;"57265703";"32874";"39414"
"Platycheirus quadratus";NA;"55737805";"139819";"1459891"
"Cirsium arvensis";NA;NA;NA;"41550"
"Osmia coloradensis";NA;"46495899";"715532";"549098"
"Xeromelecta californica";NA;"46499509";"699561";"156375"
"Coelioxys novomexicana";NA;"52177364";"760742";NA
"Euphorbia peplus";NA;"50914464";NA;"38846"
"Osmia gaudiosa";NA;"52178175";"715550";NA
"Frangula californica";NA;NA;NA;"143678"
"Phacelia californica";NA;"60961428";"31463";"281497"
"Conyza canadensis";NA;NA;"37113";"72917"
"Andrena subchalybea";NA;"52194801";"654532";NA
"Conyza bonariensis";NA;NA;"37112";"91242"
"Asemosyrphus polygrammus";NA;NA;NA;NA
"Osmia atrocyanea";NA;"52178133";"715509";"1403968"
"Coriandrum sativum";NA;"61372217";"29622";"4047"
"Foeniculum vulgare";NA;"61372093";"29509";"48038"
"Calendula officinalis";NA;"61368897";"36910";"41496"
"Lotus purshianus";NA;NA;NA;"100151"
"Paragus longistylus";NA;"51991846";"139869";NA
"Centaurea cyanus";NA;NA;"36954";"41522"
"Hylaeus rudbeckiae";NA;"52185795";"655758";NA
"Alyssum";NA;"50935409";"23035";"169067"
"Lobularia maritima";NA;"61405038";"23236";"226051"
"Physalis philadelphica";NA;"50898451";"529633";"304130"
"Megachile montivaga";NA;"46494171";"761826";"586912"
"Trifolium incarnatum";NA;"57291362";"26262";"60916"
"Lasioglossum titusi";NA;"46487145";"759465";"88537"
"Punica granatum";NA;"57303323";"27278";"22663"
"Hirschfieldia incana";NA;NA;NA;NA
"Zinnia elegans";NA;"52959910";NA;"34245"
"Coelioxys gilensis";NA;"52177262";"760639";NA
"Lotus scoparius";NA;NA;NA;"118926"
"Triepeolus subnitens";NA;"52192305";"694912";NA
"Triepeolus melanarius";NA;"55792924";"766024";"601229"
"Heliotropium curassavicum";NA;"57266798";NA;"113202"
"Calliopsis scitula";NA;"52197118";"715769";NA
"Calliopsis scutellaris";NA;"52197119";"715770";NA
"Amsinckia intermedia";NA;"52991112";"31709";"2005080"
"Allograpta micrura";NA;"51991379";"139914";"497925"
"Ceanothus cuneatus";NA;"61396648";NA;"54780"
"Kickxia elatine";NA;"52903790";"33625";"105588"
"Lythrum californicum";NA;"52861474";"27082";"2042425"
"Heriades occidentalis";NA;"52180789";"715439";NA
"Dianthidium ulkei";NA;"55784768";NA;NA
"Cirsium vulgare";NA;"61368329";"36428";"92907"
"Hylaeus leptocephalus";NA;"55776046";"655737";"313017"
"Artemesia";NA;"51084030";"658337";"500315"
"Megachile frugalis";NA;"52179144";"761455";NA
"Rubus ursinus";NA;"50922037";"25073";"75100"
