"original_name";"name_clear"
"Elaenia obscura";"Elaenia obscura"
"Tapirus terrestris";"Tapirus terrestris"
"Tyrannus melancholicus";"Tyrannus melancholicus"
"Baryphthengus ruficapillus";"Baryphthengus ruficapillus"
"Elaenia flavogaster";"Elaenia flavogaster"
"Empidonomus varius";"Empidonomus varius"
"Micoureus demerarae";"Micoureus demerarae"
"Pitangus sulphuratus";"Pitangus sulphuratus"
"Sciurus aestuans ";"Sciurus aestuans "
"Tachyphonus cristatus";"Tachyphonus cristatus"
"Tinamus solitarius";"Tinamus solitarius"
"Turdus amaurochalinus";"Turdus amaurochalinus"
"Turdus leucomelas";"Turdus leucomelas"
"Cacicus chrysopterus";"Cacicus chrysopterus"
"Haplospiza unicolor";"Haplospiza unicolor"
"Mazama sp1 M_SD_022";"Mazama"
"Mimus saturninus";"Mimus saturninus"
"Pachyramphus castaneus";"Pachyramphus castaneus"
"Pitylus fuliginosus";"Pitylus fuliginosus"
"Tityra inquisitor";"Tityra inquisitor"
"Vampyressa pusilla";"Vampyressa pusilla"
"Artibeus jamaicensis";"Artibeus jamaicensis"
"Artibeus obscurus";"Artibeus obscurus"
"Coereba flaveola ";"Coereba flaveola "
"Colaptes campestris";"Colaptes campestris"
"Conopias trivirgata";"Conopias trivirgata"
"Eira barbara";"Eira barbara"
"Forpus xanthopterygius";"Forpus xanthopterygius"
"Icterus cayanensis";"Icterus cayanensis"
"Laniisoma elegans";"Laniisoma elegans"
"Marmosops paulensis";"Marmosops paulensis"
"Myiopagis caniceps";"Myiopagis caniceps"
"Neopelma aurifrons";"Neopelma aurifrons"
"Odontophorus capueira";"Odontophorus capueira"
"Phibalura flavirostris";"Phibalura flavirostris"
"Phyllomyias fasciatus";"Phyllomyias fasciatus"
"Phylloscartes oustaleti";"Phylloscartes oustaleti"
"Pionus maximiliani";"Pionus maximiliani"
"Platyrrhinus lineatus";"Platyrrhinus lineatus"
"Platyrrhinus sp1 M_SD_022";"Platyrrhinus"
"Pygoderma bilabiatum";"Pygoderma bilabiatum"
"Tangara peruviana";"Tangara peruviana"
"Triclaria malachitacea";"Triclaria malachitacea"
"Turdus subalaris";"Turdus subalaris"
"Veniliornis spilogaster";"Veniliornis spilogaster"
"Myrsine coriacea";"Myrsine coriacea"
"Ficus luschnatiana";"Ficus luschnatiana"
"Coussapoa microcarpa";"Coussapoa microcarpa"
"Myrsine lancifolia";"Myrsine lancifolia"
"Cecropia glaziovi";"Cecropia glaziovi"
"Cupania vernalis";"Cupania vernalis"
"Miconia pusilliflora";"Miconia pusilliflora"
"Trema micrantha";"Trema micrantha"
"Symplocos glanduloso-marginata";"Symplocos glanduloso-marginata"
"Miconia budlejoides";"Miconia budlejoides"
"Miconia valtherii";"Miconia valtherii"
"Leandra dasytricha";"Leandra dasytricha"
"Euterpe edulis";"Euterpe edulis"
"Myrcia fallax";"Myrcia fallax"
"Alchornea triplinervia";"Alchornea triplinervia"
"Rubus rosaefolius";"Rubus rosaefolius"
"Xylopia brasiliensis";"Xylopia brasiliensis"
"Miconia racemifera";"Miconia racemifera"
"Schinus terebinthifolius";"Schinus terebinthifolius"
"Gomidesia schaueriana";"Gomidesia schaueriana"
"Miconia latecrenata";"Miconia latecrenata"
"Ossaea amygdaloides";"Ossaea amygdaloides"
"Allophylus edulis";"Allophylus edulis"
"Miconia theaezans";"Miconia theaezans"
"Myrcia grandiflora";"Myrcia grandiflora"
"Nectandra membranacea";"Nectandra membranacea"
"Rubus urticaefolius";"Rubus urticaefolius"
"Struthanthus sp1 M_SD_022";"Struthanthus"
"Virola bicuhyba";"Virola bicuhyba"
"Ilex brevicuspis";"Ilex brevicuspis"
"Sapium glandulatum";"Sapium glandulatum"
"Tetrorchidium rubrivenium";"Tetrorchidium rubrivenium"
"Clusia criuva";"Clusia criuva"
"Marcgravia polyantha";"Marcgravia polyantha"
"Matayba guianensis";"Matayba guianensis"
"Psychotria vellosiana";"Psychotria vellosiana"
"Amaioua intermedia";"Amaioua intermedia"
"Ilex microdonta";"Ilex microdonta"
"Leandra pilonensis";"Leandra pilonensis"
"Ocotea puberula";"Ocotea puberula"
"Persea pyrifolia";"Persea pyrifolia"
"Psychotria longipes";"Psychotria longipes"
"Struthanthus vulgaris";"Struthanthus vulgaris"
"Alchornea glandulosa";"Alchornea glandulosa"
"Fuchsia regia";"Fuchsia regia"
"Maytenus robustus";"Maytenus robustus"
"Miconia cinnamomifolia";"Miconia cinnamomifolia"
"Piper dilatatum";"Piper dilatatum"
"Psidium cattleianum";"Psidium cattleianum"
"Psychotria suterella";"Psychotria suterella"
"Vassobia breviflora";"Vassobia breviflora"
"Casearia sylvestris ";"Casearia sylvestris "
"Hieronyma alchorneoides";"Hieronyma alchorneoides"
"Leandra australis";"Leandra australis"
"Marlierea reitzii";"Marlierea reitzii"
"Miconia brasiliensis";"Miconia brasiliensis"
"Miconia discolor";"Miconia discolor"
"Miconia inconspicua";"Miconia inconspicua"
"Piper sp1 M_SD_022";"Piper"
"Solanum variabile";"Solanum variabile"
"Tournefortia paniculata";"Tournefortia paniculata"
"Didymopanax angustissimum";"Didymopanax angustissimum"
"Ficus sp1 M_SD_022";"Ficus"
"Gomidesia affinis";"Gomidesia affinis"
"Guapira opposita";"Guapira opposita"
"Leandra laevigata";"Leandra laevigata"
"Leandra melastomatoides";"Leandra melastomatoides"
"Leandra refracta";"Leandra refracta"
"Myrcia rufula";"Myrcia rufula"
"Myrcia sp1 M_SD_022";"Myrcia"
"Myrsine gardneriana";"Myrsine gardneriana"
"Myrsine venesa";"Myrsine venesa"
"Ocotea bicolor";"Ocotea bicolor"
"Phytolacca dioica";"Phytolacca dioica"
"Piper corintoanum";"Piper corintoanum"
"Protium heptaphyllum";"Protium heptaphyllum"
"Psidium guajava";"Psidium guajava"
"Rudgea jasminoides";"Rudgea jasminoides"
"Solanum inodorum";"Solanum inodorum"
"Solanum scuticum";"Solanum scuticum"
"Solanum sp1 M_SD_022";"Solanum"
"Leandra sabiaensis";"Leandra sabiaensis"
"Leandra sp1 M_SD_022";"Leandra"
"Miconia cabucu";"Miconia cabucu"
"Miconia tristis";"Miconia tristis"
"Mollinedia boracensis";"Mollinedia boracensis"
"Ocotea teleiandra";"Ocotea teleiandra"
"Psychotria leiocarpa";"Psychotria leiocarpa"
"Rhipsalis campos-portuana";"Rhipsalis campos-portuana"
"Rhipsalis teres";"Rhipsalis teres"
"Solanum megalochiton";"Solanum megalochiton"
"Solanum sp2 M_SD_022";"Solanum"
"Struthanthus concinus";"Struthanthus concinus"
"Urera baccifera";"Urera baccifera"
"Agonandra sp1 M_SD_022";"Agonandra"
"Casearia decandra";"Casearia decandra"
"Cordia corymbosa";"Cordia corymbosa"
"Eugenia melanogyna";"Eugenia melanogyna"
"Ficus sp2 M_SD_022";"Ficus"
"Geonoma gamiova";"Geonoma gamiova"
"Inga marginata";"Inga marginata"
"Leandra regnellii";"Leandra regnellii"
"Miconia sellowiana";"Miconia sellowiana"
"Miconia sp1 M_SD_022";"Miconia"
"Myrcia sp2 M_SD_022";"Myrcia"
"Myrsine umbellata";"Myrsine umbellata"
"Nectandra cuspidata";"Nectandra cuspidata"
"Neomitranthes glomerata";"Neomitranthes glomerata"
"Ocotea spixiana";"Ocotea spixiana"
"Paullinia uloptera";"Paullinia uloptera"
"Philodendron appendiculatum";"Philodendron appendiculatum"
"Piper aduncum";"Piper aduncum"
"Posoqueria latifolia";"Posoqueria latifolia"
"Psidium sp1 M_SD_022";"Psidium"
"Psychotria forsteronioides";"Psychotria forsteronioides"
"Rubus brasiliensis";"Rubus brasiliensis"
"Siphoneugena densiflora";"Siphoneugena densiflora"
"Solanum paraense";"Solanum paraense"
"Solanum rufescens";"Solanum rufescens"
"Solanum subsylvestris";"Solanum subsylvestris"
"Solanum swartzianum";"Solanum swartzianum"
"Symplocos variabilis";"Symplocos variabilis"
"Anthurium crassipes";"Anthurium crassipes"
"Aureliana fasciculata";"Aureliana fasciculata"
"Bromeliacea sp1 M_SD_022";"Bromeliacea"
"Bromeliacea sp2 M_SD_022";"Bromeliacea"
"Campomanesia guaviroba";"Campomanesia guaviroba"
"Campomanesia xanthocarpa";"Campomanesia xanthocarpa"
"Coccosypselum hasserianum";"Coccosypselum hasserianum"
"Coccosypselum krauseanum";"Coccosypselum krauseanum"
"Coussarea contracta";"Coussarea contracta"
"Drimys brasiliensis";"Drimys brasiliensis"
"Drimys winterii";"Drimys winterii"
"Eugenia mosenii";"Eugenia mosenii"
"Geonoma sp1 M_SD_022";"Geonoma"
"Hedychium coronarium";"Hedychium coronarium"
"Ixora heterodoxa";"Ixora heterodoxa"
"Miconia cubatanensis";"Miconia cubatanensis"
"Miconia doriana";"Miconia doriana"
"Mollinedia floribunda";"Mollinedia floribunda"
"Myrcia sp3 M_SD_022";"Myrcia"
"Nectandra grandiflora";"Nectandra grandiflora"
"Ocotea aeciphila";"Ocotea aeciphila"
"Ocotea odorifera";"Ocotea odorifera"
"Ocotea sp1 M_SD_022";"Ocotea"
"Ouratea vaccinioides";"Ouratea vaccinioides"
"Passiflora sp1 M_SD_022";"Passiflora"
"Psittacanthus sp1 M_SD_022";"Psittacanthus"
"Solanum americanum";"Solanum americanum"
"Solanum sancta-catharinae";"Solanum sancta-catharinae"
"Symplocos tetrandra";"Symplocos tetrandra"
"Unidentified sp1 M_SD_022";"Unidentified"
"Unidentified sp2 M_SD_022";"Unidentified"
"Abuta sellowiana";"Abuta sellowiana"
"Allibertia mycifolia";"Allibertia mycifolia"
"Andira pisonis";"Andira pisonis"
"Anthurium scandens ";"Anthurium scandens "
"Aureliana sp1 M_SD_022";"Aureliana"
"Cabralea canjerana";"Cabralea canjerana"
"Campomanesia neriiflora";"Campomanesia neriiflora"
"Carica papaya";"Carica papaya"
"Cayaponia sp1 M_SD_022";"Cayaponia"
"Celtis iguaneae";"Celtis iguaneae"
"Codonanthe cordifolia";"Codonanthe cordifolia"
"Cryptocarya moschata";"Cryptocarya moschata"
"Cucumis sp1 M_SD_022";"Cucumis"
"Cybianthus peruvianus";"Cybianthus peruvianus"
"Dichorisandra thyrsiflora";"Dichorisandra thyrsiflora"
"Eugenia sp1 M_SD_022";"Eugenia"
"Galium hypocarpium";"Galium hypocarpium"
"Gomidesia fenzliana";"Gomidesia fenzliana"
"Guarea macrophylla";"Guarea macrophylla"
"Guatteria dusenii";"Guatteria dusenii"
"Heteropsis rigidifolia ";"Heteropsis rigidifolia "
"Heteropsis sp1 M_SD_022";"Heteropsis"
"Inga sessilis";"Inga sessilis"
"Lantana camara";"Lantana camara"
"Leandra barbinervis";"Leandra barbinervis"
"Leandra xanthocona";"Leandra xanthocona"
"Maytenus litoralis";"Maytenus litoralis"
"Miconia mistiflora";"Miconia mistiflora"
"Mollinedia uleana";"Mollinedia uleana"
"Nectandra mollis";"Nectandra mollis"
"Ocotea corymbosa";"Ocotea corymbosa"
"Ocotea pulchella";"Ocotea pulchella"
"Oreopanax sp1 M_SD_022";"Oreopanax"
"Otonia sp1 M_SD_022";"Otonia"
"Peschiera catharinensis";"Peschiera catharinensis"
"Phoradendron crassifolium";"Phoradendron crassifolium"
"Poacea sp1 M_SD_022";"Poacea"
"Psittacanthus sp2 M_SD_022";"Psittacanthus"
"Rhipsalis eliptica";"Rhipsalis eliptica"
"Rhipsalis paradoxa";"Rhipsalis paradoxa"
"Rhipsalis sp1 M_SD_022";"Rhipsalis"
"Rollinia emarginata";"Rollinia emarginata"
"Rollinia sericea";"Rollinia sericea"
"Smilax elastica";"Smilax elastica"
"Solanum argenteum";"Solanum argenteum"
"Solanum bullatum";"Solanum bullatum"
"Solanum pseudoquina";"Solanum pseudoquina"
"Strychnos brasiliensis";"Strychnos brasiliensis"
"Syagrus romazoffianum";"Syagrus romazoffianum"
"Tapirira guianensis";"Tapirira guianensis"
"Unidentified sp3 M_SD_022";"Unidentified"
"Unidentified sp4 M_SD_022";"Unidentified"
"Vismia sp1 M_SD_022";"Vismia"
"Zanthoxylum riedelianum";"Zanthoxylum riedelianum"
