"sp_taxon_1";"sp_taxon_2";"value"
"Strelitzia nicholai";"Buccanodon leucotis";"5"
"Ficus vogelii";"Unidentified sp1 M_SD_008";"32"
"Bridelia micrantha";"Unidentified sp1 M_SD_008";"12"
"Halleria lucida";"Unidentified sp1 M_SD_008";"125"
"Ficus natalensis";"Unidentified sp1 M_SD_008";"13"
"Apodytes dimidiata";"Unidentified sp1 M_SD_008";"20"
"Trema orientalis";"Unidentified sp1 M_SD_008";"44"
"Sideroxylon inerme";"Unidentified sp1 M_SD_008";"6"
"Vepris undulata";"Unidentified sp1 M_SD_008";"11"
"Erianthemum dregei";"Unidentified sp1 M_SD_008";"9"
"Euclea natalensis";"Unidentified sp1 M_SD_008";"4"
"Antidesma venosum";"Unidentified sp1 M_SD_008";"11"
"Ficus vogelii";"Zosterops pallidus";"65"
"Bridelia micrantha";"Zosterops pallidus";"6"
"Halleria lucida";"Zosterops pallidus";"13"
"Ficus natalensis";"Zosterops pallidus";"28"
"Apodytes dimidiata";"Zosterops pallidus";"10"
"Trema orientalis";"Zosterops pallidus";"53"
"Dovyalis longispina";"Zosterops pallidus";"6"
"Vepris undulata";"Zosterops pallidus";"13"
"Antidesma venosum";"Zosterops pallidus";"18"
"Ekebergia capensis";"Zosterops pallidus";"6"
"Ficus vogelii";"Bycanistes buccinator";"173"
"Ficus natalensis";"Bycanistes buccinator";"5"
"Trichilia emetica";"Bycanistes buccinator";"2"
"Ekebergia capensis";"Bycanistes buccinator";"10"
"Ficus vogelii";"Lumprocolius corruscus";"22"
"Bridelia micrantha";"Lumprocolius corruscus";"3"
"Halleria lucida";"Lumprocolius corruscus";"16"
"Ficus natalensis";"Lumprocolius corruscus";"8"
"Apodytes dimidiata";"Lumprocolius corruscus";"20"
"Trema orientalis";"Lumprocolius corruscus";"4"
"Dovyalis longispina";"Lumprocolius corruscus";"12"
"Sideroxylon inerme";"Lumprocolius corruscus";"2"
"Trichilia emetica";"Lumprocolius corruscus";"29"
"Ekebergia capensis";"Lumprocolius corruscus";"12"
"Mimusops caffra";"Lumprocolius corruscus";"3"
"Ficus vogelii";"Andropadus importunus";"11"
"Bridelia micrantha";"Andropadus importunus";"12"
"Apodytes dimidiata";"Andropadus importunus";"5"
"Trema orientalis";"Andropadus importunus";"4"
"Dovyalis longispina";"Andropadus importunus";"27"
"Sideroxylon inerme";"Andropadus importunus";"25"
"Trichilia emetica";"Andropadus importunus";"3"
"Vepris undulata";"Andropadus importunus";"26"
"Euclea natalensis";"Andropadus importunus";"2"
"Antidesma venosum";"Andropadus importunus";"1"
"Ekebergia capensis";"Andropadus importunus";"1"
"Ficus vogelii";"Tauraco porphyrocephalus";"11"
"Bridelia micrantha";"Tauraco porphyrocephalus";"12"
"Ficus natalensis";"Tauraco porphyrocephalus";"18"
"Dovyalis longispina";"Tauraco porphyrocephalus";"8"
"Sideroxylon inerme";"Tauraco porphyrocephalus";"4"
"Trichilia emetica";"Tauraco porphyrocephalus";"2"
"Euclea natalensis";"Tauraco porphyrocephalus";"3"
"Antidesma venosum";"Tauraco porphyrocephalus";"2"
"Ekebergia capensis";"Tauraco porphyrocephalus";"13"
"Mimusops caffra";"Tauraco porphyrocephalus";"5"
