REARING_NUMBER;date;sp_taxon_1;sp_taxon_2;value;attr;lat;lon;type
198256A1-V1Ofoeti;1982-08-29;Salix foetida;Pontania foetidae;36;Number of galls;47,1;11,65;parasitism
198256A1-V1Ofoeti;1982-08-29;Pontania foetidae;Chalcidoidea indet.;2;Number of parasited galls;47,1;11,65;parasitism
198256A1-V1Ofoeti;1982-08-29;Pontania foetidae;Bracon romani;1;Number of parasited galls;47,1;11,65;parasitism
198257A-58V1Ovaria;1982-08-29;Pontania varia;Scambus vesicarius;1;Number of parasited galls;47,1;11,65;parasitism
198257A-58V1Ovaria;1982-08-29;Pontania varia;Pteromalus dolichurus;1;Number of parasited galls;47,1;11,65;parasitism
198257A-58V1Ovaria;1982-08-29;Pontania varia;Bracon romani;3;Number of parasited galls;47,1;11,65;parasitism
198257A-58V1Ovaria;1982-08-29;Salix myrsinifolia;Pontania varia;132;Number of galls;47,1;11,65;parasitism
198257A-58V1Ovaria;1982-08-29;Pontania varia;Eurytoma aciculata;12;Number of parasited galls;47,1;11,65;commensalism
198259A-61V1Oretus;1982-08-29;Salix retusa;Pontania retusae;149;Number of galls;47,1;11,65;parasitism
198259A-61V1Oretus;1982-08-29;Pontania retusae;Ichneumonidae indet.;2;Number of parasited galls;47,1;11,65;parasitism
198259A-61V1Oretus;1982-08-29;Pontania retusae;Bracon romani;3;Number of parasited galls;47,1;11,65;parasitism
198259A-61V1Oretus;1982-08-29;Pontania retusae;Pteromalus pontaniae;4;Number of parasited galls;47,1;11,65;parasitism
198259A-61V1Oretus;1982-08-29;Pontania retusae;Chalcidoidea indet.;3;Number of parasited galls;47,1;11,65;parasitism
198262A-63V1Ovesic;1982-08-29;Pontania vesicator;Ichneumonidae indet.;1;Number of parasited galls;47,1;11,65;parasitism
198262A-63V1Ovesic;1982-08-29;Salix purpurea;Pontania vesicator;119;Number of galls;47,1;11,65;parasitism
198264A-ROvimin;1982-08-29;Pontania viminalis;Lissonota ?alpinistor;4;Number of parasited galls;47,1;11,65;parasitism
198264A-ROvimin;1982-08-29;Salix purpurea;Pontania viminalis;18;Number of galls;47,1;11,65;parasitism
198264A-ROvimin;1982-08-29;Pontania viminalis;Eulonchetron torymoides;1;Number of parasited galls;47,1;11,65;parasitism
198264A1-F1Oretic;1982-08-29;Salix reticulata;Pontania reticulatae;6;Number of galls;47,1;11,65;parasitism
198265A-ZOhasta;1982-08-31;Pontania hastatae;Scambus vesicarius;4;Number of parasited galls;46,86666667;10,91666667;parasitism
198265A-ZOhasta;1982-08-31;Pontania hastatae;Bracon romani;6;Number of parasited galls;46,86666667;10,91666667;parasitism
198265A-ZOhasta;1982-08-31;Salix hastata;Pontania hastatae;26;Number of galls;46,86666667;10,91666667;parasitism
198265A1-J1Omacul;1982-08-31;Pontania maculosa;Chalcidoidea indet.;1;Number of parasited galls;46,86666667;10,91666667;parasitism
198265A1-J1Omacul;1982-08-31;Salix helvetica;Pontania maculosa;10;Number of galls;46,86666667;10,91666667;parasitism
198266A-ZOnival;1982-08-31;Salix glaucosericea;Pontania nivalis;43;Number of galls;46,86666667;10,91666667;parasitism
198267A-V1Ofoeti;1982-09-01;Pontania foetidae;Bracon romani;7;Number of parasited galls;47,1;11,65;parasitism
198267A-V1Ofoeti;1982-09-01;Salix foetida;Pontania foetidae;96;Number of galls;47,1;11,65;parasitism
198267A-V1Ofoeti;1982-09-01;Pontania foetidae;Scambus vesicarius;2;Number of parasited galls;47,1;11,65;parasitism
198267A-V1Ofoeti;1982-09-01;Pontania foetidae;Ichneumonidae indet.;1;Number of parasited galls;47,1;11,65;parasitism
198267A-V1Ofoeti;1982-09-01;Pontania foetidae;Pteromalus dolichurus;1;Number of parasited galls;47,1;11,65;parasitism
198268A-V1Omonti;1982-09-01;Salix foetida;Pontania montivaga;65;Number of galls;47,1;11,65;parasitism
198268A-V1Omonti;1982-09-01;Pontania montivaga;Scambus vesicarius;1;Number of parasited galls;47,1;11,65;parasitism
198268A-V1Omonti;1982-09-01;Pontania montivaga;Bracon romani;2;Number of parasited galls;47,1;11,65;parasitism
198268A-V1Omonti;1982-09-01;Pontania montivaga;Chalcidoidea indet.;2;Number of parasited galls;47,1;11,65;parasitism
198269A-70V1Eelaea;1982-08-29;Salix elaeagnos;Euura elaeagnos;96;Number of galls;47,1;11,65;parasitism
198271A-ZOmonti;1982-09-01;Salix foetida;Pontania montivaga;52;Number of galls;47,1;11,65;parasitism
198271A-ZOmonti;1982-09-01;Pontania montivaga;Braconidae indet.;3;Number of parasited galls;47,1;11,65;parasitism
198271A1-V1Oobscu;1982-09-01;Pontania obscura;Pteromalus dolichurus;2;Number of parasited galls;47,1;11,65;parasitism
198271A1-V1Oobscu;1982-09-01;Pontania obscura;Chalcidoidea indet.;2;Number of parasited galls;47,1;11,65;parasitism
198271A1-V1Oobscu;1982-09-01;Pontania obscura;Tetrastichus sp.1;2;Number of parasited galls;47,1;11,65;parasitism
198271A1-V1Oobscu;1982-09-01;Salix foetida;Pontania obscura;47;Number of galls;47,1;11,65;parasitism
198271A1-V1Oobscu;1982-09-01;Pontania obscura;Bracon romani;3;Number of parasited galls;47,1;11,65;parasitism
198272A-73V1Ovimin;1982-09-14;Salix purpurea;Pontania viminalis;107;Number of galls;50,28333333;8,45;parasitism
198272A-73V1Ovimin;1982-09-14;Pontania viminalis;Scambus vesicarius;1;Number of parasited galls;50,28333333;8,45;parasitism
198272A-73V1Ovimin;1982-09-14;Pontania viminalis;Curculio crux;13;Number of parasited galls;50,28333333;8,45;commensalism
198272A-73V1Ovimin;1982-09-14;Pontania viminalis;Pteromalus dolichurus;2;Number of parasited galls;50,28333333;8,45;parasitism
198272A-73V1Ovimin;1982-09-14;Pontania viminalis;Eulonchetron torymoides;28;Number of parasited galls;50,28333333;8,45;parasitism
198272A-73V1Ovimin;1982-09-14;Pontania viminalis;Chalcidoidea indet.;10;Number of parasited galls;50,28333333;8,45;parasitism
198272A-73V1Ovimin;1982-09-14;Pontania viminalis;Eurytoma aciculata;2;Number of parasited galls;50,28333333;8,45;commensalism
198272A-73V1Ovimin;1982-09-14;Pontania viminalis;Bracon romani;2;Number of parasited galls;50,28333333;8,45;parasitism
198274A-75V1Oproxi;1982-09-14;Salix fragilis;Pontania proxima;372;Number of galls;50,28333333;8,45;parasitism
198274A-75V1Oproxi;1982-09-14;Pontania proxima;Curculio crux;39;Number of parasited galls;50,28333333;8,45;commensalism
198274A-75V1Oproxi;1982-09-14;Pontania proxima;Lathrostizus lugens;28;Number of parasited galls;50,28333333;8,45;parasitism
198274A-75V1Oproxi;1982-09-14;Pontania proxima;Scambus vesicarius;13;Number of parasited galls;50,28333333;8,45;parasitism
198274A-75V1Oproxi;1982-09-14;Pontania proxima;Chalcidoidea indet.;2;Number of parasited galls;50,28333333;8,45;parasitism
198274A-75V1Oproxi;1982-09-14;Pontania proxima;Bracon discoideus;2;Number of parasited galls;50,28333333;8,45;parasitism
198274A-75V1Oproxi;1982-09-14;Pontania proxima;Pnigalio nemati;4;Number of parasited galls;50,28333333;8,45;parasitism
198276A-V1Oproxi;1982-09-14;Pontania proxima;Scambus vesicarius;9;Number of parasited galls;50,25;8,35;parasitism
198276A-V1Oproxi;1982-09-14;Pontania proxima;Pnigalio nemati;3;Number of parasited galls;50,25;8,35;parasitism
198276A-V1Oproxi;1982-09-14;Pontania proxima;Pteromalus dolichurus;4;Number of parasited galls;50,25;8,35;parasitism
198276A-V1Oproxi;1982-09-14;Salix fragilis;Pontania proxima;200;Number of galls;50,25;8,35;parasitism
198276A-V1Oproxi;1982-09-14;Pontania proxima;Chalcidoidea indet.;5;Number of parasited galls;50,25;8,35;parasitism
198276A-V1Oproxi;1982-09-14;Pontania proxima;Lathrostizus lugens;3;Number of parasited galls;50,25;8,35;parasitism
198276A-V1Oproxi;1982-09-14;Pontania proxima;Curculio crux;26;Number of parasited galls;50,25;8,35;commensalism
198277A-V1Oproxi;1982-09-14;Salix fragilis;Pontania proxima;187;Number of galls;50,23333333;8,316666667;parasitism
198277A-V1Oproxi;1982-09-14;Pontania proxima;Curculio crux;5;Number of parasited galls;50,23333333;8,316666667;commensalism
198277A-V1Oproxi;1982-09-14;Pontania proxima;Scambus vesicarius;3;Number of parasited galls;50,23333333;8,316666667;parasitism
198277A-V1Oproxi;1982-09-14;Pontania proxima;Pnigalio nemati;3;Number of parasited galls;50,23333333;8,316666667;parasitism
198277A-V1Oproxi;1982-09-14;Pontania proxima;Lathrostizus lugens;16;Number of parasited galls;50,23333333;8,316666667;parasitism
198277A-V1Oproxi;1982-09-14;Pontania proxima;Chalcidoidea indet.;4;Number of parasited galls;50,23333333;8,316666667;parasitism
198278A-J1Obridg;1982-09-21;Pontania bridgmanii;Tetrastichus sp.5;10;Number of parasited galls;49,81666667;8,416666667;parasitism
198278A-J1Obridg;1982-09-21;Pontania bridgmanii;Chalcidoidea indet.;3;Number of parasited galls;49,81666667;8,416666667;parasitism
198278A-J1Obridg;1982-09-21;Pontania bridgmanii;Bracon discoideus;1;Number of parasited galls;49,81666667;8,416666667;parasitism
198278A-J1Obridg;1982-09-21;Salix cinerea;Pontania bridgmanii;55;Number of galls;49,81666667;8,416666667;parasitism
198278A-J1Obridg;1982-09-21;Pontania bridgmanii;Lathrostizus lugens;1;Number of parasited galls;49,81666667;8,416666667;parasitism
198278K1-79Oproxi;1982-09-21;Pontania proxima;Scambus vesicarius;3;Number of parasited galls;49,81666667;8,416666667;parasitism
198278K1-79Oproxi;1982-09-21;Pontania proxima;Eupelmus urozonus;3;Number of parasited galls;49,81666667;8,416666667;parasitism
198278K1-79Oproxi;1982-09-21;Pontania proxima;Bracon romani;1;Number of parasited galls;49,81666667;8,416666667;parasitism
198278K1-79Oproxi;1982-09-21;Pontania proxima;Lathrostizus lugens;17;Number of parasited galls;49,81666667;8,416666667;parasitism
198278K1-79Oproxi;1982-09-21;Salix alba;Pontania proxima;134;Number of galls;49,81666667;8,416666667;parasitism
198278K1-79Oproxi;1982-09-21;Pontania proxima;Bracon discoideus;2;Number of parasited galls;49,81666667;8,416666667;parasitism
198278K1-79Oproxi;1982-09-21;Pontania proxima;Probles clavicornis;1;Number of parasited galls;49,81666667;8,416666667;parasitism
198278K1-79Oproxi;1982-09-21;Pontania proxima;Pnigalio nemati;1;Number of parasited galls;49,81666667;8,416666667;parasitism
198278K1-79Oproxi;1982-09-21;Pontania proxima;Curculio crux;27;Number of parasited galls;49,81666667;8,416666667;commensalism
198301A-4V1Oviril;1983-05-17;Pontania virilis;Theroscopus hemipteron;9;Number of parasited galls;49,85;8,516666667;parasitism
198301A-4V1Oviril;1983-05-17;Salix purpurea;Pontania virilis;185;Number of galls;49,85;8,516666667;parasitism
198305A-V1Opedun;1983-06-15;Pontania pedunculi;Eurytoma aciculata;2;Number of parasited galls;50,16666667;8,633333333;commensalism
198305A-V1Opedun;1983-06-15;Pontania pedunculi;Euphranta toxoneura;11;Number of parasited galls;50,16666667;8,633333333;commensalism
198305A-V1Opedun;1983-06-15;Salix cinerea;Pontania pedunculi;68;Number of galls;50,16666667;8,633333333;parasitism
198305A-V1Opedun;1983-06-15;Pontania pedunculi;Curculio crux;17;Number of parasited galls;50,16666667;8,633333333;commensalism
198306A-7V1Opedun;1983-06-14;Salix cinerea;Pontania pedunculi;103;Number of galls;49,85;8,516666667;parasitism
198306A-7V1Opedun;1983-06-14;Pontania pedunculi;Eurytoma aciculata;3;Number of parasited galls;49,85;8,516666667;commensalism
198306A-7V1Opedun;1983-06-14;Pontania pedunculi;Curculio crux;18;Number of parasited galls;49,85;8,516666667;commensalism
198306A-7V1Opedun;1983-06-14;Pontania pedunculi;Apion minimum;8;Number of parasited galls;49,85;8,516666667;commensalism
198306A-7V1Opedun;1983-06-14;Pontania pedunculi;Chalcidoidea indet.;1;Number of parasited galls;49,85;8,516666667;parasitism
198308A-V1Obridg;1983-06-15;Salix cinerea;Pontania bridgmanii;36;Number of galls;50,16666667;8,633333333;parasitism
198308A-V1Obridg;1983-06-15;Pontania bridgmanii;Euphranta toxoneura;18;Number of parasited galls;50,16666667;8,633333333;commensalism
198308A-V1Obridg;1983-06-15;Pontania bridgmanii;Curculio crux;6;Number of parasited galls;50,16666667;8,633333333;commensalism
198308A-V1Obridg;1983-06-15;Pontania bridgmanii;Lathrostizus lugens;2;Number of parasited galls;50,16666667;8,633333333;parasitism
198309A-M1Ovimin;1983-06-21;Salix purpurea;Pontania viminalis;39;Number of galls;49,85;8,516666667;parasitism
198309A-M1Ovimin;1983-06-21;Pontania viminalis;Curculio crux;11;Number of parasited galls;49,85;8,516666667;commensalism
198309A-M1Ovimin;1983-06-21;Pontania viminalis;Pteromalus dolichurus;1;Number of parasited galls;49,85;8,516666667;parasitism
198310A-V1Obridg;1983-06-21;Salix caprea;Pontania bridgmanii;47;Number of galls;49,85;8,516666667;parasitism
198310A-V1Obridg;1983-06-21;Pontania bridgmanii;Apion minimum;2;Number of parasited galls;49,85;8,516666667;commensalism
198310A-V1Obridg;1983-06-21;Pontania bridgmanii;Lathrostizus lugens;1;Number of parasited galls;49,85;8,516666667;parasitism
198310A-V1Obridg;1983-06-21;Pontania bridgmanii;Curculio crux;14;Number of parasited galls;49,85;8,516666667;commensalism
198310A-V1Obridg;1983-06-21;Pontania bridgmanii;Euphranta toxoneura;2;Number of parasited galls;49,85;8,516666667;commensalism
198311A-V1Opedun;1983-06-21;Pontania pedunculi;Pteromalus dolichurus;1;Number of parasited galls;49,85;8,516666667;parasitism
198311A-V1Opedun;1983-06-21;Pontania pedunculi;Apion minimum;3;Number of parasited galls;49,85;8,516666667;commensalism
198311A-V1Opedun;1983-06-21;Salix cinerea;Pontania pedunculi;50;Number of galls;49,85;8,516666667;parasitism
198311A-V1Opedun;1983-06-21;Pontania pedunculi;Curculio crux;4;Number of parasited galls;49,85;8,516666667;commensalism
198311A-V1Opedun;1983-06-21;Pontania pedunculi;Eurytoma aciculata;1;Number of parasited galls;49,85;8,516666667;commensalism
198312A-13V1Ovesic;1983-06-21;Salix purpurea;Pontania vesicator;134;Number of galls;49,81666667;8,416666667;parasitism
198312A-13V1Ovesic;1983-06-21;Pontania vesicator;Chalcidoidea indet.;8;Number of parasited galls;49,81666667;8,416666667;parasitism
198312A-13V1Ovesic;1983-06-21;Pontania vesicator;Curculio crux;9;Number of parasited galls;49,81666667;8,416666667;commensalism
198312A-13V1Ovesic;1983-06-21;Pontania vesicator;Bracon picticornis;3;Number of parasited galls;49,81666667;8,416666667;parasitism
198312A-13V1Ovesic;1983-06-21;Pontania vesicator;Eurytoma aciculata;2;Number of parasited galls;49,81666667;8,416666667;commensalism
198314A-16V1Oproxi;1983-06-22;Pontania proxima;Pnigalio nemati;2;Number of parasited galls;50,25;8,35;parasitism
198314A-16V1Oproxi;1983-06-22;Pontania proxima;Curculio crux;31;Number of parasited galls;50,25;8,35;commensalism
198314A-16V1Oproxi;1983-06-22;Pontania proxima;Lathrostizus lugens;1;Number of parasited galls;50,25;8,35;parasitism
198314A-16V1Oproxi;1983-06-22;Pontania proxima;Pteromalus dolichurus;1;Number of parasited galls;50,25;8,35;parasitism
198314A-16V1Oproxi;1983-06-22;Pontania proxima;Euphranta toxoneura;61;Number of parasited galls;50,25;8,35;commensalism
198314A-16V1Oproxi;1983-06-22;Pontania proxima;Scambus vesicarius;1;Number of parasited galls;50,25;8,35;parasitism
198314A-16V1Oproxi;1983-06-22;Salix fragilis;Pontania proxima;197;Number of galls;50,25;8,35;parasitism
198317A-18V1Oproxi;1983-06-22;Pontania proxima;Pteromalus dolichurus;4;Number of parasited galls;50,23333333;8,316666667;parasitism
198317A-18V1Oproxi;1983-06-22;Pontania proxima;Lathrostizus lugens;10;Number of parasited galls;50,23333333;8,316666667;parasitism
198317A-18V1Oproxi;1983-06-22;Pontania proxima;Euphranta toxoneura;58;Number of parasited galls;50,23333333;8,316666667;commensalism
198317A-18V1Oproxi;1983-06-22;Salix fragilis;Pontania proxima;149;Number of galls;50,23333333;8,316666667;parasitism
198317A-18V1Oproxi;1983-06-22;Pontania proxima;Pnigalio nemati;2;Number of parasited galls;50,23333333;8,316666667;parasitism
198317A-18V1Oproxi;1983-06-22;Pontania proxima;Scambus vesicarius;1;Number of parasited galls;50,23333333;8,316666667;parasitism
198317A-18V1Oproxi;1983-06-22;Pontania proxima;Curculio crux;37;Number of parasited galls;50,23333333;8,316666667;commensalism
198319A-20V1Oproxi;1983-06-22;Salix fragilis;Pontania proxima;228;Number of galls;50,28333333;8,45;parasitism
198319A-20V1Oproxi;1983-06-22;Pontania proxima;Pnigalio nemati;5;Number of parasited galls;50,28333333;8,45;parasitism
198319A-20V1Oproxi;1983-06-22;Pontania proxima;Chalcidoidea indet.;2;Number of parasited galls;50,28333333;8,45;parasitism
198319A-20V1Oproxi;1983-06-22;Pontania proxima;Lathrostizus lugens;8;Number of parasited galls;50,28333333;8,45;parasitism
198319A-20V1Oproxi;1983-06-22;Pontania proxima;Euphranta toxoneura;81;Number of parasited galls;50,28333333;8,45;commensalism
198319A-20V1Oproxi;1983-06-22;Pontania proxima;Curculio crux;52;Number of parasited galls;50,28333333;8,45;commensalism
198321A-V1Otrian;1983-06-22;Pontania triandrae;Pnigalio nemati;2;Number of parasited galls;50,21666667;8,75;parasitism
198321A-V1Otrian;1983-06-22;Pontania triandrae;Curculio crux;32;Number of parasited galls;50,21666667;8,75;commensalism
198321A-V1Otrian;1983-06-22;Salix triandra;Pontania triandrae;54;Number of galls;50,21666667;8,75;parasitism
198322A-25V1Oproxi;1983-06-22;Salix fragilis;Pontania proxima;280;Number of galls;50,35;8,566666667;parasitism
198322A-25V1Oproxi;1983-06-22;Pontania proxima;Eurytoma aciculata;1;Number of parasited galls;50,35;8,566666667;commensalism
198322A-25V1Oproxi;1983-06-22;Pontania proxima;Scambus vesicarius;4;Number of parasited galls;50,35;8,566666667;parasitism
198322A-25V1Oproxi;1983-06-22;Pontania proxima;Euphranta toxoneura;6;Number of parasited galls;50,35;8,566666667;commensalism
198322A-25V1Oproxi;1983-06-22;Pontania proxima;Curculio crux;1;Number of parasited galls;50,35;8,566666667;commensalism
198322A-25V1Oproxi;1983-06-22;Pontania proxima;Pnigalio nemati;8;Number of parasited galls;50,35;8,566666667;parasitism
198322A-25V1Oproxi;1983-06-22;Pontania proxima;Pteromalus dolichurus;12;Number of parasited galls;50,35;8,566666667;parasitism
198322A-25V1Oproxi;1983-06-22;Pontania proxima;Chalcidoidea indet.;10;Number of parasited galls;50,35;8,566666667;parasitism
198322A-25V1Oproxi;1983-06-22;Pontania proxima;Lathrostizus lugens;1;Number of parasited galls;50,35;8,566666667;parasitism
198326A-27VOgalla;1983-06-22;Salix caprea;Pontania gallarum;67;Number of galls;50,35;8,566666667;parasitism
198326A-27VOgalla;1983-06-22;Pontania gallarum;Curculio crux;2;Number of parasited galls;50,35;8,566666667;commensalism
198327Y-V1Ovimin;1983-06-22;Salix purpurea;Pontania viminalis;25;Number of galls;50,28333333;8,45;parasitism
198327Y-V1Ovimin;1983-06-22;Pontania viminalis;Scambus vesicarius;2;Number of parasited galls;50,28333333;8,45;parasitism
198327Y-V1Ovimin;1983-06-22;Pontania viminalis;Chalcidoidea indet.;2;Number of parasited galls;50,28333333;8,45;parasitism
