REARING_NUMBER;date;sp_taxon_1;sp_taxon_2;value;attr;lat;lon;type
199314D1-O1Ovaria;1993-08-11;Pontania varia;Chalcidoidea indet.;4;Number of parasited galls;68,31666667;18,85;parasitism
199314D1-O1Ovaria;1993-08-11;Pontania varia;Pteromalus dolichurus;1;Number of parasited galls;68,31666667;18,85;parasitism
199314D1-O1Ovaria;1993-08-11;Pontania varia;Eurytoma aciculata;2;Number of parasited galls;68,31666667;18,85;commensalism
199314Q1-R1Hleuco;1993-08-12;Salix caprea;Phyllocolpa leucosticta;9;Number of galls;68,33333333;14,48333333;parasitism
199314R-THischn;1993-08-11;Phyllocolpa ischnocera;Lathrostizus/Olesicampe sp.;2;Number of parasited galls;68,31666667;18,85;parasitism
199314R-THischn;1993-08-11;Salix myrsinifolia;Phyllocolpa ischnocera;9;Number of galls;68,31666667;18,85;parasitism
199314V-B1Onigri;1993-08-11;Pontania nigricantis;Chalcidoidea indet.;9;Number of parasited galls;68,31666667;18,85;parasitism
199314V-B1Onigri;1993-08-11;Salix myrsinifolia;Pontania nigricantis;28;Number of galls;68,31666667;18,85;parasitism
199314V-B1Onigri;1993-08-11;Pontania nigricantis;Chrysocharis elongata;4;Number of parasited galls;68,31666667;18,85;parasitism
199314V-B1Onigri;1993-08-11;Pontania nigricantis;Pteromalus dolichurus;1;Number of parasited galls;68,31666667;18,85;parasitism
199314V-B1Onigri;1993-08-11;Pontania nigricantis;Scambus vesicarius;5;Number of parasited galls;68,31666667;18,85;parasitism
199315A-HObridg;1993-08-13;Salix caprea;Pontania bridgmanii;30;Number of galls;68,33333333;14,48333333;parasitism
199315A-HObridg;1993-08-13;Pontania bridgmanii;Chalcidoidea indet.;19;Number of parasited galls;68,33333333;14,48333333;parasitism
199315A-HObridg;1993-08-13;Pontania bridgmanii;Pteromalus dolichurus;4;Number of parasited galls;68,33333333;14,48333333;parasitism
199315J-PEvenus;1993-08-13;Euura venusta;Ichneumonidae indet.;1;Number of parasited galls;68,33333333;14,48333333;parasitism
199315J-PEvenus;1993-08-13;Salix caprea;Euura venusta;21;Number of galls;68,33333333;14,48333333;parasitism
199315R-XElappo;1993-08-13;Salix lapponum;Euura lappo;42;Number of galls;68,33333333;14,48333333;parasitism
199315Y-ZElappc;1993-08-13;Salix lapponum;Euura lapponica;6;Number of galls;68,33333333;14,48333333;parasitism
199316A1-V1Hacuti;1993-08-15;Salix lapponum;Phyllocolpa acutiserra;212;Number of galls;66,6;15,36666667;parasitism
199318A1-V1Oglauc;1993-08-14;Pontania glaucae;Ichneumonidae indet.;1;Number of parasited galls;66,55;15,3;parasitism
199318A1-V1Oglauc;1993-08-14;Pontania glaucae;Shawiana lapponica;3;Number of parasited galls;66,55;15,3;parasitism
199318A1-V1Oglauc;1993-08-14;Pontania glaucae;Pteromalus dolichurus;32;Number of parasited galls;66,55;15,3;parasitism
199318A1-V1Oglauc;1993-08-14;Pontania glaucae;Chalcidoidea indet.;34;Number of parasited galls;66,55;15,3;parasitism
199318A1-V1Oglauc;1993-08-14;Salix glauca;Pontania glaucae;90;Number of galls;66,55;15,3;parasitism
199319A-HOnival;1993-08-14;Salix glauca;Pontania nivalis;31;Number of galls;66,55;15,3;parasitism
199319A-HOnival;1993-08-14;Pontania nivalis;Chalcidoidea indet.;11;Number of parasited galls;66,55;15,3;parasitism
199319A-HOnival;1993-08-14;Pontania nivalis;Ichneumonidae indet.;2;Number of parasited galls;66,55;15,3;parasitism
199319H1-I1Elappc;1993-08-14;Salix lapponum;Euura lapponica;8;Number of galls;66,55;15,3;parasitism
199319J-F1Elappo;1993-08-14;Euura lappo;Chalcidoidea indet.;69;Number of parasited galls;66,55;15,3;parasitism
199319J-F1Elappo;1993-08-14;Salix lapponum;Euura lappo;137;Number of galls;66,55;15,3;parasitism
199319K1-T1Olappl;1993-08-14;Salix lapponum;Pontania lapponicola;52;Number of galls;66,55;15,3;parasitism
199319K1-T1Olappl;1993-08-14;Pontania lapponicola;Chalcidoidea indet.;16;Number of parasited galls;66,55;15,3;parasitism
199319K1-T1Olappl;1993-08-14;Pontania lapponicola;Scambus vesicarius;2;Number of parasited galls;66,55;15,3;parasitism
199319K1-T1Olappl;1993-08-14;Pontania lapponicola;Pteromalus dolichurus;11;Number of parasited galls;66,55;15,3;parasitism
199319V1Hplicl;1993-08-14;Salix lapponum;Phyllocolpa plicalapponum;2;Number of galls;66,55;15,3;parasitism
199320A-JElappc;1993-08-15;Salix lapponum;Euura lapponica;38;Number of galls;66,45;15,06666667;parasitism
199320A-JElappc;1993-08-15;Euura lapponica;Shawiana lapponica;1;Number of parasited galls;66,45;15,06666667;parasitism
199320A-JElappc;1993-08-15;Euura lapponica;Colastes laevis;1;Number of parasited galls;66,45;15,06666667;parasitism
199320A-JElappc;1993-08-15;Euura lapponica;Chalcidoidea indet.;11;Number of parasited galls;66,45;15,06666667;parasitism
199320A-JElappc;1993-08-15;Euura lapponica;Pteromalus dolichurus;10;Number of parasited galls;66,45;15,06666667;parasitism
199320D1-G1Olappl;1993-08-15;Pontania lapponicola;Pteromalus dolichurus;1;Number of parasited galls;66,45;15,06666667;parasitism
199320D1-G1Olappl;1993-08-15;Salix lapponum;Pontania lapponicola;16;Number of galls;66,45;15,06666667;parasitism
199320D1-G1Olappl;1993-08-15;Pontania lapponicola;Eurytoma aciculata;2;Number of parasited galls;66,45;15,06666667;commensalism
199320D1-G1Olappl;1993-08-15;Pontania lapponicola;Chalcidoidea indet.;10;Number of parasited galls;66,45;15,06666667;parasitism
199320I1-P1Eboreo;1993-08-15;Euura boreoalpina;Chalcidoidea indet.;18;Number of parasited galls;66,45;15,06666667;parasitism
199320I1-P1Eboreo;1993-08-15;Euura boreoalpina;Lathrostizus forticauda;6;Number of parasited galls;66,45;15,06666667;parasitism
199320I1-P1Eboreo;1993-08-15;Salix glauca;Euura boreoalpina;47;Number of galls;66,45;15,06666667;parasitism
199320L-NElappo;1993-08-15;Salix lapponum;Euura lappo;16;Number of galls;66,45;15,06666667;parasitism
199320L-NElappo;1993-08-15;Euura lappo;Chalcidoidea indet.;5;Number of parasited galls;66,45;15,06666667;parasitism
199320L-NElappo;1993-08-15;Euura lappo;Lathrostizus forticauda;2;Number of parasited galls;66,45;15,06666667;parasitism
199320P-B1Osamol;1993-08-15;Salix lapponum;Pontania samolad;52;Number of galls;66,45;15,06666667;parasitism
199320P-B1Osamol;1993-08-15;Pontania samolad;Eurytoma aciculata;9;Number of parasited galls;66,45;15,06666667;commensalism
199320P-B1Osamol;1993-08-15;Pontania samolad;Chalcidoidea indet.;19;Number of parasited galls;66,45;15,06666667;parasitism
199320P-B1Osamol;1993-08-15;Pontania samolad;Lathrostizus flexicauda;3;Number of parasited galls;66,45;15,06666667;parasitism
199320P-B1Osamol;1993-08-15;Pontania samolad;Eulonchetron torymoides;2;Number of parasited galls;66,45;15,06666667;parasitism
199321A-OElappc;1993-08-15;Euura lapponica;Chalcidoidea indet.;13;Number of parasited galls;66,6;15,36666667;parasitism
199321A-OElappc;1993-08-15;Salix lapponum;Euura lapponica;59;Number of galls;66,6;15,36666667;parasitism
199321Q-22HElappo;1993-08-15;Euura lappo;Chalcidoidea indet.;72;Number of parasited galls;66,6;15,36666667;parasitism
199321Q-22HElappo;1993-08-15;Salix lapponum;Euura lappo;237;Number of galls;66,6;15,36666667;parasitism
199322J-23MOlappl;1993-08-15;Pontania lapponicola;Ichneumonidae indet.;25;Number of parasited galls;66,6;15,36666667;parasitism
199322J-23MOlappl;1993-08-15;Pontania lapponicola;Shawiana lapponica;3;Number of parasited galls;66,6;15,36666667;parasitism
199322J-23MOlappl;1993-08-15;Pontania lapponicola;Colastes laevis;2;Number of parasited galls;66,6;15,36666667;parasitism
199322J-23MOlappl;1993-08-15;Pontania lapponicola;Pteromalus dolichurus;59;Number of parasited galls;66,6;15,36666667;parasitism
199322J-23MOlappl;1993-08-15;Salix lapponum;Pontania lapponicola;207;Number of galls;66,6;15,36666667;parasitism
199322J-23MOlappl;1993-08-15;Pontania lapponicola;Scambus vesicarius;1;Number of parasited galls;66,6;15,36666667;parasitism
199322J-23MOlappl;1993-08-15;Pontania lapponicola;Chalcidoidea indet.;75;Number of parasited galls;66,6;15,36666667;parasitism
199323A1-V1Olappl;1993-08-15;Salix lapponum;Pontania lapponicola;89;Number of galls;66,65;15,4;parasitism
199323A1-V1Olappl;1993-08-15;Pontania lapponicola;Shawiana lapponica;3;Number of parasited galls;66,65;15,4;parasitism
199323A1-V1Olappl;1993-08-15;Pontania lapponicola;Chalcidoidea indet.;32;Number of parasited galls;66,65;15,4;parasitism
199323A1-V1Olappl;1993-08-15;Pontania lapponicola;Pteromalus dolichurus;12;Number of parasited galls;66,65;15,4;parasitism
199323O-YHacuti;1993-08-15;Salix lapponum;Phyllocolpa acutiserra;86;Number of galls;66,6;15,36666667;parasitism
199324A-JElappo;1993-08-15;Salix lapponum;Euura lappo;61;Number of galls;66,5;15,28333333;parasitism
199324A-JElappo;1993-08-15;Euura lappo;Chalcidoidea indet.;20;Number of parasited galls;66,5;15,28333333;parasitism
199324A1-O1Elanat;1993-08-16;Euura lanatae;Chalcidoidea indet.;33;Number of parasited galls;66,03333333;13,68333333;parasitism
199324A1-O1Elanat;1993-08-16;Salix lanata;Euura lanatae;90;Number of galls;66,03333333;13,68333333;parasitism
199324L-TElappc;1993-08-15;Euura lapponica;Chalcidoidea indet.;13;Number of parasited galls;66,65;15,4;parasitism
199324L-TElappc;1993-08-15;Euura lapponica;Lathrostizus lapponicus;2;Number of parasited galls;66,65;15,4;parasitism
199324L-TElappc;1993-08-15;Euura lapponica;Olesicampe sp.;1;Number of parasited galls;66,65;15,4;parasitism
199324L-TElappc;1993-08-15;Salix lapponum;Euura lapponica;37;Number of galls;66,65;15,4;parasitism
199324Q1-25DOglabr;1993-08-16;Salix lanata;Pontania glabrifrons;37;Number of galls;66,03333333;13,68333333;parasitism
199324Q1-25DOglabr;1993-08-16;Pontania glabrifrons;Bracon romani;2;Number of parasited galls;66,03333333;13,68333333;parasitism
199324Q1-25DOglabr;1993-08-16;Pontania glabrifrons;Chalcidoidea indet.;5;Number of parasited galls;66,03333333;13,68333333;parasitism
199324Q1-25DOglabr;1993-08-16;Pontania glabrifrons;Eulonchetron torymoides;5;Number of parasited galls;66,03333333;13,68333333;parasitism
199324V-ZOdolic;1993-08-15;Pontania dolichura;Chalcidoidea indet.;2;Number of parasited galls;66,65;15,4;parasitism
199324V-ZOdolic;1993-08-15;Salix phylicifolia;Pontania dolichura;21;Number of galls;66,65;15,4;parasitism
199325A1-26RElappc;1993-08-16;Salix lapponum;Euura lapponica;160;Number of galls;66,03333333;13,68333333;parasitism
199325A1-26RElappc;1993-08-16;Euura lapponica;Chalcidoidea indet.;14;Number of parasited galls;66,03333333;13,68333333;parasitism
199325A1-26RElappc;1993-08-16;Euura lapponica;Bracon romani;3;Number of parasited galls;66,03333333;13,68333333;parasitism
199325F-XEboreo;1993-08-16;Salix glauca;Euura boreoalpina;115;Number of galls;66,03333333;13,68333333;parasitism
199326T-V1Elappo;1993-08-16;Salix lapponum;Euura lappo;176;Number of galls;66,03333333;13,68333333;parasitism
199327A-LOsamol;1993-08-16;Salix lapponum;Pontania samolad;48;Number of galls;66,03333333;13,68333333;parasitism
199327A-LOsamol;1993-08-16;Pontania samolad;Bracon romani;2;Number of parasited galls;66,03333333;13,68333333;parasitism
199327A-LOsamol;1993-08-16;Pontania samolad;Chalcidoidea indet.;18;Number of parasited galls;66,03333333;13,68333333;parasitism
199327N-SOlappo;1993-08-16;Pontania lapponica;Bracon romani;2;Number of parasited galls;66,03333333;13,68333333;parasitism
199327N-SOlappo;1993-08-16;Pontania lapponica;Chalcidoidea indet.;3;Number of parasited galls;66,03333333;13,68333333;parasitism
199327N-SOlappo;1993-08-16;Salix lapponum;Pontania lapponica;24;Number of galls;66,03333333;13,68333333;parasitism
199327U-28PEvenus;1993-08-16;Euura venusta;Lathrostizus forticauda;15;Number of parasited galls;64,91666667;13,16666667;parasitism
199327U-28PEvenus;1993-08-16;Salix caprea;Euura venusta;177;Number of galls;64,91666667;13,16666667;parasitism
199327U-28PEvenus;1993-08-16;Euura venusta;Chalcidoidea indet.;8;Number of parasited galls;64,91666667;13,16666667;parasitism
199327U-28PEvenus;1993-08-16;Euura venusta;Pteromalus dolichurus;12;Number of parasited galls;64,91666667;13,16666667;parasitism
199328A1-B1Ogalla;1993-08-16;Salix caprea;Pontania gallarum;7;Number of galls;64,91666667;13,16666667;parasitism
199328D1Hleuco;1993-08-16;Salix caprea;Phyllocolpa leucosticta;4;Number of galls;64,91666667;13,16666667;parasitism
199328F1-L1Enigri;1993-08-16;Salix caprea;Euura nigritarsis;41;Number of galls;64,91666667;13,16666667;parasitism
199328R-YObridg;1993-08-16;Salix caprea;Pontania bridgmanii;34;Number of galls;64,91666667;13,16666667;parasitism
199328R-YObridg;1993-08-16;Pontania bridgmanii;Chalcidoidea indet.;16;Number of parasited galls;64,91666667;13,16666667;parasitism
199328R-YObridg;1993-08-16;Pontania bridgmanii;Pteromalus dolichurus;5;Number of parasited galls;64,91666667;13,16666667;parasitism
199328R-YObridg;1993-08-16;Pontania bridgmanii;Colastes laevis;4;Number of parasited galls;64,91666667;13,16666667;parasitism
199329A-ZEboreo;1993-08-19;Salix glauca;Euura boreoalpina;158;Number of galls;61,6;8,033333333;parasitism
199329A1-30SOglauc;1993-08-19;Salix glauca;Pontania glaucae;165;Number of galls;61,6;8,033333333;parasitism
199329A1-30SOglauc;1993-08-19;Pontania glaucae;Pteromalus dolichurus;1;Number of parasited galls;61,6;8,033333333;parasitism
199329A1-30SOglauc;1993-08-19;Pontania glaucae;Colastes laevis;13;Number of parasited galls;61,6;8,033333333;parasitism
199329A1-30SOglauc;1993-08-19;Pontania glaucae;Chalcidoidea indet.;7;Number of parasited galls;61,6;8,033333333;parasitism
199330H1-N1Odolic;1993-08-19;Salix phylicifolia;Pontania dolichura;28;Number of galls;61,6;8,033333333;parasitism
199330H1-N1Odolic;1993-08-19;Pontania dolichura;Shawiana lapponica;4;Number of parasited galls;61,6;8,033333333;parasitism
199330H1-N1Odolic;1993-08-19;Pontania dolichura;Bracon romani;1;Number of parasited galls;61,6;8,033333333;parasitism
199330H1-N1Odolic;1993-08-19;Pontania dolichura;Chalcidoidea indet.;2;Number of parasited galls;61,6;8,033333333;parasitism
199330P1-31GOarcti;1993-08-19;Pontania arcticornis;Chalcidoidea indet.;3;Number of parasited galls;61,6;8,033333333;parasitism
199330P1-31GOarcti;1993-08-19;Salix phylicifolia;Pontania arcticornis;57;Number of galls;61,6;8,033333333;parasitism
199330U-F1Onival;1993-08-19;Salix glauca;Pontania nivalis;49;Number of galls;61,6;8,033333333;parasitism
199330U-F1Onival;1993-08-19;Pontania nivalis;Chalcidoidea indet.;12;Number of parasited galls;61,6;8,033333333;parasitism
199330U-F1Onival;1993-08-19;Pontania nivalis;Ichneumonidae indet.;3;Number of parasited galls;61,6;8,033333333;parasitism
199331F1-33UElappc;1993-08-19;Salix lapponum;Euura lapponica;344;Number of galls;61,6;8,033333333;parasitism
199331F1-33UElappc;1993-08-19;Euura lapponica;Olesicampe sp.;1;Number of parasited galls;61,6;8,033333333;parasitism
199331F1-33UElappc;1993-08-19;Euura lapponica;Bracon romani;1;Number of parasited galls;61,6;8,033333333;parasitism
199331F1-33UElappc;1993-08-19;Euura lapponica;Lathrostizus forticauda;2;Number of parasited galls;61,6;8,033333333;parasitism
199331F1-33UElappc;1993-08-19;Euura lapponica;Chalcidoidea indet.;4;Number of parasited galls;61,6;8,033333333;parasitism
199331I-RElanat;1993-08-19;Euura lanatae;Chalcidoidea indet.;1;Number of parasited galls;61,6;8,033333333;parasitism
199331I-RElanat;1993-08-19;Salix lanata;Euura lanatae;57;Number of galls;61,6;8,033333333;parasitism
199331T-D1Oglabr;1993-08-19;Pontania glabrifrons;Ichneumonidae indet.;9;Number of parasited galls;61,6;8,033333333;parasitism
199331T-D1Oglabr;1993-08-19;Salix lanata;Pontania glabrifrons;42;Number of galls;61,6;8,033333333;parasitism
199333W-34LElappo;1993-08-19;Salix lapponum;Euura lappo;230;Number of galls;61,6;8,033333333;parasitism
199333W-34LElappo;1993-08-19;Euura lappo;Chalcidoidea indet.;3;Number of parasited galls;61,6;8,033333333;parasitism
199334N-P1Olappo;1993-08-19;Salix lapponum;Pontania lapponica;114;Number of galls;61,6;8,033333333;parasitism
199334N-P1Olappo;1993-08-19;Pontania lapponica;Ichneutes lapponicus;11;Number of parasited galls;61,6;8,033333333;parasitism
199334N-P1Olappo;1993-08-19;Pontania lapponica;Bracon romani;9;Number of parasited galls;61,6;8,033333333;parasitism
199334N-P1Olappo;1993-08-19;Pontania lapponica;Chalcidoidea indet.;8;Number of parasited galls;61,6;8,033333333;parasitism
199334R1-T1Olappl;1993-08-19;Pontania lapponicola;Shawiana lapponica;1;Number of parasited galls;61,6;8,033333333;parasitism
199334R1-T1Olappl;1993-08-19;Salix lapponum;Pontania lapponicola;18;Number of galls;61,6;8,033333333;parasitism
199334R1-T1Olappl;1993-08-19;Pontania lapponicola;Colastes laevis;1;Number of parasited galls;61,6;8,033333333;parasitism
199334V1Etesta;1993-08-19;Salix lapponum;Euura testaceipes;4;Number of galls;61,6;8,033333333;parasitism
199335A-YEvenus;1993-08-20;Euura venusta;Pteromalus dolichurus;7;Number of parasited galls;61,38333333;7,383333333;parasitism
199335A-YEvenus;1993-08-20;Euura venusta;Eurytoma nobbei;25;Number of parasited galls;61,38333333;7,383333333;parasitism
199335A-YEvenus;1993-08-20;Salix caprea;Euura venusta;97;Number of galls;61,38333333;7,383333333;parasitism
199335A1-B1Ogalla;1993-08-20;Salix caprea;Pontania gallarum;8;Number of galls;61,38333333;7,383333333;parasitism
199335A1-B1Ogalla;1993-08-20;Pontania gallarum;Pteromalus dolichurus;1;Number of parasited galls;61,38333333;7,383333333;parasitism
199335A1-B1Ogalla;1993-08-20;Pontania gallarum;Chalcidoidea indet.;2;Number of parasited galls;61,38333333;7,383333333;parasitism
199335D1-36FEboreo;1993-08-22;Euura boreoalpina;Pteromalus euurae;25;Number of parasited galls;61,06666667;6,583333333;parasitism
199335D1-36FEboreo;1993-08-22;Euura boreoalpina;Chalcidoidea indet.;32;Number of parasited galls;61,06666667;6,583333333;parasitism
199335D1-36FEboreo;1993-08-22;Salix glauca;Euura boreoalpina;114;Number of galls;61,06666667;6,583333333;parasitism
199336H-KOnival;1993-08-22;Salix glauca;Pontania nivalis;15;Number of galls;61,06666667;6,583333333;parasitism
199336H-KOnival;1993-08-22;Pontania nivalis;Ichneumonidae indet.;1;Number of parasited galls;61,06666667;6,583333333;parasitism
199336H-KOnival;1993-08-22;Pontania nivalis;Adelognathus cubiceps;1;Number of parasited galls;61,06666667;6,583333333;parasitism
199336H-KOnival;1993-08-22;Pontania nivalis;Eurytoma aciculata;9;Number of parasited galls;61,06666667;6,583333333;commensalism
199336M-37KElappo;1993-08-22;Euura lappo;Chalcidoidea indet.;101;Number of parasited galls;61,06666667;6,583333333;parasitism
199336M-37KElappo;1993-08-22;Euura lappo;Pteromalus euurae;21;Number of parasited galls;61,06666667;6,583333333;parasitism
199336M-37KElappo;1993-08-22;Salix lapponum;Euura lappo;283;Number of galls;61,06666667;6,583333333;parasitism
199337A1-C1Osamol;1993-08-22;Salix lapponum;Pontania samolad;14;Number of galls;61,06666667;6,583333333;parasitism
199337E1-L1Olappl;1993-08-22;Salix lapponum;Pontania lapponicola;50;Number of galls;61,06666667;6,583333333;parasitism
199337E1-L1Olappl;1993-08-22;Pontania lapponicola;Bracon romani;2;Number of parasited galls;61,06666667;6,583333333;parasitism
199337E1-L1Olappl;1993-08-22;Pontania lapponicola;Pteromalus dolichurus;9;Number of parasited galls;61,06666667;6,583333333;parasitism
199337E1-L1Olappl;1993-08-22;Pontania lapponicola;Chalcidoidea indet.;19;Number of parasited galls;61,06666667;6,583333333;parasitism
199337M-RElappc;1993-08-22;Salix lapponum;Euura lapponica;24;Number of galls;61,06666667;6,583333333;parasitism
199337M-RElappc;1993-08-22;Euura lapponica;Chalcidoidea indet.;9;Number of parasited galls;61,06666667;6,583333333;parasitism
199337M-RElappc;1993-08-22;Euura lapponica;Bracon romani;1;Number of parasited galls;61,06666667;6,583333333;parasitism
199337M-RElappc;1993-08-22;Euura lapponica;Lathrostizus lapponicus;3;Number of parasited galls;61,06666667;6,583333333;parasitism
199337N1-38OEboreo;1993-08-24;Euura boreoalpina;Chalcidoidea indet.;15;Number of parasited galls;60;6,55;parasitism
199337N1-38OEboreo;1993-08-24;Salix glauca;Euura boreoalpina;143;Number of galls;60;6,55;parasitism
199337T-ZOlappo;1993-08-22;Salix lapponum;Pontania lapponica;30;Number of galls;61,06666667;6,583333333;parasitism
199337T-ZOlappo;1993-08-22;Pontania lapponica;Eulonchetron torymoides;4;Number of parasited galls;61,06666667;6,583333333;parasitism
199337T-ZOlappo;1993-08-22;Pontania lapponica;Chalcidoidea indet.;12;Number of parasited galls;61,06666667;6,583333333;parasitism
199337T-ZOlappo;1993-08-22;Pontania lapponica;Shawiana lapponica;2;Number of parasited galls;61,06666667;6,583333333;parasitism
199338A1-39CElappo;1993-08-24;Euura lappo;Pteromalus euurae;6;Number of parasited galls;60;6,55;parasitism
199338A1-39CElappo;1993-08-24;Euura lappo;Chalcidoidea indet.;14;Number of parasited galls;60;6,55;parasitism
199338A1-39CElappo;1993-08-24;Salix lapponum;Euura lappo;149;Number of galls;60;6,55;parasitism
199338Q-ZOsamol;1993-08-24;Pontania samolad;Chalcidoidea indet.;3;Number of parasited galls;60;6,55;parasitism
199338Q-ZOsamol;1993-08-24;Salix lapponum;Pontania samolad;38;Number of galls;60;6,55;parasitism
199338Q-ZOsamol;1993-08-24;Pontania samolad;Shawiana lapponica;1;Number of parasited galls;60;6,55;parasitism
199338Q-ZOsamol;1993-08-24;Pontania samolad;Ichneumonidae indet.;2;Number of parasited galls;60;6,55;parasitism
199339E-GElappc;1993-08-24;Euura lapponica;Lathrostizus lapponicus;1;Number of parasited galls;60;6,55;parasitism
199339E-GElappc;1993-08-24;Euura lapponica;Chalcidoidea indet.;1;Number of parasited galls;60;6,55;parasitism
199339E-GElappc;1993-08-24;Salix lapponum;Euura lapponica;9;Number of galls;60;6,55;parasitism
199339I-KOlappl;1993-08-24;Salix lapponum;Pontania lapponicola;13;Number of galls;60;6,55;parasitism
199339I-KOlappl;1993-08-24;Pontania lapponicola;Colastes laevis;1;Number of parasited galls;60;6,55;parasitism
199339I-KOlappl;1993-08-24;Pontania lapponicola;Chalcidoidea indet.;1;Number of parasited galls;60;6,55;parasitism
199339I-KOlappl;1993-08-24;Pontania lapponicola;Ichneumonidae indet.;3;Number of parasited galls;60;6,55;parasitism
199339M-OOlappo;1993-08-24;Pontania lapponica;Ichneumonidae indet.;1;Number of parasited galls;60;6,55;parasitism
199339M-OOlappo;1993-08-24;Salix lapponum;Pontania lapponica;13;Number of galls;60;6,55;parasitism
199339M-OOlappo;1993-08-24;Pontania lapponica;Hydriomena ruberata;1;Number of parasited galls;60;6,55;commensalism
199339Q-WHacuti;1993-08-24;Salix lapponum;Phyllocolpa acutiserra;42;Number of galls;60;6,55;parasitism
199339Q-WHacuti;1993-08-24;Phyllocolpa acutiserra;Chrysocharis elongata;1;Number of parasited galls;60;6,55;parasitism
199401A1-D1Hleuco;1994-07-10;Phyllocolpa leucosticta;Chrysocharis elongata;1;Number of parasited galls;50,26666667;8,933333333;parasitism
199401A1-D1Hleuco;1994-07-10;Salix caprea;Phyllocolpa leucosticta;8;Number of galls;50,26666667;8,933333333;parasitism
199401F1-Q1Hpruss;1994-07-12;Phyllocolpa prussica;Chrysocharis elongata;1;Number of parasited galls;49,81666667;8,416666667;parasitism
199401F1-Q1Hpruss;1994-07-12;Salix cinerea;Phyllocolpa prussica;23;Number of galls;49,81666667;8,416666667;parasitism
199401M-WHpruss;1994-07-12;Phyllocolpa prussica;Chrysocharis elongata;1;Number of parasited galls;49,81666667;8,416666667;parasitism
199401M-WHpruss;1994-07-12;Salix cinerea;Phyllocolpa prussica;23;Number of galls;49,81666667;8,416666667;parasitism
199404A-UHplicd;1994-08-07;Salix daphnoides;Phyllocolpa plicadaphnoides;61;Number of galls;47,05;13,35;parasitism
199404A-UHplicd;1994-08-07;Phyllocolpa plicadaphnoides;Chrysocharis elongata;20;Number of parasited galls;47,05;13,35;parasitism
199404F1-I1Edaphn;1994-08-07;Salix daphnoides;Euura daphnoidica;23;Number of galls;47,05;13,35;parasitism
199404F1-I1Edaphn;1994-08-07;Euura daphnoidica;Chalcidoidea indet.;11;Number of parasited galls;47,05;13,35;parasitism
199404F1-I1Edaphn;1994-08-07;Euura daphnoidica;Apion minimum;1;Number of parasited galls;47,05;13,35;commensalism
199404K1-5TEelaea;1994-08-07;Euura elaeagnos;Apion minimum;1;Number of parasited galls;47,05;13,35;commensalism
199404K1-5TEelaea;1994-08-07;Salix elaeagnos;Euura elaeagnos;126;Number of galls;47,05;13,35;parasitism
199404K1-5TEelaea;1994-08-07;Euura elaeagnos;Pteromalus dolichurus;3;Number of parasited galls;47,05;13,35;parasitism
199404W-D1Oadaph;1994-08-07;Pontania acutifoliae daphnoides;Bracon epitriptus;1;Number of parasited galls;47,05;13,35;parasitism
199404W-D1Oadaph;1994-08-07;Pontania acutifoliae daphnoides;Eurytoma aciculata;7;Number of parasited galls;47,05;13,35;commensalism
199404W-D1Oadaph;1994-08-07;Pontania acutifoliae daphnoides;Eulonchetron torymoides;4;Number of parasited galls;47,05;13,35;parasitism
199404W-D1Oadaph;1994-08-07;Salix daphnoides;Pontania acutifoliae daphnoides;32;Number of galls;47,05;13,35;parasitism
199404W-D1Oadaph;1994-08-07;Pontania acutifoliae daphnoides;Pteromalus dolichurus;2;Number of parasited galls;47,05;13,35;parasitism
199404W-D1Oadaph;1994-08-07;Pontania acutifoliae daphnoides;Chalcidoidea indet.;7;Number of parasited galls;47,05;13,35;parasitism
199404W-D1Oadaph;1994-08-07;Pontania acutifoliae daphnoides;Apion minimum;6;Number of parasited galls;47,05;13,35;commensalism
199404W-D1Oadaph;1994-08-07;Pontania acutifoliae daphnoides;Scambus vesicarius;1;Number of parasited galls;47,05;13,35;parasitism
199405V-V1Eelaea;1994-08-07;Euura elaeagnos;Apion minimum;1;Number of parasited galls;46,96666667;13,46666667;commensalism
199405V-V1Eelaea;1994-08-07;Salix elaeagnos;Euura elaeagnos;120;Number of galls;46,96666667;13,46666667;parasitism
199405V-V1Eelaea;1994-08-07;Euura elaeagnos;Chalcidoidea indet.;1;Number of parasited galls;46,96666667;13,46666667;parasitism
199406A-E1Hischn;1994-08-08;Salix mielichhoferi;Phyllocolpa ischnocera;180;Number of galls;47,23333333;13,51666667;parasitism
199406A-E1Hischn;1994-08-08;Phyllocolpa ischnocera;Chrysocharis elongata;14;Number of parasited galls;47,23333333;13,51666667;parasitism
199406A-E1Hischn;1994-08-08;Phyllocolpa ischnocera;Adelognathus pusillus;4;Number of parasited galls;47,23333333;13,51666667;parasitism
199406G1-7DOvaria;1994-08-08;Salix mielichhoferi;Pontania varia;98;Number of galls;47,23333333;13,51666667;parasitism
199406G1-7DOvaria;1994-08-08;Pontania varia;Pteromalus dolichurus;2;Number of parasited galls;47,23333333;13,51666667;parasitism
199406G1-7DOvaria;1994-08-08;Pontania varia;Chalcidoidea indet.;21;Number of parasited galls;47,23333333;13,51666667;parasitism
199406G1-7DOvaria;1994-08-08;Pontania varia;Hydriomena ruberata;1;Number of parasited galls;47,23333333;13,51666667;commensalism
199406G1-7DOvaria;1994-08-08;Pontania varia;Scambus vesicarius;2;Number of parasited galls;47,23333333;13,51666667;parasitism
