"description";"REARING_NUMBER";"lat";"lon";"name";"number";"date"
"1997-08-24, Norway, Hordaland, Skutevik";"1997SZ58Emucro";59,9166666667;6,5666666667;"Kolpelke 310";310;1997-08-24
"1997-08-24, Norway, Hordaland, Skutevik";"1997SZ60Egemmc";59,9166666667;6,5666666667;"Kolpelke 310";310;1997-08-24
"1997-08-24, Norway, Hordaland, Skutevik";"1997SZ57Eciner";59,9166666667;6,5666666667;"Kolpelke 310";310;1997-08-24
"1997-08-24, Norway, Sogn og Fjordane, Skjelingen";"1997SZ59Eboreo";61;6,5166666667;"Kolpelke 309";309;1997-08-24
"1997-08-24, Norway, Sogn og Fjordane, Skjelingen";"1997SZ56Elappc";61;6,5166666667;"Kolpelke 309";309;1997-08-24
"1997-08-29, Denmark, Jylland, Skagen";"1997SZ61Eweiff";57,7166666667;10,6;"Kolpelke 279";279;1997-08-29
"1997-08-29, Denmark, Jylland, Skagen";"199710K1-12LOcolla";57,7166666667;10,6;"Kolpelke 279";279;1997-08-29
"1997-08-30, Germany, Schleswig-Holstein, Preetz, Postsee";"199710T-J1Etesta";54,2166666667;10,2333333333;"Kolpelke 281";281;1997-08-30
"1997-09-15, Austria, Niederösterreich, Schrems-Pürbach";"1997SZ81Emucro";48,75;15,0833333333;"Kolpelke 291";291;1997-09-15
"1997-09-15, Austria, Niederösterreich, Schrems-Pürbach";"1997SZ80Eaurit";48,75;15,0833333333;"Kolpelke 291";291;1997-09-15
"1997-09-15, Austria, Niederösterreich, Schrems-Pürbach";"199735J-36CEvenus";48,75;15,0833333333;"Kolpelke 291";291;1997-09-15
"1997-09-15, Austria, Niederösterreich, Schrems-Pürbach";"199734Q1-35HEvenus";48,75;15,0833333333;"Kolpelke 291";291;1997-09-15
"1997-09-21, Germany, Hessen, Limeshain, Rommelhausen";"1997SZ79Emucro";50,2333333333;8,9666666667;"Kolpelke 314";314;1997-09-21
"1997-09-21, Germany, Hessen, Ortenberg I";"199734A-O1Oproxi";50,3333333333;9,0333333333;"Kolpelke 290";290;1997-09-21
"1997-09-21, Germany, Hessen, Ortenberg I";"199736H1-V1Ovimin";50,3333333333;9,0333333333;"Kolpelke 290";290;1997-09-21
"1997-09-27, Italy, Sardinien, F. Corogiu, Tortoli";"199743A-ZOvimin";39,9166666667;9,6333333333;"Kolpelke 294";294;1997-09-27
"1997-09-27, Italy, Sardinien, Riu di Pula, bei Cagliari";"199742A-VOvimin";39;9;"Kolpelke 293";293;1997-09-27
"1997-09-27, Italy, Sardinien, Riu Malliu, bei Cagliari";"199742A1-T1Ovimin";39,2333333333;9,0166666667;"Kolpelke 292";292;1997-09-27
"1997-10-01, Austria, Niederösterreich, Etzen";"1997SZ84Eaurit";48,55;15,0333333333;"Kolpelke 316";316;1997-10-01
"1997-10-14, Germany, Schleswig-Holstein, Kiel, Dietrichsdorf";"1997SZ83aEciner";54,3333333333;10,1833333333;"Kolpelke 315";315;1997-10-14
"1997-10-14, Germany, Schleswig-Holstein, Kiel, Dietrichsdorf";"1997SZ83Egemmc";54,3333333333;10,1833333333;"Kolpelke 315";315;1997-10-14
"1998-03-09, Austria, Niederösterreich, Etzen";"1997SZ85Eweiff";48,55;15,0333333333;"Kolpelke 317";317;1998-03-09
"1998-04-13, Germany, Schleswig-Holstein, Preetz, Postsee";"1997SZ86Eatraa";54,2166666667;10,2333333333;"Kolpelke 318";318;1998-04-13
"1998-07-12, Germany, Hessen, Kilianstätten";"1998SZ02Hangli";50,1833333333;8,8333333333;"Kolpelke 332";332;1998-07-12
"1998-07-12, Germany, Hessen, Kilianstätten";"1998SZ01Hpolit";50,1833333333;8,8333333333;"Kolpelke 332";332;1998-07-12
"1998-07-19, Germany, Hessen, Limeshain, Rommelhausen";"1998SZ03aHeryth";50,2333333333;8,9666666667;"Kolpelke 333";333;1998-07-19
"1998-07-19, Germany, Hessen, Ortenberg III";"1998SZ04Hangli";50,3333333333;9,0333333333;"Kolpelke 335";335;1998-07-19
"1998-08-01, Austria, Salzburg, Obertauern I";"1998SZ16Hischn";47,2333333333;13,5166666667;"Kolpelke 342";342;1998-08-01
"1998-08-02, Germany, Hessen, Limeshain, Rommelhausen";"1998SZ03bHeryth";50,2333333333;8,9666666667;"Kolpelke 334";334;1998-08-02
"1998-08-13, Denmark, Jylland, Vejersstrand";"199801A-V1Ocolla";55,6166666667;8,1166666667;"Kolpelke 319";319;1998-08-13
"1998-08-22, Austria, Salzburg, Obertauern I";"1998SZ19Ehasta";47,2333333333;13,5166666667;"Kolpelke 324";324;1998-08-22
"1998-08-22, Austria, Salzburg, Obertauern I";"199803M-ZOvaria";47,2333333333;13,5166666667;"Kolpelke 324";324;1998-08-22
"1998-08-22, Austria, Salzburg, Obertauern I";"1998SZ15Egemmf";47,2333333333;13,5166666667;"Kolpelke 324";324;1998-08-22
"1998-08-22, Austria, Salzburg, Obertauern I";"1998SZ13Emyrsi";47,2333333333;13,5166666667;"Kolpelke 324";324;1998-08-22
"1998-08-22, Austria, Salzburg, Obertauern I";"1998SZ09Emyrsi";47,2333333333;13,5166666667;"Kolpelke 324";324;1998-08-22
"1998-08-22, Austria, Salzburg, Obertauern I";"1998SZ27Hplicd";47,2333333333;13,5166666667;"Kolpelke 324";324;1998-08-22
"1998-08-22, Austria, Salzburg, Obertauern II";"1998SZ24Eelaea";47,25;13,5333333333;"Kolpelke 345";345;1998-08-22
"1998-08-22, Austria, Salzburg, Obertauern III";"1998SZ11Eappen";47,2333333333;13,5666666667;"Kolpelke 340";340;1998-08-22
"1998-08-22, Austria, Salzburg, Obertauern III";"1998SZ18Eappen";47,2333333333;13,5666666667;"Kolpelke 340";340;1998-08-22
"1998-08-22, Austria, Salzburg, Tauernpaß, Tweng";"1998SZ14Eappen";47,1833333333;13,5833333333;"Kolpelke 341";341;1998-08-22
"1998-08-22, Austria, Salzburg, Tauernpaß, Tweng";"1998SZ12Edaphn";47,1833333333;13,5833333333;"Kolpelke 341";341;1998-08-22
"1998-08-23, Austria, Salzburg, Dachsteingebirge, Hoferalm b. Filzmos";"1998SZ26Hpolit";47,4333333333;13,5;"Kolpelke 320";320;1998-08-23
"1998-08-23, Austria, Salzburg, Dachsteingebirge, Hoferalm b. Filzmos";"199802A-P1Okriec";47,4333333333;13,5;"Kolpelke 320";320;1998-08-23
"1998-08-23, Austria, Salzburg, Obertauern III";"199802R1-V1Ofoeti";47,2333333333;13,5666666667;"Kolpelke 321";321;1998-08-23
"1998-08-23, Austria, Salzburg, Obertauern III";"199806I-YObridg";47,2333333333;13,5666666667;"Kolpelke 321";321;1998-08-23
"1998-08-23, Austria, Steiermark, Dachsteinstraße, Ramsau";"199806U1-V1Obridg";47,4333333333;13,6;"Kolpelke 325";325;1998-08-23
"1998-08-23, Austria, Steiermark, Dachsteinstraße, Ramsau";"1998SZ07Epurpu";47,4333333333;13,6;"Kolpelke 325";325;1998-08-23
"1998-08-23, Austria, Steiermark, Dachsteinstraße, Ramsau";"199806A-GObridg";47,4333333333;13,6;"Kolpelke 325";325;1998-08-23
"1998-08-23, Austria, Steiermark, Dachsteinstraße, Ramsau";"199804A-IOgalla";47,4333333333;13,6;"Kolpelke 325";325;1998-08-23
"1998-08-24, Austria, Niederösterreich, Annaberg";"1998SZ08Eelaea";47,8666666667;15,3666666667;"Kolpelke 338";338;1998-08-24
"1998-08-24, Austria, Niederösterreich, Annaberg, Tennengau";"199803B1-V1Ovaria";47,8666666667;15,3666666667;"Kolpelke 323";323;1998-08-24
"1998-08-24, Austria, Oberösterreich, Bad Ischl";"199807N1-Q1Etesta";47,7166666667;13,6333333333;"Kolpelke 331";331;1998-08-24
"1998-08-24, Austria, Salzburg, Obertauern III";"199807B1-L1Oobscu";47,2333333333;13,5666666667;"Kolpelke 330";330;1998-08-24
"1998-08-25, Austria, Niederösterreich, Etzen";"199803A-KOcolla";48,55;15,0333333333;"Kolpelke 322";322;1998-08-25
"1998-08-25, Austria, Niederösterreich, Schrems-Pürbach";"1998SZ22Emucro";48,75;15,0833333333;"Kolpelke 328";328;1998-08-25
"1998-08-25, Austria, Niederösterreich, Schrems-Pürbach";"199807D-ZEvenus";48,75;15,0833333333;"Kolpelke 328";328;1998-08-25
"1998-08-25, Austria, Niederösterreich, Schrems-Pürbach";"199806J1-R1Obella";48,75;15,0833333333;"Kolpelke 328";328;1998-08-25
"1998-08-25, Austria, Niederösterreich, Schremser Moor";"199806A1-H1Obella";48,7833333333;15,0666666667;"Kolpelke 327";327;1998-08-25
"1998-08-25, Austria, Niederösterreich, Schremser Moor";"1998SZ30Heryth";48,7833333333;15,0666666667;"Kolpelke 327";327;1998-08-25
"1998-08-26, Austria, Niederösterreich, Purath nr. Arbesbach";"1998SZ23Emucro";48,4666666667;14,9166666667;"Kolpelke 344";344;1998-08-26
"1998-08-26, Austria, Niederösterreich, Rappottenstein, Edmühle";"1998SZ06Eatraa";48,5166666667;15,0666666667;"Kolpelke 337";337;1998-08-26
"1998-08-26, Austria, Niederösterreich, Rappottenstein, Edmühle, (Kamputer)";"199807A-BEtesta";48,5166666667;15,0666666667;"Kolpelke 329";329;1998-08-26
"1998-08-27, Austria, Niederösterreich, Traismauer an der Donau";"1998SZ29Hoblit";48,35;15,7333333333;"Kolpelke 336";336;1998-08-27
"1998-08-27, Austria, Niederösterreich, Traismauer an der Donau";"1998SZ05Eatraa";48,35;15,7333333333;"Kolpelke 336";336;1998-08-27
"1998-08-28, Austria, Tirol, Ötztal, Obergurgl";"1998SZ17Ehasta";46,8666666667;11,0166666667;"Kolpelke 343";343;1998-08-28
"1998-08-28, Austria, Tirol, Ötztal, Vent/ Gample";"1998SZ28Hcarin";46,8666666667;10,9166666667;"Kolpelke 346";346;1998-08-28
"1998-08-28, Austria, Tirol, Ötztal, Vent/ Rofental";"1998SZ10Omacul";46,85;10,9;"Kolpelke 339";339;1998-08-28
"1998-08-28, Austria, Tirol, Ötztal, Vent/ Rofental";"1998SZ20Egemmh";46,85;10,9;"Kolpelke 339";339;1998-08-28
"1998-08-29, Switzerland, Wallis, Grimselpaß, Grimselsee";"1998SZ31Hplicg";46,5666666667;8,3166666667;"Kolpelke 326";326;1998-08-29
"1998-08-29, Switzerland, Wallis, Grimselpaß, Grimselsee";"1998SZ21Egemmh";46,5666666667;8,3166666667;"Kolpelke 326";326;1998-08-29
"1998-08-29, Switzerland, Wallis, Grimselpaß, Grimselsee";"199804K-ZOhasta";46,5666666667;8,3166666667;"Kolpelke 326";326;1998-08-29
"1998-08-29, Switzerland, Wallis, Grimselpaß, Grimselsee";"1998SZ25Ehasta";46,5666666667;8,3166666667;"Kolpelke 326";326;1998-08-29
"1998-08-29, Switzerland, Wallis, Grimselpaß, Grimselsee";"1998SZ32Hspirh";46,5666666667;8,3166666667;"Kolpelke 326";326;1998-08-29
"1999-03-07, Austria, Niederösterreich, Arbesbach I";"1998SZ33Eaurit";48,4833333333;14,95;"Kolpelke 347";347;1999-03-07
"1999-03-07, Austria, Niederösterreich, Arbesbach I";"1998SZ34Emucro";48,4833333333;14,95;"Kolpelke 347";347;1999-03-07
"1999-03-07, Austria, Niederösterreich, Arbesbach II";"1998SZ35Eaurit";48,4833333333;14,9333333333;"Kolpelke 348";348;1999-03-07
"1999-03-07, Austria, Niederösterreich, Arbesbach II";"1998SZ36Emucro";48,4833333333;14,9333333333;"Kolpelke 348";348;1999-03-07
"1999-03-07, Austria, Niederösterreich, Arbesbach III";"1998SZ37Eaurit";48,4833333333;14,95;"Kolpelke 349";349;1999-03-07
"1999-03-07, Austria, Niederösterreich, Arbesbach III";"1998SZ38Emucro";48,4833333333;14,95;"Kolpelke 349";349;1999-03-07
"1999-04-03, Austria, Niederösterreich, Etzen";"1999SZ40Eweiff";48,55;15,0333333333;"Kolpelke 380";380;1999-04-03
"1999-04-09, Germany, Hessen, Altenstadt, Nidder";"1998SZ39Eatraa";50,2833333333;8,9666666667;"Kolpelke 350";350;1999-04-09
"1999-05-27, Switzerland, Graubünden, Zillis";"1999Z1Eelaea";46,6333333333;9,4333333333;"Kolpelke 383";383;1999-05-27
"1999-06-02, Switzerland, Graubünden, Zillis";"1999W1Eelaea";46,6333333333;9,4333333333;"Kolpelke 382";382;1999-06-02
"1999-06-02, Switzerland, Graubünden, Zillis";"1999T1Eelaea";46,6333333333;9,4333333333;"Kolpelke 382";382;1999-06-02
"1999-06-02, Switzerland, Graubünden, Zillis";"1999Y1Eelaea";46,6333333333;9,4333333333;"Kolpelke 382";382;1999-06-02
"1999-06-02, Switzerland, Graubünden, Zillis";"1999U1Eelaea";46,6333333333;9,4333333333;"Kolpelke 382";382;1999-06-02
"1999-06-02, Switzerland, Graubünden, Zillis";"1999V2Eelaea";46,6333333333;9,4333333333;"Kolpelke 382";382;1999-06-02
"1999-06-02, Switzerland, Graubünden, Zillis";"1999X1Eelaea";46,6333333333;9,4333333333;"Kolpelke 382";382;1999-06-02
"1999-06-28, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ12Hoblit";51,1166666667;6,8666666667;"Kolpelke 352";352;1999-06-28
"1999-06-28, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"199902A-MOproxi";51,1166666667;6,8666666667;"Kolpelke 352";352;1999-06-28
"1999-06-28, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ15Hoblit";51,1166666667;6,8666666667;"Kolpelke 352";352;1999-06-28
"1999-06-28, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ11aHoblit";51,1166666667;6,8666666667;"Kolpelke 352";352;1999-06-28
"1999-06-28, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ13Hoblit";51,1166666667;6,8666666667;"Kolpelke 352";352;1999-06-28
"1999-06-28, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ05Hoblit";51,1166666667;6,8666666667;"Kolpelke 352";352;1999-06-28
"1999-06-28, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ11Hoblit";51,1166666667;6,8666666667;"Kolpelke 352";352;1999-06-28
"1999-06-29, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"199902N-O1Oproxi";51,8;6,3333333333;"Kolpelke 353";353;1999-06-29
"1999-06-29, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ22Hangli";51,8;6,3333333333;"Kolpelke 353";353;1999-06-29
"1999-06-29, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ14Hoblit";51,8;6,3333333333;"Kolpelke 353";353;1999-06-29
"1999-06-29, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ07Hoblit";51,8;6,3333333333;"Kolpelke 353";353;1999-06-29
"1999-06-29, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ16Hoblit";51,8;6,3333333333;"Kolpelke 353";353;1999-06-29
"1999-06-29, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ10Hoblit";51,8;6,3333333333;"Kolpelke 353";353;1999-06-29
"1999-06-29, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ06Hangli";51,8;6,3333333333;"Kolpelke 353";353;1999-06-29
"1999-06-29, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ09Hoblit";51,8;6,3333333333;"Kolpelke 353";353;1999-06-29
"1999-06-30, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ21Hangli";51,8;6,3333333333;"Kolpelke 374";374;1999-06-30
"1999-06-30, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ25Hangli";51,8;6,3333333333;"Kolpelke 374";374;1999-06-30
"1999-06-30, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ20Hangli";51,8;6,3333333333;"Kolpelke 374";374;1999-06-30
"1999-06-30, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ24Hangli";51,8;6,3333333333;"Kolpelke 374";374;1999-06-30
"1999-06-30, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ27Hangli";51,8;6,3333333333;"Kolpelke 374";374;1999-06-30
"1999-06-30, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ04Hangli";51,8;6,3333333333;"Kolpelke 374";374;1999-06-30
"1999-06-30, Germany, Nordrh.-Westfalen, Grietherbusch / Dornick";"1999SZ26Hangli";51,8;6,3333333333;"Kolpelke 374";374;1999-06-30
"1999-06-30, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ19Hangli";51,1166666667;6,8666666667;"Kolpelke 376";376;1999-06-30
"1999-07-01, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ18Hangli";51,1166666667;6,8666666667;"Kolpelke 375";375;1999-07-01
"1999-07-01, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ17Hangli";51,1166666667;6,8666666667;"Kolpelke 375";375;1999-07-01
"1999-07-01, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ08Hangli";51,1166666667;6,8666666667;"Kolpelke 375";375;1999-07-01
"1999-07-01, Germany, Nordrh.-Westfalen, Urdenbach, Urdenbacher Kämpe";"1999SZ23Hangli";51,1166666667;6,8666666667;"Kolpelke 375";375;1999-07-01
"1999-07-05, Germany, Baden-Württemberg, Honau";"1999SZ35Hoblit";48,65;7,8833333333;"Kolpelke 358";358;1999-07-05
"1999-07-05, Germany, Baden-Württemberg, Honau";"1999SZ34Hoblit";48,65;7,8833333333;"Kolpelke 358";358;1999-07-05
"1999-07-05, Germany, Baden-Württemberg, Honau";"1999SZ47Hpolit";48,65;7,8833333333;"Kolpelke 358";358;1999-07-05
"1999-07-05, Germany, Baden-Württemberg, Honau";"199914D-IOvimin";48,65;7,8833333333;"Kolpelke 358";358;1999-07-05
"1999-07-05, Germany, Baden-Württemberg, Honau";"1999SZ42Hpolit";48,65;7,8833333333;"Kolpelke 358";358;1999-07-05
"1999-07-05, Germany, Baden-Württemberg, Honau";"1999SZ48Hoblit";48,65;7,8833333333;"Kolpelke 358";358;1999-07-05
"1999-07-05, Germany, Baden-Württemberg, Rheinau";"1999SZ30Hpolit";48,6833333333;7,9333333333;"Kolpelke 355";355;1999-07-05
"1999-07-05, Germany, Baden-Württemberg, Rheinau";"199913E-I/U-WOproxi";48,6833333333;7,9333333333;"Kolpelke 355";355;1999-07-05
"1999-07-05, Germany, Baden-Württemberg, Rheinau";"1999SZ43Hpolit";48,6833333333;7,9333333333;"Kolpelke 355";355;1999-07-05
"1999-07-05, Germany, Baden-Württemberg, Rheinau";"199913A-COvimin";48,6833333333;7,9333333333;"Kolpelke 355";355;1999-07-05
"1999-07-06, Germany, Baden-Württemberg, Hartheim";"199914A-BOvimin";47,9333333333;7,5833333333;"Kolpelke 356";356;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Hartheim";"199913C1-D1Ovimin";47,9333333333;7,5833333333;"Kolpelke 356";356;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Hartheim";"1999SZ45Hangli";47,9333333333;7,5833333333;"Kolpelke 356";356;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Honau";"1999SZ46Hpruss";48,65;7,8833333333;"Kolpelke 357";357;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Honau";"1999SZ37Hpolit";48,65;7,8833333333;"Kolpelke 357";357;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Honau";"199913K-TOvaria";48,65;7,8833333333;"Kolpelke 357";357;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Honau";"1999SZ52Hpruss";48,65;7,8833333333;"Kolpelke 357";357;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Honau";"1999SZ53Hpruss";48,65;7,8833333333;"Kolpelke 357";357;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Honau";"1999SZ49Hpolit";48,65;7,8833333333;"Kolpelke 357";357;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Honau";"1999SZ39Hpolit";48,65;7,8833333333;"Kolpelke 357";357;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Honau";"1999SZ51Hoblit";48,65;7,8833333333;"Kolpelke 357";357;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Honau";"1999SZ50Hoblit";48,65;7,8833333333;"Kolpelke 357";357;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Rheinau";"1999SZ54Hoblit";48,6833333333;7,9333333333;"Kolpelke 379";379;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Rheinau";"1999SZ38Hoblit";48,6833333333;7,9333333333;"Kolpelke 379";379;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Rheinau";"1999SZ44Hoblit";48,6833333333;7,9333333333;"Kolpelke 379";379;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Rheinau (Jungwuchs)";"199901Y-V1Ovesic";48,6833333333;7,9166666667;"Kolpelke 351";351;1999-07-06
"1999-07-06, Germany, Baden-Württemberg, Rheinau (Jungwuchs)";"199901G-WOvimin";48,6833333333;7,9166666667;"Kolpelke 351";351;1999-07-06
"1999-07-08, Germany, Baden-Württemberg, Hartheim";"1999SZ29Hangli";47,9333333333;7,5833333333;"Kolpelke 377";377;1999-07-08
"1999-07-08, Germany, Baden-Württemberg, Hartheim";"1999SZ33Hangli";47,9333333333;7,5833333333;"Kolpelke 377";377;1999-07-08
"1999-07-08, Germany, Baden-Württemberg, Hartheim";"1999SZ32Hangli";47,9333333333;7,5833333333;"Kolpelke 377";377;1999-07-08
"1999-07-08, Germany, Baden-Württemberg, Hartheim";"1999SZ28Hangli";47,9333333333;7,5833333333;"Kolpelke 377";377;1999-07-08
"1999-07-08, Germany, Baden-Württemberg, Hartheim";"1999SZ40Hangli";47,9333333333;7,5833333333;"Kolpelke 377";377;1999-07-08
"1999-07-08, Germany, Baden-Württemberg, Hartheim";"1999SZ31Hangli";47,9333333333;7,5833333333;"Kolpelke 377";377;1999-07-08
"1999-07-08, Germany, Baden-Württemberg, Honau";"1999SZ36Hoblit";48,65;7,8833333333;"Kolpelke 378";378;1999-07-08
"1999-07-14, Switzerland, Graubünden, Zillis";"1999SZ55Hischn";46,6333333333;9,4333333333;"Kolpelke 381";381;1999-07-14
"1999-07-18, Switzerland, Graubünden, Zillis";"199925G1-L1Evenus";46,6333333333;9,4333333333;"Kolpelke 362";362;1999-07-18
"1999-07-19, Switzerland, Graubünden, Zillis";"199914A1-V1Okriec";46,6333333333;9,4333333333;"Kolpelke 354";354;1999-07-19
"1999-07-19, Switzerland, Graubünden, Zillis";"199914K-WOkriec";46,6333333333;9,4333333333;"Kolpelke 354";354;1999-07-19
"1999-07-19, Switzerland, Graubünden, Zillis";"199903U-Z/10A-V1Ovimin";46,6333333333;9,4333333333;"Kolpelke 354";354;1999-07-19
"1999-07-19, Switzerland, Graubünden, Zillis";"199914X-ZOvesic";46,6333333333;9,4333333333;"Kolpelke 354";354;1999-07-19
"1999-07-19, Switzerland, Graubünden, Zillis";"199903A-S/A1-V1Okriec";46,6333333333;9,4333333333;"Kolpelke 354";354;1999-07-19
"1999-07-20, Switzerland, Graubünden, Zillis";"199923G1-S1Ovimin";46,6333333333;9,4333333333;"Kolpelke 361";361;1999-07-20
"1999-07-20, Switzerland, Graubünden, Zillis";"199923Q-ZOvimin";46,6333333333;9,4333333333;"Kolpelke 361";361;1999-07-20
"1999-07-20, Switzerland, Graubünden, Zillis";"199925T-YOvimin";46,6333333333;9,4333333333;"Kolpelke 361";361;1999-07-20
"1999-07-20, Switzerland, Graubünden, Zillis";"1999SZ56Hischn";46,6333333333;9,4333333333;"Kolpelke 361";361;1999-07-20
"1999-07-20, Switzerland, Graubünden, Zillis";"199925A1-E1Ovesic";46,6333333333;9,4333333333;"Kolpelke 361";361;1999-07-20
"1999-07-20, Switzerland, Graubünden, Zillis";"199923A-GOvimin";46,6333333333;9,4333333333;"Kolpelke 361";361;1999-07-20
"1999-07-20, Switzerland, Graubünden, Zillis";"199923H-POkriec";46,6333333333;9,4333333333;"Kolpelke 361";361;1999-07-20
"1999-07-20, Switzerland, Graubünden, Zillis";"199924A-25SOkriec";46,6333333333;9,4333333333;"Kolpelke 361";361;1999-07-20
"1999-07-21, Switzerland, Graubünden, Zillis";"199923A1-F1Okriec";46,6333333333;9,4333333333;"Kolpelke 360";360;1999-07-21
"1999-07-29, Austria, Salzburg, Obertauern I";"199915A-16NOnigri";47,2333333333;13,5166666667;"Kolpelke 359";359;1999-07-29
"1999-08-25, France, Frankreich, La Massane";"199936T1-V1Opedun";44,0666666667;5,2;"Kolpelke 370";370;1999-08-25
"1999-08-30, Switzerland, Graubünden, Zillis";"199927P-WOvimin";46,6333333333;9,4333333333;"Kolpelke 363";363;1999-08-30
"1999-08-30, Switzerland, Graubünden, Zillis";"199926A-27NOkriec";46,6333333333;9,4333333333;"Kolpelke 363";363;1999-08-30
"1999-08-30, Switzerland, Graubünden, Zillis";"199942F-HEnigri";46,6333333333;9,4333333333;"Kolpelke 363";363;1999-08-30
"1999-08-30, Switzerland, Graubünden, Zillis";"199942A-HEnigri";46,6333333333;9,4333333333;"Kolpelke 363";363;1999-08-30
"1999-08-31, Switzerland, Graubünden, Zillis";"199927Y-M1Ovesic";46,6333333333;9,4333333333;"Kolpelke 365";365;1999-08-31
"1999-08-31, Switzerland, Graubünden, Zillis";"199938O1-T1Edaphn";46,6333333333;9,4333333333;"Kolpelke 365";365;1999-08-31
"1999-09-01, Switzerland, Graubünden, Juppa";"199938F1-M1Egemmf";46,4333333333;9,55;"Kolpelke 364";364;1999-09-01
"1999-09-01, Switzerland, Graubünden, Juppa";"199928I-30ZOvaria";46,4333333333;9,55;"Kolpelke 364";364;1999-09-01
