"description";"REARING_NUMBER";"lat";"lon";"name";"number";"date"
"1990-08-05, Norway, Nordland, Polarkreis, Krokstrand";"199035L1-V1Olappo";66,45;15,0666666667;"Kolpelke 116";116;1990-08-05
"1990-08-05, Norway, Nordland, Polarkreis, Krokstrand";"199037U1Olappl";66,45;15,0666666667;"Kolpelke 116";116;1990-08-05
"1990-08-05, Norway, Nordland, Polarkreis, Krokstrand";"199033N-34XOglabr";66,45;15,0666666667;"Kolpelke 116";116;1990-08-05
"1990-08-05, Norway, Nordland, Polarkreis, Krokstrand";"199035A-J1Ovaria";66,45;15,0666666667;"Kolpelke 116";116;1990-08-05
"1990-08-05, Norway, Nordland, Polarkreis, Krokstrand";"199034A1-U1Onival";66,45;15,0666666667;"Kolpelke 116";116;1990-08-05
"1990-08-05, Norway, Nordland, Polarkreis, Krokstrand";"199036A-37O1Osamol";66,45;15,0666666667;"Kolpelke 116";116;1990-08-05
"1990-08-05, Norway, Nordland, Polarkreis, Krokstrand";"199037Q1-T1Elappo";66,45;15,0666666667;"Kolpelke 116";116;1990-08-05
"1990-08-06, Norway, Nordland, Korgfjellet";"199039A-V1Olappo";66,0333333333;13,6833333333;"Kolpelke 117";117;1990-08-06
"1990-08-06, Norway, Nordland, Korgfjellet";"199041A-O1Onival";66,0333333333;13,6833333333;"Kolpelke 117";117;1990-08-06
"1990-08-06, Norway, Nordland, Korgfjellet";"199038A-V1Oglabr";66,0333333333;13,6833333333;"Kolpelke 117";117;1990-08-06
"1990-08-06, Norway, Nordland, Korgfjellet";"199040O-P1Elappo";66,0333333333;13,6833333333;"Kolpelke 117";117;1990-08-06
"1990-08-06, Norway, Nordland, Korgfjellet";"199040A-JOsamol";66,0333333333;13,6833333333;"Kolpelke 117";117;1990-08-06
"1990-08-06, Norway, Nordland, Korgfjellet";"199042A-ZOglauc";66,0333333333;13,6833333333;"Kolpelke 117";117;1990-08-06
"1990-08-06, Norway, Nordland, Korgfjellet";"199041Q1-V1Eboreo";66,0333333333;13,6833333333;"Kolpelke 117";117;1990-08-06
"1990-08-06, Norway, Nordland, Korgfjellet";"199040L-MOlappl";66,0333333333;13,6833333333;"Kolpelke 117";117;1990-08-06
"1990-08-08, Norway, S.-Trondelag, Dovrefjell";"199049F1-N1Onival";62,1833333333;9,4833333333;"Kolpelke 16";16;1990-08-08
"1990-08-08, Norway, S.-Trondelag, Dovrefjell";"199045T-48QOmyrsi";62,1833333333;9,4833333333;"Kolpelke 16";16;1990-08-08
"1990-08-08, Norway, S.-Trondelag, Dovrefjell";"199048S-49D1Oarcti";62,1833333333;9,4833333333;"Kolpelke 16";16;1990-08-08
"1990-08-08, Norway, S.-Trondelag, Dovrefjell";"199045A-ROsamol";62,1833333333;9,4833333333;"Kolpelke 16";16;1990-08-08
"1990-08-08, Norway, S.-Trondelag, Dovrefjell";"199042A1-43V1Elappo";62,1833333333;9,4833333333;"Kolpelke 16";16;1990-08-08
"1990-08-08, Norway, S.-Trondelag, Dovrefjell";"199044R1-V1Olappl";62,1833333333;9,4833333333;"Kolpelke 16";16;1990-08-08
"1990-08-08, Norway, S.-Trondelag, Dovrefjell";"199044A-P1Olappo";62,1833333333;9,4833333333;"Kolpelke 16";16;1990-08-08
"1990-08-10, Norway, Oppland, Jotunheimen, Breiseterdalen";"199052I1-Q1Elappo";61,6;8,0333333333;"Kolpelke 17";17;1990-08-10
"1990-08-10, Norway, Oppland, Jotunheimen, Breiseterdalen";"199053O-WOlappl";61,6;8,0333333333;"Kolpelke 17";17;1990-08-10
"1990-08-10, Norway, Oppland, Jotunheimen, Breiseterdalen";"199052A-NOglauc";61,6;8,0333333333;"Kolpelke 17";17;1990-08-10
"1990-08-10, Norway, Oppland, Jotunheimen, Breiseterdalen";"199053A-MOlappo";61,6;8,0333333333;"Kolpelke 17";17;1990-08-10
"1990-08-10, Norway, Oppland, Jotunheimen, Breiseterdalen";"199051Y-V1Onival";61,6;8,0333333333;"Kolpelke 17";17;1990-08-10
"1990-08-10, Norway, Oppland, Jotunheimen, Breiseterdalen";"199050A-51WEboreo";61,6;8,0333333333;"Kolpelke 17";17;1990-08-10
"1990-08-10, Norway, Oppland, Jotunheimen, Breiseterdalen";"199052P-G1Elappc";61,6;8,0333333333;"Kolpelke 17";17;1990-08-10
"1990-08-10, Norway, Oppland, Jotunheimen, Breiseterdalen";"199052S1-V1Osamol";61,6;8,0333333333;"Kolpelke 17";17;1990-08-10
"1990-08-15, Norway, Buskerud, Geilo";"199055J-V1Ovaria";60,5166666667;8,2166666667;"Kolpelke 18";18;1990-08-15
"1990-08-15, Norway, Buskerud, Geilo";"199054A-QOnigri";60,5166666667;8,2166666667;"Kolpelke 18";18;1990-08-15
"1990-08-15, Norway, Buskerud, Geilo";"199054S-55HEmyrsi";60,5166666667;8,2166666667;"Kolpelke 18";18;1990-08-15
"1991-07-31, Germany, Hessen, Taunus, Oberreiffenberg";"199101G-SOgalla";50,2333333333;8,4166666667;"Kolpelke 20";20;1991-07-31
"1991-08-06, Germany, Hessen, Vogelsberg, Hoherodskopf";"199101A1-3GOgalla";50,5;9,2;"Kolpelke 19";19;1991-08-06
"1991-08-27, Austria, Salzburg, Obertauern I";"199106A-J1Ovaria";47,2333333333;13,5166666667;"Kolpelke 21";21;1991-08-27
"1991-08-27, Austria, Salzburg, Obertauern I";"199109G-NOmonti";47,2333333333;13,5166666667;"Kolpelke 21";21;1991-08-27
"1991-08-27, Austria, Salzburg, Obertauern I";"199105Y-O1Onigri";47,2333333333;13,5166666667;"Kolpelke 21";21;1991-08-27
"1991-08-27, Austria, Salzburg, Obertauern I";"199108K-9EOfoeti";47,2333333333;13,5166666667;"Kolpelke 21";21;1991-08-27
"1991-08-27, Austria, Salzburg, Obertauern I";"199104A-V1Hischn";47,2333333333;13,5166666667;"Kolpelke 21";21;1991-08-27
"1991-08-27, Austria, Salzburg, Obertauern I";"199105A-WEmyrsi";47,2333333333;13,5166666667;"Kolpelke 21";21;1991-08-27
"1991-08-27, Austria, Salzburg, Obertauern I";"199106L1-V1Ehasta";47,2333333333;13,5166666667;"Kolpelke 21";21;1991-08-27
"1991-08-27, Austria, Salzburg, Obertauern I";"199107A-8IEgemmf";47,2333333333;13,5166666667;"Kolpelke 21";21;1991-08-27
"1991-08-27, Austria, Salzburg, Obertauern I";"199109P-ROobscu";47,2333333333;13,5166666667;"Kolpelke 21";21;1991-08-27
"1991-08-29, Austria, Tirol, Zillertal, Hintertux/ Weitental";"199111H1-V1Oobscu";47,1;11,65;"Kolpelke 22";22;1991-08-29
"1991-08-29, Austria, Tirol, Zillertal, Hintertux/ Weitental";"199111S-F1Egemmf";47,1;11,65;"Kolpelke 22";22;1991-08-29
"1991-08-29, Austria, Tirol, Zillertal, Hintertux/ Weitental";"199109T-V1Ofoeti";47,1;11,65;"Kolpelke 22";22;1991-08-29
"1991-08-29, Austria, Tirol, Zillertal, Hintertux/ Weitental";"199110A-11QOmonti";47,1;11,65;"Kolpelke 22";22;1991-08-29
"1991-08-30, Austria, Tirol, Falzthurn-Alm";"199112F1-13MEelaea";47,4166666667;11,65;"Kolpelke 23";23;1991-08-30
"1991-08-30, Austria, Tirol, Falzthurn-Alm";"199112A-E1Okriec";47,4166666667;11,65;"Kolpelke 23";23;1991-08-30
"1991-08-30, Austria, Tirol, Gern-Alm";"199114A-FEelaea";47,45;11,6166666667;"Kolpelke 25";25;1991-08-30
"1991-08-30, Austria, Tirol, Gramai-Alm";"199113O-T1Eelaea";47,3833333333;11,6;"Kolpelke 24";24;1991-08-30
"1991-08-31, Austria, Tirol, Halltal";"199114H-15VOkriec";47,75;15,3833333333;"Kolpelke 26";26;1991-08-31
"1991-09-01, Austria, Tirol, Ötztal, Vent/ Am Spiegel";"199118A1-Q1Omacul";46,85;10,9;"Kolpelke 29";29;1991-09-01
"1991-09-01, Austria, Tirol, Ötztal, Vent/ Am Spiegel";"199118R1-U1Egemmh";46,85;10,9;"Kolpelke 29";29;1991-09-01
"1991-09-01, Austria, Tirol, Ötztal, Vent/ Gample";"199116Y-O1Ohasta";46,8666666667;10,9166666667;"Kolpelke 27";27;1991-09-01
"1991-09-01, Austria, Tirol, Ötztal, Vent/ Gample";"199116Q1-T1Ehasta";46,8666666667;10,9166666667;"Kolpelke 27";27;1991-09-01
"1991-09-01, Austria, Tirol, Ötztal, Vent/ Gample";"199117I1-K1Egemmh";46,8666666667;10,9166666667;"Kolpelke 27";27;1991-09-01
"1991-09-01, Austria, Tirol, Ötztal, Vent/ Gample";"199115X-16WHcarin";46,8666666667;10,9166666667;"Kolpelke 27";27;1991-09-01
"1991-09-01, Austria, Tirol, Ötztal, Vent/ Gample";"199117A-C1Onival";46,8666666667;10,9166666667;"Kolpelke 27";27;1991-09-01
"1991-09-01, Austria, Tirol, Ötztal, Vent/ Gample";"199117E1-G1Eboreo";46,8666666667;10,9166666667;"Kolpelke 27";27;1991-09-01
"1991-09-02, Austria, Tirol, Ötztal, Obergurgl";"199118A-ZEhasta";46,8666666667;11,0166666667;"Kolpelke 28";28;1991-09-02
"1991-09-02, Austria, Tirol, Ötztal, Obergurgl";"199117M1-V1Hplicg";46,8666666667;11,0166666667;"Kolpelke 28";28;1991-09-02
"1991-09-04, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199120A1-G1Omacul";46,5666666667;8,3166666667;"Kolpelke 30";30;1991-09-04
"1991-09-04, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199119Q1-20XHspirh";46,5666666667;8,3166666667;"Kolpelke 30";30;1991-09-04
"1991-09-04, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199121W-V1Hplicg";46,5666666667;8,3166666667;"Kolpelke 30";30;1991-09-04
"1991-09-04, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199122T-UEgemmh";46,5666666667;8,3166666667;"Kolpelke 30";30;1991-09-04
"1991-09-04, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199121A-UOnival";46,5666666667;8,3166666667;"Kolpelke 30";30;1991-09-04
"1991-09-04, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199120I1-J1Ehasta";46,5666666667;8,3166666667;"Kolpelke 30";30;1991-09-04
"1991-09-04, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199120L1-M1Ohasta";46,5666666667;8,3166666667;"Kolpelke 30";30;1991-09-04
"1991-09-04, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199119A-O1Egemmh";46,5666666667;8,3166666667;"Kolpelke 30";30;1991-09-04
"1991-09-04, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199122F-ROmacul";46,5666666667;8,3166666667;"Kolpelke 30";30;1991-09-04
"1991-09-05, Switzerland, Wallis, Nufenenpaß, Paßhöhe I";"199124O-XOretus";46,4666666667;8,4;"Kolpelke 33";33;1991-09-05
"1991-09-05, Switzerland, Wallis, Nufenenpaß, Paßhöhe I";"199124J-MOretic";46,4666666667;8,4;"Kolpelke 33";33;1991-09-05
"1991-09-05, Switzerland, Wallis, Saastal, Mattmark";"199123A-24HObrevi";46,05;7,95;"Kolpelke 31";31;1991-09-05
"1991-09-05, Switzerland, Wallis, Saastal, Mattmark";"199122A1-O1Ehasta";46,05;7,95;"Kolpelke 31";31;1991-09-05
"1991-09-06, Switzerland, Wallis, Nufenenpaß, Paßhöhe I";"199124A1-D1Egemmh";46,4666666667;8,4;"Kolpelke 32";32;1991-09-06
"1991-09-06, Switzerland, Wallis, Nufenenpaß, Paßhöhe I";"199124U1-V1Egemmf";46,4666666667;8,4;"Kolpelke 32";32;1991-09-06
"1991-09-06, Switzerland, Wallis, Nufenenpaß, Paßhöhe I";"199124E1-T1Oobscu";46,4666666667;8,4;"Kolpelke 32";32;1991-09-06
"1991-09-22, Germany, Brandenburg, Eberswalde";"199125A-K1Enigri";52,8333333333;13,8;"Kolpelke 34";34;1991-09-22
"1991-09-23, Germany, Mecklenburg-Vorpommern, Plauer See";"199125M1-T1Emucro";52,4;12,45;"Kolpelke 35";35;1991-09-23
"1991-10-23, Germany, Hessen, Marköbel";"199127W-28KEmucro";50,2166666667;9;"Kolpelke 37";37;1991-10-23
"1991-10-23, Germany, Hessen, Taunus, Oberreiffenberg";"199126A-27UEmucro";50,2333333333;8,4166666667;"Kolpelke 36";36;1991-10-23
"1992-07-19, Austria, Salzburg, Obertauern I";"199203A-B1Ofoeti";47,2333333333;13,5166666667;"Kolpelke 38";38;1992-07-19
"1992-07-19, Austria, Salzburg, Obertauern I";"199201A-2V1Onigri";47,2333333333;13,5166666667;"Kolpelke 38";38;1992-07-19
"1992-08-25, Austria, Salzburg, Obertauern I";"199204V-I1Ovaria";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199206M1-7FEhasta";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199208I1-V1Emyrsi";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199204A-TEmyrsi";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199206J1-K1Omonti";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199206A-UEgemmf";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199204K1-5OOnigri";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199207H1-8G1Emyrsi";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199209A-M1Ovaria";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199205Q-V1Egemmf";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199206W-H1Ofoeti";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Obertauern I";"199207H-F1Ovaria";47,2333333333;13,5166666667;"Kolpelke 39";39;1992-08-25
"1992-08-25, Austria, Salzburg, Tauernpaß, Untertauern I";"199210A-QEelaea";47,3;13,5;"Kolpelke 40";40;1992-08-25
"1992-08-26, Austria, Tirol, Falzthurn-Alm";"199210S-11K1Eelaea";47,4166666667;11,65;"Kolpelke 41";41;1992-08-26
"1992-08-27, Austria, Tirol, Ötztal, Vent/ Gample";"199211O1-V1Hcarin";46,8666666667;10,9166666667;"Kolpelke 42";42;1992-08-27
"1992-08-27, Austria, Tirol, Ötztal, Vent/ Rofental";"199212A-V1Egemmh";46,85;10,9;"Kolpelke 43";43;1992-08-27
"1992-08-28, Austria, Tirol, Ötztal, Obergurgl";"199213A-UEhasta";46,8666666667;11,0166666667;"Kolpelke 44";44;1992-08-28
"1992-08-28, Austria, Tirol, Ötztal, Obergurgl";"199213H1-14I1Eboreo";46,8666666667;11,0166666667;"Kolpelke 44";44;1992-08-28
"1992-08-28, Austria, Tirol, Ötztal, Obergurgl";"199213W-F1Onival";46,8666666667;11,0166666667;"Kolpelke 44";44;1992-08-28
"1992-08-28, Austria, Tirol, Ötztal, Obergurgl/ Bruggboden";"199215A-BEhasta";46,85;11,0166666667;"Kolpelke 118";118;1992-08-28
"1992-08-28, Austria, Tirol, Ötztal, Obergurgl/ Bruggboden";"199214K1-V1Egemmf";46,85;11,0166666667;"Kolpelke 118";118;1992-08-28
"1992-08-28, Austria, Tirol, Ötztal, Obergurgl/ Bruggboden";"199215D-UEgemmh";46,85;11,0166666667;"Kolpelke 118";118;1992-08-28
"1992-08-29, Austria, Tirol, Ötztal, Vent/ Gample";"199216A-HEgemmh";46,8666666667;10,9166666667;"Kolpelke 119";119;1992-08-29
"1992-08-30, Austria, Tirol, Pitztal, Nähe Mittelberg";"199216P1-17JHspira";46,95;10,8666666667;"Kolpelke 120";120;1992-08-30
"1992-08-30, Austria, Tirol, Pitztal, Nähe Mittelberg";"199216J-QEgemmh";46,95;10,8666666667;"Kolpelke 120";120;1992-08-30
"1992-08-30, Austria, Tirol, Pitztal, Nähe Mittelberg";"199216S-N1Obridg";46,95;10,8666666667;"Kolpelke 120";120;1992-08-30
"1992-09-01, Switzerland, Wallis, Saastal, Mattmark";"199219B1-D1Egemmf";46,05;7,95;"Kolpelke 121";121;1992-09-01
"1992-09-01, Switzerland, Wallis, Saastal, Mattmark";"199218K-V1Ehasta";46,05;7,95;"Kolpelke 121";121;1992-09-01
"1992-09-01, Switzerland, Wallis, Saastal, Mattmark";"199219A-KOvaria";46,05;7,95;"Kolpelke 121";121;1992-09-01
"1992-09-01, Switzerland, Wallis, Saastal, Mattmark";"199218A-IOhasta";46,05;7,95;"Kolpelke 121";121;1992-09-01
"1992-09-01, Switzerland, Wallis, Saastal, Mattmark";"199219M-ZEmyrsi";46,05;7,95;"Kolpelke 121";121;1992-09-01
"1992-09-01, Switzerland, Wallis, Saastal, Mattmark";"199217L-V1Obrevi";46,05;7,95;"Kolpelke 121";121;1992-09-01
"1992-09-02, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199220T-21H1Egemmh";46,5666666667;8,3166666667;"Kolpelke 122";122;1992-09-02
"1992-09-02, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199219F1-20ROnival";46,5666666667;8,3166666667;"Kolpelke 122";122;1992-09-02
"1992-09-02, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199223O1-24MHspirh";46,5666666667;8,3166666667;"Kolpelke 122";122;1992-09-02
"1992-09-02, Switzerland, Wallis, Grimselpaß, Räterichsbodensee";"199224O-D1Hplicg";46,5666666667;8,3166666667;"Kolpelke 122";122;1992-09-02
"1992-09-03, Switzerland, Wallis, Nufenenpaß, Paßhöhe I";"199221J1-N1Oretus";46,4666666667;8,4;"Kolpelke 123";123;1992-09-03
"1992-09-03, Switzerland, Wallis, Nufenenpaß, Paßhöhe I";"199222A-FEgemmh";46,4666666667;8,4;"Kolpelke 123";123;1992-09-03
"1992-09-03, Switzerland, Wallis, Nufenenpaß, Paßhöhe I";"199224F1-G1Hspirh";46,4666666667;8,4;"Kolpelke 123";123;1992-09-03
"1992-09-03, Switzerland, Wallis, Nufenenpaß, Paßhöhe I";"199221P1-S1Oretic";46,4666666667;8,4;"Kolpelke 123";123;1992-09-03
"1992-09-04, Switzerland, Wallis, Arolla";"199222H-YOvaria";46,0166666667;7,4666666667;"Kolpelke 124";124;1992-09-04
"1992-09-04, Switzerland, Wallis, Arolla";"199223V-K1Oobscu";46,0166666667;7,4666666667;"Kolpelke 124";124;1992-09-04
"1992-09-04, Switzerland, Wallis, Arolla";"199223R-TOfoeti";46,0166666667;7,4666666667;"Kolpelke 124";124;1992-09-04
"1992-09-04, Switzerland, Wallis, Arolla";"199222A1-S1Egemmh";46,0166666667;7,4666666667;"Kolpelke 124";124;1992-09-04
"1992-09-04, Switzerland, Wallis, Arolla";"199223A-PEgemmf";46,0166666667;7,4666666667;"Kolpelke 124";124;1992-09-04
"1992-09-04, Switzerland, Wallis, Arolla";"199223M1Hcarin";46,0166666667;7,4666666667;"Kolpelke 124";124;1992-09-04
"1993-08-01, Norway, Troms, Lapphaugen bei Bardu";"199302D1-I1Elanat";68,65;17,85;"Kolpelke 125";125;1993-08-01
"1993-08-01, Norway, Troms, Lapphaugen bei Bardu";"199301A-2NEhasta";68,65;17,85;"Kolpelke 125";125;1993-08-01
"1993-08-01, Norway, Troms, Lapphaugen bei Bardu";"199303B1-D1Onival";68,65;17,85;"Kolpelke 125";125;1993-08-01
"1993-08-01, Norway, Troms, Lapphaugen bei Bardu";"199303W-ZEboreo";68,65;17,85;"Kolpelke 125";125;1993-08-01
"1993-08-01, Norway, Troms, Lapphaugen bei Bardu";"199302K1-3HElappo";68,65;17,85;"Kolpelke 125";125;1993-08-01
"1993-08-01, Norway, Troms, Lapphaugen bei Bardu";"199302P-B1Ohasta";68,65;17,85;"Kolpelke 125";125;1993-08-01
"1993-08-01, Norway, Troms, Lapphaugen bei Bardu";"199303J-SOsamol";68,65;17,85;"Kolpelke 125";125;1993-08-01
"1993-08-01, Norway, Troms, Lapphaugen bei Bardu";"199303UOlappl";68,65;17,85;"Kolpelke 125";125;1993-08-01
"1993-08-05, Norway, Finnmark, Ifjordfjellet / Gilojokka";"199305S-UElanat";70,4666666667;27,8166666667;"Kolpelke 128";128;1993-08-05
"1993-08-05, Norway, Finnmark, S.-Varanger, Svanvik";"199305W-B1Elappo";69,45;30,05;"Kolpelke 127";127;1993-08-05
"1993-08-05, Norway, Finnmark, S.-Varanger, Svanvik";"199305D1-6LOmyrti";69,45;30,05;"Kolpelke 127";127;1993-08-05
"1993-08-06, Norway, Finnmark, Neiden";"199303F1-4LElanat";69,7;29,3833333333;"Kolpelke 126";126;1993-08-06
"1993-08-06, Norway, Finnmark, Neiden";"199304N-H1Oglabr";69,7;29,3833333333;"Kolpelke 126";126;1993-08-06
"1993-08-06, Norway, Finnmark, Neiden";"199304J1-T1Ovaria";69,7;29,3833333333;"Kolpelke 126";126;1993-08-06
"1993-08-06, Norway, Finnmark, Neiden";"199305QHischn";69,7;29,3833333333;"Kolpelke 126";126;1993-08-06
"1993-08-06, Norway, Finnmark, Neiden";"199305A-OOarcti";69,7;29,3833333333;"Kolpelke 126";126;1993-08-06
"1993-08-07, Norway, Finnmark, N.-Varanger, Tanabru";"199307Q-H1Ehasta";70,1833333333;28,2;"Kolpelke 129";129;1993-08-07
"1993-08-07, Norway, Finnmark, N.-Varanger, Tanabru";"199307J1-K1Ohasta";70,1833333333;28,2;"Kolpelke 129";129;1993-08-07
"1993-08-07, Norway, Finnmark, N.-Varanger, Tanabru";"199306N-U1Ephyli";70,1833333333;28,2;"Kolpelke 129";129;1993-08-07
"1993-08-07, Norway, Finnmark, N.-Varanger, Tanabru";"199307A-MOarcti";70,1833333333;28,2;"Kolpelke 129";129;1993-08-07
"1993-08-07, Norway, Finnmark, N.-Varanger, Tanabru";"199307OOdolic";70,1833333333;28,2;"Kolpelke 129";129;1993-08-07
"1993-08-07, Norway, Finnmark, N.-Varanger, Tanabru";"199307M1-V1Elanat";70,1833333333;28,2;"Kolpelke 129";129;1993-08-07
"1993-08-08, Norway, Finnmark, Kvalsund, Breidalsfjell";"199308TOglabr";70,4833333333;23,9333333333;"Kolpelke 130";130;1993-08-08
"1993-08-08, Norway, Finnmark, Kvalsund, Breidalsfjell";"199308A-PElanat";70,4833333333;23,9333333333;"Kolpelke 130";130;1993-08-08
"1993-08-09, Norway, Finnmark, Alta, Baeskades";"199309A-JOsamol";69,7166666667;23,6;"Kolpelke 131";131;1993-08-09
"1993-08-09, Norway, Finnmark, Alta, Baeskades";"199308V-R1Elappo";69,7166666667;23,6;"Kolpelke 131";131;1993-08-09
"1993-08-09, Norway, Finnmark, Alta, Baeskades";"199310A-GOnival";69,7166666667;23,6;"Kolpelke 131";131;1993-08-09
"1993-08-09, Norway, Finnmark, Alta, Baeskades";"199309L-MOlappl";69,7166666667;23,6;"Kolpelke 131";131;1993-08-09
"1993-08-09, Norway, Finnmark, Alta, Baeskades";"199309O-T1Eboreo";69,7166666667;23,6;"Kolpelke 131";131;1993-08-09
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199310I-U1Eboreo";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199312P1-13GOarcti";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199313K-NOdolic";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199313P-14PEmyrsi";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199314D1-O1Ovaria";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199311A-NOnival";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199314R-THischn";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199314V-B1Onigri";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199312X-N1Ephyli";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199311P-V1Ehasta";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199312A-VOhasta";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-11, Sweden, Norrbotten, Torne Träsk, Abisko";"199313IHnudip";68,3166666667;18,85;"Kolpelke 132";132;1993-08-11
"1993-08-12, Norway, Nordland, Lofot, Sandsletta";"199314Q1-R1Hleuco";68,3333333333;14,4833333333;"Kolpelke 133";133;1993-08-12
"1993-08-13, Norway, Nordland, Lofot, Sandsletta";"199315A-HObridg";68,3333333333;14,4833333333;"Kolpelke 134";134;1993-08-13
"1993-08-13, Norway, Nordland, Lofot, Sandsletta";"199315Y-ZElappc";68,3333333333;14,4833333333;"Kolpelke 134";134;1993-08-13
"1993-08-13, Norway, Nordland, Lofot, Sandsletta";"199315R-XElappo";68,3333333333;14,4833333333;"Kolpelke 134";134;1993-08-13
"1993-08-13, Norway, Nordland, Lofot, Sandsletta";"199315J-PEvenus";68,3333333333;14,4833333333;"Kolpelke 134";134;1993-08-13
"1993-08-14, Norway, Nordland, Polarkreis I";"199319J-F1Elappo";66,55;15,3;"Kolpelke 136";136;1993-08-14
"1993-08-14, Norway, Nordland, Polarkreis I";"199319K1-T1Olappl";66,55;15,3;"Kolpelke 136";136;1993-08-14
"1993-08-14, Norway, Nordland, Polarkreis I";"199319H1-I1Elappc";66,55;15,3;"Kolpelke 136";136;1993-08-14
"1993-08-14, Norway, Nordland, Polarkreis I";"199319V1Hplicl";66,55;15,3;"Kolpelke 136";136;1993-08-14
"1993-08-14, Norway, Nordland, Polarkreis I";"199319A-HOnival";66,55;15,3;"Kolpelke 136";136;1993-08-14
"1993-08-14, Norway, Nordland, Polarkreis I";"199318A1-V1Oglauc";66,55;15,3;"Kolpelke 136";136;1993-08-14
"1993-08-15, Norway, Nordland, Polarkreis II";"199316A1-V1Hacuti";66,6;15,3666666667;"Kolpelke 135";135;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis II";"199321Q-22HElappo";66,6;15,3666666667;"Kolpelke 135";135;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis II";"199323O-YHacuti";66,6;15,3666666667;"Kolpelke 135";135;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis II";"199321A-OElappc";66,6;15,3666666667;"Kolpelke 135";135;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis II";"199322J-23MOlappl";66,6;15,3666666667;"Kolpelke 135";135;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis III";"199324L-TElappc";66,65;15,4;"Kolpelke 138";138;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis III";"199324V-ZOdolic";66,65;15,4;"Kolpelke 138";138;1993-08-15
"1993-08-15, Norway, Nordland, Polarkreis III";"199323A1-V1Olappl";66,65;15,4;"Kolpelke 138";138;1993-08-15
