REARING_NUMBER;taxon;name;value
200043K1-N1Ovaria;Ichneumonidae indet.;Koino/Idio;Koinobiont
198835A1-36POsamol;Ichneumonidae indet.;Koino/Idio;Koinobiont
1998SZ29Hoblit;Ichneumonidae indet.;Koino/Idio;Koinobiont
199412T1-V1Oobscu;Ichneumonidae indet.;Koino/Idio;Koinobiont
199511A-COobscu;Ichneumonidae indet.;Koino/Idio;Koinobiont
2010SZ25Hplicl;Ichneumonidae indet.;Koino/Idio;Koinobiont
198262A-63V1Ovesic;Ichneumonidae indet.;Koino/Idio;Koinobiont
199933T-B1Obrevi;Ichneumonidae indet.;Koino/Idio;Koinobiont
198811A-12G1Opustu;Ichneumonidae indet.;Koino/Idio;Koinobiont
199339M-OOlappo;Ichneumonidae indet.;Koino/Idio;Koinobiont
2004SZ67Eboreo;Ichneumonidae indet.;Koino/Idio;Koinobiont
2000SZ4Hangli;Ichneumonidae indet.;Koino/Idio;Koinobiont
2004SZ23Hacuti;Ichneumonidae indet.;Koino/Idio;Koinobiont
200039S-XObrevi;Ichneumonidae indet.;Koino/Idio;Koinobiont
1999SZ08Hangli;Ichneumonidae indet.;Koino/Idio;Koinobiont
199701D1-H1Evenus;Ichneumonidae indet.;Koino/Idio;Koinobiont
1998SZ07Epurpu;Ichneumonidae indet.;Koino/Idio;Koinobiont
2010SZ44Hnudip;Ichneumonidae indet.;Koino/Idio;Koinobiont
1999SZ36Hoblit;Ichneumonidae indet.;Koino/Idio;Koinobiont
199330U-F1Onival;Ichneumonidae indet.;Koino/Idio;Koinobiont
1997SZ43Elappc;Ichneumonidae indet.;Koino/Idio;Koinobiont
1998SZ28Hcarin;Ichneumonidae indet.;Koino/Idio;Koinobiont
1999SZ39Hpolit;Ichneumonidae indet.;Koino/Idio;Koinobiont
200039H1-R1Obrevi;Ichneumonidae indet.;Koino/Idio;Koinobiont
2009SZ25Heryth;Ichneumonidae indet.;Koino/Idio;Koinobiont
2006SZ08Hpolit;Ichneumonidae indet.;Koino/Idio;Koinobiont
199936T1-V1Opedun;Ichneumonidae indet.;Koino/Idio;Koinobiont
200102A-YOmyrsi;Ichneumonidae indet.;Koino/Idio;Koinobiont
2005SZ86Hleuca;Ichneumonidae indet.;Koino/Idio;Koinobiont
2004SZ57Omyrsi;Ichneumonidae indet.;Koino/Idio;Koinobiont
199517E1-L1Okriec;Ichneumonidae indet.;Koino/Idio;Koinobiont
2001SZ2121Hischn;Ichneumonidae indet.;Koino/Idio;Koinobiont
1999SZ23Hangli;Ichneumonidae indet.;Koino/Idio;Koinobiont
199319A-HOnival;Ichneumonidae indet.;Koino/Idio;Koinobiont
199452A-LEatraa;Ichneumonidae indet.;Koino/Idio;Koinobiont
200039A-QOretus;Ichneumonidae indet.;Koino/Idio;Koinobiont
200203I1-L1Obridg;Ichneumonidae indet.;Koino/Idio;Koinobiont
199413A-M1Omonti;Ichneumonidae indet.;Koino/Idio;Koinobiont
200106U-7HElappo;Ichneumonidae indet.;Koino/Idio;Koinobiont
2004SZ28Hacuti;Ichneumonidae indet.;Koino/Idio;Koinobiont
1996SZ14Hleuca;Ichneumonidae indet.;Koino/Idio;Koinobiont
199937A-V1Oretic;Ichneumonidae indet.;Koino/Idio;Koinobiont
200014A-NEnigri;Ichneumonidae indet.;Koino/Idio;Koinobiont
199413O1-V1Egemmf;Ichneumonidae indet.;Koino/Idio;Koinobiont
1997SZ76Halien;Ichneumonidae indet.;Koino/Idio;Koinobiont
2010SZ32Hsglau;Ichneumonidae indet.;Koino/Idio;Koinobiont
200101A-Q1Oherba;Ichneumonidae indet.;Koino/Idio;Koinobiont
199302P-B1Ohasta;Ichneumonidae indet.;Koino/Idio;Koinobiont
198506A-V1Onigri;Ichneumonidae indet.;Koino/Idio;Koinobiont
2000SZ14Hangli;Ichneumonidae indet.;Koino/Idio;Koinobiont
199425A-BOhasta;Ichneumonidae indet.;Koino/Idio;Koinobiont
1997SZ72Hpolit;Ichneumonidae indet.;Koino/Idio;Koinobiont
199932L1-N1Obridg;Ichneumonidae indet.;Koino/Idio;Koinobiont
199112F1-13MEelaea;Ichneumonidae indet.;Koino/Idio;Koinobiont
2004SZ20Hleuca;Ichneumonidae indet.;Koino/Idio;Koinobiont
199207H1-8G1Emyrsi;Ichneumonidae indet.;Koino/Idio;Koinobiont
2001SZ5050Hplicg;Ichneumonidae indet.;Koino/Idio;Koinobiont
2010SZ39Hplicg;Ichneumonidae indet.;Koino/Idio;Koinobiont
198505A-V1Obridg;Ichneumonidae indet.;Koino/Idio;Koinobiont
2004SZ36Hplicg;Ichneumonidae indet.;Koino/Idio;Koinobiont
2003SZ09Hpolit;Ichneumonidae indet.;Koino/Idio;Koinobiont
2010SZ45Hplicl;Ichneumonidae indet.;Koino/Idio;Koinobiont
2004SZ27Hcarin;Ichneumonidae indet.;Koino/Idio;Koinobiont
2000SZ7Hangli;Ichneumonidae indet.;Koino/Idio;Koinobiont
2010SZ33Hplicg;Ichneumonidae indet.;Koino/Idio;Koinobiont
2000SZ11Hangli;Ichneumonidae indet.;Koino/Idio;Koinobiont
199902N-O1Oproxi;Ichneumonidae indet.;Koino/Idio;Koinobiont
199122A1-O1Ehasta;Ichneumonidae indet.;Koino/Idio;Koinobiont
2004SZ35Ehasta;Ichneumonidae indet.;Koino/Idio;Koinobiont
199336H-KOnival;Ichneumonidae indet.;Koino/Idio;Koinobiont
198267A-V1Ofoeti;Ichneumonidae indet.;Koino/Idio;Koinobiont
2004SZ53Heryth;Ichneumonidae indet.;Koino/Idio;Koinobiont
199412L-XEmyrsi;Ichneumonidae indet.;Koino/Idio;Koinobiont
199932A-J1Obrevi;Ichneumonidae indet.;Koino/Idio;Koinobiont
199429O-M1Oobscu;Ichneumonidae indet.;Koino/Idio;Koinobiont
200107M1-V1Ehasta;Ichneumonidae indet.;Koino/Idio;Koinobiont
1995SZFHleuca;Ichneumonidae indet.;Koino/Idio;Koinobiont
2001SZ4545Hnudip;Ichneumonidae indet.;Koino/Idio;Koinobiont
200803A-OObridg;Ichneutes sp.;Koino/Idio;Koinobiont
199006A-T1Onival;Ichneutes lapponicus;Koino/Idio;Koinobiont
198837K1-39V1Oarcti;Ichneutes lapponicus;Koino/Idio;Koinobiont
198817A-18V1Olappo;Ichneutes lapponicus;Koino/Idio;Koinobiont
198809A-V1Olappo;Ichneutes lapponicus;Koino/Idio;Koinobiont
198927A1-28V1Ovaria;Ichneutes lapponicus;Koino/Idio;Koinobiont
199334N-P1Olappo;Ichneutes lapponicus;Koino/Idio;Koinobiont
199023A-25JOglabr;Ichneutes lapponicus;Koino/Idio;Koinobiont
198207A-V1Opedun;Ichneutes lapponicus;Koino/Idio;Koinobiont
198902A1-3EOvimin;Ichneutes lapponicus;Koino/Idio;Koinobiont
199055J-V1Ovaria;Ichneutes lapponicus;Koino/Idio;Koinobiont
199417J-WOadaph;Ichneutes lapponicus;Koino/Idio;Koinobiont
199101A1-3GOgalla;Ichneutes lapponicus;Koino/Idio;Koinobiont
198222A-V1Obella;Ichneutes lapponicus;Koino/Idio;Koinobiont
198633A-V1Ovimin;Ichneutes lapponicus;Koino/Idio;Koinobiont
199025L-V1Ovaria;Ichneutes lapponicus;Koino/Idio;Koinobiont
199114H-15VOkriec;Ichneutes lapponicus;Koino/Idio;Koinobiont
199424A-POnival;Ichneutes lapponicus;Koino/Idio;Koinobiont
199041A-O1Onival;Ichneutes lapponicus;Koino/Idio;Koinobiont
199712M-13N1Odolic;Ichneutes lapponicus;Koino/Idio;Koinobiont
199036A-37O1Osamol;Ichneutes lapponicus;Koino/Idio;Koinobiont
199035A-J1Ovaria;Ichneutes lapponicus;Koino/Idio;Koinobiont
198918A1-20ZOkriec;Ichneutes lapponicus;Koino/Idio;Koinobiont
199034A1-U1Onival;Ichneutes lapponicus;Koino/Idio;Koinobiont
198205A1-V1Obridg;Ichneutes lapponicus;Koino/Idio;Koinobiont
198205A-ZOgalla;Ichneutes lapponicus;Koino/Idio;Koinobiont
199026U-27V1Oarcti;Ichneutes lapponicus;Koino/Idio;Koinobiont
199054S-55HEmyrsi;Ichneutes lapponicus;Koino/Idio;Koinobiont
198208A-L1Ovimin;Ichneutes lapponicus;Koino/Idio;Koinobiont
199017J1-18V1Ovaria;Ichneutes lapponicus;Koino/Idio;Koinobiont
198812I1-13V1Ovaria;Ichneutes lapponicus;Koino/Idio;Koinobiont
198203W1-R3Ovimin;Ichneutes lapponicus;Koino/Idio;Koinobiont
198831A-32V1Oglabr;Ichneutes lapponicus;Koino/Idio;Koinobiont
199008T-9V1Oarcti;Ichneutes lapponicus;Koino/Idio;Koinobiont
198651W-52SOadaph;Ichneutes lapponicus;Koino/Idio;Koinobiont
199420A1-U1Ovimin;Ichneutes lapponicus;Koino/Idio;Koinobiont
199010A-12NOarcti;Ichneutes lapponicus;Koino/Idio;Koinobiont
198917O1-18WOvaria;Ichneutes lapponicus;Koino/Idio;Koinobiont
199045T-48QOmyrsi;Ichneutes lapponicus;Koino/Idio;Koinobiont
198636E1-37V1Ovimin;Ichneutes lapponicus;Koino/Idio;Koinobiont
199004A-SOvaria;Ichneutes lapponicus;Koino/Idio;Koinobiont
198805A-6V1Olappo;Ichneutes lapponicus;Koino/Idio;Koinobiont
198819A-20J1Onival;Ichneutes lapponicus;Koino/Idio;Koinobiont
198626A-V1Opedun;Ichneutes lapponicus;Koino/Idio;Koinobiont
2005SZ12Hpolit;Ichneutes reunitor;Koino/Idio;Koinobiont
2005SZ15Hleuca;Ichneutes reunitor;Koino/Idio;Koinobiont
2005SZ22Hleuca;Ichneutes reunitor;Koino/Idio;Koinobiont
2005SZ09Hpolit;Ichneutes reunitor;Koino/Idio;Koinobiont
2005SZ62Hpruss;Ichneutes reunitor;Koino/Idio;Koinobiont
2005SZ10Hpurpu;Ichneutes reunitor;Koino/Idio;Koinobiont
2005SZ23Hleuca;Ichneutes reunitor;Koino/Idio;Koinobiont
199418A-I1Eelaea;Lathrostizus alpicola;Koino/Idio;Koinobiont
199426A-K1Epurpu;Lathrostizus alpicola;Koino/Idio;Koinobiont
198245A-V1Ovesic;Lissonota ?alpinistor;Koino/Idio;Koinobiont
198264A-ROvimin;Lissonota ?alpinistor;Koino/Idio;Koinobiont
198241A-V1Ovesic;Lissonota ?alpinistor;Koino/Idio;Koinobiont
2001SZ1919Hleuco;Lathrostizus alpinus;Koino/Idio;Koinobiont
200803A-OObridg;Lathrostizus/Olesicampe sp.;Koino/Idio;Koinobiont
199314R-THischn;Lathrostizus/Olesicampe sp.;Koino/Idio;Koinobiont
2008SZ26Halien;Lathrostizus/Olesicampe sp.;Koino/Idio;Koinobiont
198812I1-13V1Ovaria;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199036A-37O1Osamol;Lathrostizus flexicauda;Koino/Idio;Koinobiont
198815A-16V1Oglabr;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199310A-GOnival;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199045T-48QOmyrsi;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199320P-B1Osamol;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199309A-JOsamol;Lathrostizus flexicauda;Koino/Idio;Koinobiont
198837K1-39V1Oarcti;Lathrostizus flexicauda;Koino/Idio;Koinobiont
198846A-49POretic;Lathrostizus flexicauda;Koino/Idio;Koinobiont
198857A-B1Omyrsi;Lathrostizus flexicauda;Koino/Idio;Koinobiont
198841A1-44LOsamol;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199004A-SOvaria;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199029A1-30TOsamol;Lathrostizus flexicauda;Koino/Idio;Koinobiont
198833A-35XOnival;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199028A1-29TOarcti;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199005K1-V1Oglabr;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199025L-V1Ovaria;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199304J1-T1Ovaria;Lathrostizus flexicauda;Koino/Idio;Koinobiont
198804L-Q1Ohasta;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199022A1-V1Onival;Lathrostizus flexicauda;Koino/Idio;Koinobiont
199331F1-33UElappc;Lathrostizus forticauda;Koino/Idio;Koinobiont
199126A-27UEmucro;Lathrostizus forticauda;Koino/Idio;Koinobiont
199435A-ZEmucro;Lathrostizus forticauda;Koino/Idio;Koinobiont
199320I1-P1Eboreo;Lathrostizus forticauda;Koino/Idio;Koinobiont
198841K-ZEhasta;Lathrostizus forticauda;Koino/Idio;Koinobiont
199320L-NElappo;Lathrostizus forticauda;Koino/Idio;Koinobiont
199327U-28PEvenus;Lathrostizus forticauda;Koino/Idio;Koinobiont
199324L-TElappc;Lathrostizus lapponicus;Koino/Idio;Koinobiont
199337M-RElappc;Lathrostizus lapponicus;Koino/Idio;Koinobiont
199339E-GElappc;Lathrostizus lapponicus;Koino/Idio;Koinobiont
198448A-49J1Oobscu;Lathrostizus lugens;Koino/Idio;Koinobiont
200035L-UOobscu;Lathrostizus lugens;Koino/Idio;Koinobiont
198252A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198278A-J1Obridg;Lathrostizus lugens;Koino/Idio;Koinobiont
199944A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198646A-47V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198363A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198744A-KObridg;Lathrostizus lugens;Koino/Idio;Koinobiont
198632A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198317A-18V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198254A-55V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198733K1-V1Obridg;Lathrostizus lugens;Koino/Idio;Koinobiont
198223A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198505A-V1Obridg;Lathrostizus lugens;Koino/Idio;Koinobiont
198638A-J1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
199734A-O1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198645A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198276A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198564A-65H1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198278K1-79Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198445F1-V1Ofoeti;Lathrostizus lugens;Koino/Idio;Koinobiont
199943A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
199512H-OObridg;Lathrostizus lugens;Koino/Idio;Koinobiont
199730K1-V1Otrian;Lathrostizus lugens;Koino/Idio;Koinobiont
198905A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
199902N-O1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198308A-V1Obridg;Lathrostizus lugens;Koino/Idio;Koinobiont
198648M-B1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198605A-6V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198319A-20V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198610F1-V1Obridg;Lathrostizus lugens;Koino/Idio;Koinobiont
198652U-R1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198616A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198639A-O1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198566A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198314A-16V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
200025F-JOproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
199945G1-46OOproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
200023A-OOproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
1986SZ4Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198218A-ZOproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198612A-T1Obridg;Lathrostizus lugens;Koino/Idio;Koinobiont
198277A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
199948A-F1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198667A-V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198274A-75V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
199414D1-15ZOproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198322A-25V1Oproxi;Lathrostizus lugens;Koino/Idio;Koinobiont
198310A-V1Obridg;Lathrostizus lugens;Koino/Idio;Koinobiont
2001SZ1010Hischn;Lathrostizus punctipes;Koino/Idio;Koinobiont
2001SZ6060Hplicl;Lathrostizus punctipes;Koino/Idio;Koinobiont
2004SZ51Halien;Lathrostizus punctipes;Koino/Idio;Koinobiont
2008SZ30Halien;Lathrostizus punctipes;Koino/Idio;Koinobiont
2001SZ0505Hischn;Lathrostizus punctipes;Koino/Idio;Koinobiont
2001SZ1616Hplicg;Lathrostizus punctipes;Koino/Idio;Koinobiont
2008SZ28Hplicl;Lathrostizus punctipes;Koino/Idio;Koinobiont
2004SZ52Halien;Lathrostizus punctipes;Koino/Idio;Koinobiont
2001SZ6161Halien;Lathrostizus punctipes;Koino/Idio;Koinobiont
198215A-G1Otrian;Lissogaster subcompleta;Koino/Idio;Idiobiont
199932P1-33ROvaria;Mesoleius sp.;Koino/Idio;Koinobiont
199932A-J1Obrevi;Mesoleius sp.;Koino/Idio;Koinobiont
199926A-27NOkriec;Mesoleius sp.;Koino/Idio;Koinobiont
1997SZ71Hoblit;Mesoleius sp.;Koino/Idio;Koinobiont
199935A1-V1Oretus;Mesoleius sp.;Koino/Idio;Koinobiont
2001SZ2727Hscapr;Mesoleius sp.;Koino/Idio;Koinobiont
199915A-16NOnigri;Mesoleius sp.;Koino/Idio;Koinobiont
1997SZ85Eweiff;Mesoleius sp.;Koino/Idio;Koinobiont
199931K1-N1Oobscu;Mesoleius sp.;Koino/Idio;Koinobiont
199213W-F1Onival;Mesoleius sp.;Koino/Idio;Koinobiont
199928I-30ZOvaria;Mesoleius sp.;Koino/Idio;Koinobiont
199432A1-33IEelaea;Mesopolobus ?longicollis;Koino/Idio;Koinobiont
199452O-TEpurpu;Mesochorus sp.1;Koino/Idio;Koinobiont
199801A-V1Ocolla;Macroneura vesicularis;Koino/Idio;Idiobiont
198642A-43V1Ocolla;Macroneura vesicularis;Koino/Idio;Idiobiont
199126A-27UEmucro;Macroneura vesicularis;Koino/Idio;Idiobiont
198640A-41V1Ocolla;Macroneura vesicularis;Koino/Idio;Idiobiont
198234A-35V1Ovesic;Macroneura vesicularis;Koino/Idio;Idiobiont
1999SZ40Eweiff;Macroneura vesicularis;Koino/Idio;Idiobiont
198209A-14V1Ovesic;Macroneura vesicularis;Koino/Idio;Idiobiont
198435A-V1Ohasta;Mymaridae gen.;Koino/Idio;Koinobiont
198225A-V1Obridg;Olesicampe sp.;Koino/Idio;Koinobiont
199324L-TElappc;Olesicampe sp.;Koino/Idio;Koinobiont
199806A-GObridg;Olesicampe sp.;Koino/Idio;Koinobiont
199331F1-33UElappc;Olesicampe sp.;Koino/Idio;Koinobiont
198224A-V1Obridg;Olesicampe sp.;Koino/Idio;Koinobiont
198254A-55V1Oproxi;Probles clavicornis;Koino/Idio;Idiobiont
198278K1-79Oproxi;Probles clavicornis;Koino/Idio;Idiobiont
198573A-75Oadaph;Pteromalus cyniphidis;Koino/Idio;Idiobiont
199112A-E1Okriec;Pteromalus cyniphidis;Koino/Idio;Idiobiont
200028R1-29EOvimin;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198854F-J1Onorve;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198339A-V1Ovaria;Pteromalus cyniphidis;Koino/Idio;Idiobiont
199114H-15VOkriec;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198415A-19ZOvesic;Pteromalus cyniphidis;Koino/Idio;Idiobiont
200815A-16KEweiff;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198653A-V1Ocolla;Pteromalus cyniphidis;Koino/Idio;Idiobiont
199008A-ROherba;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198354A-V1Ovaria;Pteromalus cyniphidis;Koino/Idio;Idiobiont
199923A-GOvimin;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198640A-41V1Ocolla;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198642A-43V1Ocolla;Pteromalus cyniphidis;Koino/Idio;Idiobiont
199203A-B1Ofoeti;Pteromalus cyniphidis;Koino/Idio;Idiobiont
199414T-B1Oadaph;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198443A-44SOhasta;Pteromalus cyniphidis;Koino/Idio;Idiobiont
200026A-MOvimin;Pteromalus cyniphidis;Koino/Idio;Idiobiont
1997SZ85Eweiff;Pteromalus cyniphidis;Koino/Idio;Idiobiont
199109T-V1Ofoeti;Pteromalus cyniphidis;Koino/Idio;Idiobiont
200944A-45LEweiff;Pteromalus cyniphidis;Koino/Idio;Idiobiont
199931C-I1Ofoeti;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198503I1-V1+4Ovaria;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198858L-59XOgalla;Pteromalus cyniphidis;Koino/Idio;Idiobiont
200563A-64FEweiff;Pteromalus cyniphidis;Koino/Idio;Idiobiont
199701S-B1Ospset;Pteromalus cyniphidis;Koino/Idio;Idiobiont
198714E1-J1Oelaea;Pteromalus dolichurus;Koino/Idio;Idiobiont
199320A-JElappc;Pteromalus dolichurus;Koino/Idio;Idiobiont
198626A-V1Opedun;Pteromalus dolichurus;Koino/Idio;Idiobiont
198253A-V1Ovesic;Pteromalus dolichurus;Koino/Idio;Idiobiont
199425A1-D1Egemmf;Pteromalus dolichurus;Koino/Idio;Idiobiont
199320D1-G1Olappl;Pteromalus dolichurus;Koino/Idio;Idiobiont
199601C1-G1/U1-V1Eweiff;Pteromalus dolichurus;Koino/Idio;Idiobiont
199425D-GEhasta;Pteromalus dolichurus;Koino/Idio;Idiobiont
198936D1-37EOnival;Pteromalus dolichurus;Koino/Idio;Idiobiont
199948A-F1Oproxi;Pteromalus dolichurus;Koino/Idio;Idiobiont
198446A1-47N1Ofoeti;Pteromalus dolichurus;Koino/Idio;Idiobiont
199425F1-V1Ovimin;Pteromalus dolichurus;Koino/Idio;Idiobiont
198327Y-V1Ovimin;Pteromalus dolichurus;Koino/Idio;Idiobiont
198714A-C1Okriec;Pteromalus dolichurus;Koino/Idio;Idiobiont
198936M-B1Omacul;Pteromalus dolichurus;Koino/Idio;Idiobiont
198531A-32V1Ospset;Pteromalus dolichurus;Koino/Idio;Idiobiont
198716A-C1Onigri;Pteromalus dolichurus;Koino/Idio;Idiobiont
199322J-23MOlappl;Pteromalus dolichurus;Koino/Idio;Idiobiont
199511P-QObridg;Pteromalus dolichurus;Koino/Idio;Idiobiont
198333A-35V1Onigri;Pteromalus dolichurus;Koino/Idio;Idiobiont
1998SZ09Emyrsi;Pteromalus dolichurus;Koino/Idio;Idiobiont
198716E1-V1Ovaria;Pteromalus dolichurus;Koino/Idio;Idiobiont
198939C-EOvaria;Pteromalus dolichurus;Koino/Idio;Idiobiont
198717A-P1Ofoeti;Pteromalus dolichurus;Koino/Idio;Idiobiont
199323A1-V1Olappl;Pteromalus dolichurus;Koino/Idio;Idiobiont
1998SZ11Eappen;Pteromalus dolichurus;Koino/Idio;Idiobiont
198632A-V1Oproxi;Pteromalus dolichurus;Koino/Idio;Idiobiont
198544K1-V1Osamol;Pteromalus dolichurus;Koino/Idio;Idiobiont
199514A-JOmacul;Pteromalus dolichurus;Koino/Idio;Idiobiont
1998SZ13Emyrsi;Pteromalus dolichurus;Koino/Idio;Idiobiont
198339A-V1Ovaria;Pteromalus dolichurus;Koino/Idio;Idiobiont
198267A-V1Ofoeti;Pteromalus dolichurus;Koino/Idio;Idiobiont
198633A-V1Ovimin;Pteromalus dolichurus;Koino/Idio;Idiobiont
198744M-XOgalla;Pteromalus dolichurus;Koino/Idio;Idiobiont
198340A-41V1Oretic;Pteromalus dolichurus;Koino/Idio;Idiobiont
198745A-E1Oproxi;Pteromalus dolichurus;Koino/Idio;Idiobiont
198721A-V1Ohelve;Pteromalus dolichurus;Koino/Idio;Idiobiont
199002A-S1Olappo;Pteromalus dolichurus;Koino/Idio;Idiobiont
198634A-F1Opedun;Pteromalus dolichurus;Koino/Idio;Idiobiont
198453A-V1Ovaria;Pteromalus dolichurus;Koino/Idio;Idiobiont
198271A1-V1Oobscu;Pteromalus dolichurus;Koino/Idio;Idiobiont
198634H1-M1Obridg;Pteromalus dolichurus;Koino/Idio;Idiobiont
198747M-48FOtrian;Pteromalus dolichurus;Koino/Idio;Idiobiont
200102A1-T1Ospset;Pteromalus dolichurus;Koino/Idio;Idiobiont
199327U-28PEvenus;Pteromalus dolichurus;Koino/Idio;Idiobiont
199703T-Z+32H-TOglauc;Pteromalus dolichurus;Koino/Idio;Idiobiont
198636E1-37V1Ovimin;Pteromalus dolichurus;Koino/Idio;Idiobiont
198272A-73V1Ovimin;Pteromalus dolichurus;Koino/Idio;Idiobiont
199108K-9EOfoeti;Pteromalus dolichurus;Koino/Idio;Idiobiont
1998SZ23Emucro;Pteromalus dolichurus;Koino/Idio;Idiobiont
198638A-J1Oproxi;Pteromalus dolichurus;Koino/Idio;Idiobiont
199430E-TOvesic;Pteromalus dolichurus;Koino/Idio;Idiobiont
200103G1-4DObridg;Pteromalus dolichurus;Koino/Idio;Idiobiont
199329A1-30SOglauc;Pteromalus dolichurus;Koino/Idio;Idiobiont
198639A-O1Oproxi;Pteromalus dolichurus;Koino/Idio;Idiobiont
1997SZ83Egemmc;Pteromalus dolichurus;Koino/Idio;Idiobiont
199703J1-4TOvaria;Pteromalus dolichurus;Koino/Idio;Idiobiont
199430V-31VEelaea;Pteromalus dolichurus;Koino/Idio;Idiobiont
198276A-V1Oproxi;Pteromalus dolichurus;Koino/Idio;Idiobiont
199703T-ZOglauc;Pteromalus dolichurus;Koino/Idio;Idiobiont
199110A-11QOmonti;Pteromalus dolichurus;Koino/Idio;Idiobiont
198234A-35V1Ovesic;Pteromalus dolichurus;Koino/Idio;Idiobiont
198640A-41V1Ocolla;Pteromalus dolichurus;Koino/Idio;Idiobiont
199431X-K1Ovimin;Pteromalus dolichurus;Koino/Idio;Idiobiont
200105O-WEmyrti;Pteromalus dolichurus;Koino/Idio;Idiobiont
199923G1-S1Ovimin;Pteromalus dolichurus;Koino/Idio;Idiobiont
199705A-DOmyrsi;Pteromalus dolichurus;Koino/Idio;Idiobiont
198510A-12V1Oglauc;Pteromalus dolichurus;Koino/Idio;Idiobiont
1995SZB1Eelaea;Pteromalus dolichurus;Koino/Idio;Idiobiont
198642A-43V1Ocolla;Pteromalus dolichurus;Koino/Idio;Idiobiont
198808A-V1Onival;Pteromalus dolichurus;Koino/Idio;Idiobiont
200106A-GEmyrti;Pteromalus dolichurus;Koino/Idio;Idiobiont
2004SZ24Opustu;Pteromalus dolichurus;Koino/Idio;Idiobiont
198645A-V1Oproxi;Pteromalus dolichurus;Koino/Idio;Idiobiont
198809A-V1Olappo;Pteromalus dolichurus;Koino/Idio;Idiobiont
198503A-H1Onigri;Pteromalus dolichurus;Koino/Idio;Idiobiont
199335A1-B1Ogalla;Pteromalus dolichurus;Koino/Idio;Idiobiont
198605A-6V1Oproxi;Pteromalus dolichurus;Koino/Idio;Idiobiont
198646A-47V1Oproxi;Pteromalus dolichurus;Koino/Idio;Idiobiont
199335A-YEvenus;Pteromalus dolichurus;Koino/Idio;Idiobiont
200029A1-P1Okriec;Pteromalus dolichurus;Koino/Idio;Idiobiont
