"REARING_NUMBER";"original_name";"name_clear"
"198234A-35V1Ovesic";"Curculio crux";"Curculio crux"
"198234A-35V1Ovesic";"Eurytoma aciculata";"Eurytoma aciculata"
"198234A-35V1Ovesic";"Bracon intercessor";"Bracon intercessor"
"198234A-35V1Ovesic";"Aprostocetus alveatus";"Aprostocetus alveatus"
"198234A-35V1Ovesic";"Macroneura vesicularis";"Macroneura vesicularis"
"198234A-35V1Ovesic";"Eupelmus urozonus";"Eupelmus urozonus"
"198234A-35V1Ovesic";"Bracon discoideus";"Bracon discoideus"
"198236A-V1Ovimin";"Euderus albitarsis";"Euderus albitarsis"
"198236A-V1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"198236A-V1Ovimin";"Eupelmus urozonus";"Eupelmus urozonus"
"198236A-V1Ovimin";"Curculio crux";"Curculio crux"
"198236A-V1Ovimin";"Bracon intercessor";"Bracon intercessor"
"198236A-V1Ovimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198236A-V1Ovimin";"Eurytoma aciculata";"Eurytoma aciculata"
"198236A-V1Ovimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198237A-V1Oproxi";"Euderus albitarsis";"Euderus albitarsis"
"198237A-V1Oproxi";"Eupelmus urozonus";"Eupelmus urozonus"
"198237A-V1Oproxi";"Curculio crux";"Curculio crux"
"198237A-V1Oproxi";"Bracon discoideus";"Bracon discoideus"
"198237A-V1Oproxi";"Braconidae indet.";"Braconidae"
"198238A-39V1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198238A-39V1Ovaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198238A-39V1Ovaria";"Scambus vesicarius";"Scambus vesicarius"
"198240A-V1Onigri";"Cirrospilus vittatus";"Cirrospilus"
"198240A-V1Onigri";"Bracon intercessor";"Bracon intercessor"
"198240A-V1Onigri";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198240A-V1Onigri";"Scambus vesicarius";"Scambus vesicarius"
"198241A-V1Ovesic";"Lissonota ?alpinistor";"Lissonota ?alpinistor"
"198242A-H1Oobscu";"Chalcidoidea indet.";"Chalcidoidea"
"198242A-H1Oobscu";"Bracon romani";"Bracon romani"
"198242A-H1Oobscu";"Braconidae indet.";"Braconidae"
"198242A-H1Oobscu";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198243A-V1Ovaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198243A-V1Ovaria";"Scambus vesicarius";"Scambus vesicarius"
"198243A-V1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198244A-ZOnigri";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198244A-ZOnigri";"Scambus vesicarius";"Scambus vesicarius"
"198244A1-V1Ofoeti";"Pontania foetidae";"Pontania foetidae"
"198245A-V1Ovesic";"Lissonota ?alpinistor";"Lissonota ?alpinistor"
"198246A-LObridg";"Chalcidoidea indet.";"Chalcidoidea"
"198246A-LObridg";"Braconidae indet.";"Braconidae"
"198246M-47V1Obridg";"Shawiana lapponica";"Shawiana lapponica"
"198248A-49E1Oretus";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198248A-49E1Oretus";"Pteromalus pontaniae";"Pteromalus pontaniae"
"198248A-49E1Oretus";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198248A-49E1Oretus";"Chalcidoidea indet.";"Chalcidoidea"
"198250A-D1Obridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198251A-MOvimin";"Euderus albitarsis";"Euderus albitarsis"
"198251A-MOvimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198251A-MOvimin";"Eupelmus urozonus";"Eupelmus urozonus"
"198251A-MOvimin";"Curculio crux";"Curculio crux"
"198251L1-V1Ovimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198251L1-V1Ovimin";"Curculio crux";"Curculio crux"
"198251L1-V1Ovimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198251N-K1Ovimin";"Scambus vesicarius";"Scambus vesicarius"
"198251N-K1Ovimin";"Aprostocetus alveatus";"Aprostocetus alveatus"
"198251N-K1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"198251N-K1Ovimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198251N-K1Ovimin";"Eurytoma aciculata";"Eurytoma aciculata"
"198251N-K1Ovimin";"Curculio crux";"Curculio crux"
"198251N-K1Ovimin";"Euderus albitarsis";"Euderus albitarsis"
"198252A-V1Oproxi";"Curculio crux";"Curculio crux"
"198252A-V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198252A-V1Oproxi";"Braconidae indet.";"Braconidae"
"198252A-V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198252A-V1Oproxi";"Bracon romani";"Bracon romani"
"198253A-V1Ovesic";"Curculio crux";"Curculio crux"
"198253A-V1Ovesic";"Braconidae indet.";"Braconidae"
"198253A-V1Ovesic";"Eurytoma aciculata";"Eurytoma aciculata"
"198253A-V1Ovesic";"Chalcidoidea indet.";"Chalcidoidea"
"198253A-V1Ovesic";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198254A-55V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198254A-55V1Oproxi";"Probles clavicornis";"Probles clavicornis"
"198254A-55V1Oproxi";"Bracon discoideus";"Bracon discoideus"
"198254A-55V1Oproxi";"Curculio crux";"Curculio crux"
"198256A-WOobscu";"Braconidae indet.";"Braconidae"
"198256A-WOobscu";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198256A1-V1Ofoeti";"Chalcidoidea indet.";"Chalcidoidea"
"198256A1-V1Ofoeti";"Bracon romani";"Bracon romani"
"198257A-58V1Ovaria";"Scambus vesicarius";"Scambus vesicarius"
"198257A-58V1Ovaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198257A-58V1Ovaria";"Bracon romani";"Bracon romani"
"198257A-58V1Ovaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198259A-61V1Oretus";"Ichneumonidae indet.";"Ichneumonidae"
"198259A-61V1Oretus";"Bracon romani";"Bracon romani"
"198259A-61V1Oretus";"Pteromalus pontaniae";"Pteromalus pontaniae"
"198259A-61V1Oretus";"Chalcidoidea indet.";"Chalcidoidea"
"198262A-63V1Ovesic";"Ichneumonidae indet.";"Ichneumonidae"
"198264A-ROvimin";"Lissonota ?alpinistor";"Lissonota ?alpinistor"
"198264A-ROvimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198264A1-F1Oretic";"Pontania reticulatae";"Pontania reticulatae"
"198265A-ZOhasta";"Scambus vesicarius";"Scambus vesicarius"
"198265A-ZOhasta";"Bracon romani";"Bracon romani"
"198265A1-J1Omacul";"Chalcidoidea indet.";"Chalcidoidea"
"198266A-ZOnival";"Pontania nivalis";"Pontania nivalis"
"198267A-V1Ofoeti";"Bracon romani";"Bracon romani"
"198267A-V1Ofoeti";"Scambus vesicarius";"Scambus vesicarius"
"198267A-V1Ofoeti";"Ichneumonidae indet.";"Ichneumonidae"
"198267A-V1Ofoeti";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198268A-V1Omonti";"Scambus vesicarius";"Scambus vesicarius"
"198268A-V1Omonti";"Bracon romani";"Bracon romani"
"198268A-V1Omonti";"Chalcidoidea indet.";"Chalcidoidea"
"198269A-70V1Eelaea";"Euura elaeagnos";"Euura elaeagnos"
"198271A-ZOmonti";"Braconidae indet.";"Braconidae"
"198271A1-V1Oobscu";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198271A1-V1Oobscu";"Chalcidoidea indet.";"Chalcidoidea"
"198271A1-V1Oobscu";"Tetrastichus sp.1";"Tetrastichus"
"198271A1-V1Oobscu";"Bracon romani";"Bracon romani"
"198272A-73V1Ovimin";"Scambus vesicarius";"Scambus vesicarius"
"198272A-73V1Ovimin";"Curculio crux";"Curculio crux"
"198272A-73V1Ovimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198272A-73V1Ovimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198272A-73V1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"198272A-73V1Ovimin";"Eurytoma aciculata";"Eurytoma aciculata"
"198272A-73V1Ovimin";"Bracon romani";"Bracon romani"
"198274A-75V1Oproxi";"Curculio crux";"Curculio crux"
"198274A-75V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198274A-75V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198274A-75V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"198274A-75V1Oproxi";"Bracon discoideus";"Bracon discoideus"
"198274A-75V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198276A-V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198276A-V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198276A-V1Oproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198276A-V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"198276A-V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198276A-V1Oproxi";"Curculio crux";"Curculio crux"
"198277A-V1Oproxi";"Curculio crux";"Curculio crux"
"198277A-V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198277A-V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198277A-V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198277A-V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"198278A-J1Obridg";"Tetrastichus sp.5";"Tetrastichus"
"198278A-J1Obridg";"Chalcidoidea indet.";"Chalcidoidea"
"198278A-J1Obridg";"Bracon discoideus";"Bracon discoideus"
"198278A-J1Obridg";"Lathrostizus lugens";"Lathrostizus lugens"
"198278K1-79Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198278K1-79Oproxi";"Eupelmus urozonus";"Eupelmus urozonus"
"198278K1-79Oproxi";"Bracon romani";"Bracon romani"
"198278K1-79Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198278K1-79Oproxi";"Bracon discoideus";"Bracon discoideus"
"198278K1-79Oproxi";"Probles clavicornis";"Probles clavicornis"
"198278K1-79Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198278K1-79Oproxi";"Curculio crux";"Curculio crux"
"198301A-4V1Oviril";"Theroscopus hemipteron";"Theroscopus hemipteron"
"198305A-V1Opedun";"Eurytoma aciculata";"Eurytoma aciculata"
"198305A-V1Opedun";"Euphranta toxoneura";"Euphranta toxoneura"
"198305A-V1Opedun";"Curculio crux";"Curculio crux"
"198306A-7V1Opedun";"Eurytoma aciculata";"Eurytoma aciculata"
"198306A-7V1Opedun";"Curculio crux";"Curculio crux"
"198306A-7V1Opedun";"Apion minimum";"Apion minimum"
"198306A-7V1Opedun";"Chalcidoidea indet.";"Chalcidoidea"
"198308A-V1Obridg";"Euphranta toxoneura";"Euphranta toxoneura"
"198308A-V1Obridg";"Curculio crux";"Curculio crux"
"198308A-V1Obridg";"Lathrostizus lugens";"Lathrostizus lugens"
"198309A-M1Ovimin";"Curculio crux";"Curculio crux"
"198309A-M1Ovimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198310A-V1Obridg";"Apion minimum";"Apion minimum"
"198310A-V1Obridg";"Lathrostizus lugens";"Lathrostizus lugens"
"198310A-V1Obridg";"Curculio crux";"Curculio crux"
"198310A-V1Obridg";"Euphranta toxoneura";"Euphranta toxoneura"
"198311A-V1Opedun";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198311A-V1Opedun";"Apion minimum";"Apion minimum"
"198311A-V1Opedun";"Curculio crux";"Curculio crux"
"198311A-V1Opedun";"Eurytoma aciculata";"Eurytoma aciculata"
"198312A-13V1Ovesic";"Chalcidoidea indet.";"Chalcidoidea"
"198312A-13V1Ovesic";"Curculio crux";"Curculio crux"
"198312A-13V1Ovesic";"Bracon picticornis";"Bracon picticornis"
"198312A-13V1Ovesic";"Eurytoma aciculata";"Eurytoma aciculata"
"198314A-16V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198314A-16V1Oproxi";"Curculio crux";"Curculio crux"
"198314A-16V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198314A-16V1Oproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198314A-16V1Oproxi";"Euphranta toxoneura";"Euphranta toxoneura"
"198314A-16V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198317A-18V1Oproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198317A-18V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198317A-18V1Oproxi";"Euphranta toxoneura";"Euphranta toxoneura"
"198317A-18V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198317A-18V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198317A-18V1Oproxi";"Curculio crux";"Curculio crux"
"198319A-20V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198319A-20V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"198319A-20V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198319A-20V1Oproxi";"Euphranta toxoneura";"Euphranta toxoneura"
"198319A-20V1Oproxi";"Curculio crux";"Curculio crux"
"198321A-V1Otrian";"Pnigalio nemati";"Pnigalio nemati"
"198321A-V1Otrian";"Curculio crux";"Curculio crux"
"198322A-25V1Oproxi";"Eurytoma aciculata";"Eurytoma aciculata"
"198322A-25V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198322A-25V1Oproxi";"Euphranta toxoneura";"Euphranta toxoneura"
"198322A-25V1Oproxi";"Curculio crux";"Curculio crux"
"198322A-25V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198322A-25V1Oproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198322A-25V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"198322A-25V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198326A-27VOgalla";"Curculio crux";"Curculio crux"
"198327Y-V1Ovimin";"Scambus vesicarius";"Scambus vesicarius"
"198327Y-V1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"198327Y-V1Ovimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198328A-30V1Ohelve";"Hydriomena ruberata";"Hydriomena ruberata"
"198328A-30V1Ohelve";"Scambus vesicarius";"Scambus vesicarius"
"198331A-32I1Onigri";"Hydriomena ruberata";"Hydriomena ruberata"
"198331A-32I1Onigri";"Scambus vesicarius";"Scambus vesicarius"
"198333A-35V1Onigri";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198333A-35V1Onigri";"Hydriomena ruberata";"Hydriomena ruberata"
"198333A-35V1Onigri";"Scambus vesicarius";"Scambus vesicarius"
"198333A-35V1Onigri";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198336A-V1Onigri";"Hydriomena ruberata";"Hydriomena ruberata"
"198336A-V1Onigri";"Scambus vesicarius";"Scambus vesicarius"
"198336A-V1Onigri";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198338A-V1Oadaph";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198338A-V1Oadaph";"Hydriomena ruberata";"Hydriomena ruberata"
"198339A-V1Ovaria";"Pteromalus cyniphidis";"Pteromalus cyniphidis"
"198339A-V1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198339A-V1Ovaria";"Hydriomena ruberata";"Hydriomena ruberata"
"198339A-V1Ovaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198339A-V1Ovaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198340A-41V1Oretic";"Chalcidoidea indet.";"Chalcidoidea"
"198340A-41V1Oretic";"Bracon romani";"Bracon romani"
"198340A-41V1Oretic";"Pteromalus pontaniae";"Pteromalus pontaniae"
"198340A-41V1Oretic";"Bracon kopelkei";"Bracon kopelkei"
"198340A-41V1Oretic";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198342A-43V1Omacul";"Chalcidoidea indet.";"Chalcidoidea"
"198342A-43V1Omacul";"Hydriomena ruberata";"Hydriomena ruberata"
"198342A-43V1Omacul";"Bracon romani";"Bracon romani"
"198344A-V1Onival";"Hydriomena ruberata";"Hydriomena ruberata"
"198344A-V1Onival";"Scambus vesicarius";"Scambus vesicarius"
"198345A-V1Ohasta";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198345A-V1Ohasta";"Bracon romani";"Bracon romani"
"198345A-V1Ohasta";"Scambus vesicarius";"Scambus vesicarius"
"198345A-V1Ohasta";"Chalcidoidea indet.";"Chalcidoidea"
"198345A-V1Ohasta";"Hydriomena ruberata";"Hydriomena ruberata"
"198346A-47V1Ohasta";"Chalcidoidea indet.";"Chalcidoidea"
"198346A-47V1Ohasta";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198346A-47V1Ohasta";"Hydriomena ruberata";"Hydriomena ruberata"
"198346A-47V1Ohasta";"Eurytoma aciculata";"Eurytoma aciculata"
"198346A-47V1Ohasta";"Braconidae indet.";"Braconidae"
"198348A-V1Ovaria";"Bracon romani";"Bracon romani"
"198348A-V1Ovaria";"Scambus vesicarius";"Scambus vesicarius"
"198348A-V1Ovaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198348A-V1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198349A-50V1Ovesic";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198349A-50V1Ovesic";"Eurytoma aciculata";"Eurytoma aciculata"
"198349A-50V1Ovesic";"Chalcidoidea indet.";"Chalcidoidea"
"198349A-50V1Ovesic";"Bracon discoideus";"Bracon discoideus"
"198349A-50V1Ovesic";"Scambus vesicarius";"Scambus vesicarius"
"198349A-50V1Ovesic";"Hydriomena ruberata";"Hydriomena ruberata"
"198351A-ZOfoeti";"Scambus vesicarius";"Scambus vesicarius"
"198351A-ZOfoeti";"Chalcidoidea indet.";"Chalcidoidea"
"198351A-ZOfoeti";"Bracon discoideus";"Bracon discoideus"
"198351A1-L1Omonti";"Chalcidoidea indet.";"Chalcidoidea"
"198351A1-L1Omonti";"Bracon romani";"Bracon romani"
"198351M1-V1Ovimin";"Eurytoma aciculata";"Eurytoma aciculata"
"198351M1-V1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"198351M1-V1Ovimin";"Braconidae indet.";"Braconidae"
"198351M1-V1Ovimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198352A-V1Oobscu";"Colastes flavitarsis";"Colastes flavitarsis"
"198352A-V1Oobscu";"Braconidae indet.";"Braconidae"
"198352A-V1Oobscu";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198352A-V1Oobscu";"Chalcidoidea indet.";"Chalcidoidea"
"198352A-V1Oobscu";"Pnigalio pectinicornis";"Pnigalio pectinicornis"
"198352A-V1Oobscu";"Scambus vesicarius";"Scambus vesicarius"
"198352A-V1Oobscu";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198353A-V1Ofoeti";"Braconidae indet.";"Braconidae"
"198353A-V1Ofoeti";"Chalcidoidea indet.";"Chalcidoidea"
"198353A-V1Ofoeti";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198353A-V1Ofoeti";"Hydriomena ruberata";"Hydriomena ruberata"
"198353A-V1Ofoeti";"Scambus vesicarius";"Scambus vesicarius"
"198354A-V1Ovaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198354A-V1Ovaria";"Chalcidoidea indet.";"Chalcidoidea"
"198354A-V1Ovaria";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198354A-V1Ovaria";"Pteromalus cyniphidis";"Pteromalus cyniphidis"
"198354A-V1Ovaria";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198355A-57V1Oretus";"Braconidae indet.";"Braconidae"
"198355A-57V1Oretus";"Chalcidoidea indet.";"Chalcidoidea"
"198355A-57V1Oretus";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198355A-57V1Oretus";"Bracon romani";"Bracon romani"
"198355A-57V1Oretus";"Pteromalus pontaniae";"Pteromalus pontaniae"
"198358A-V1Omonti";"Pontania montivaga";"Pontania montivaga"
"198359A-K1Ovesic";"Bracon discoideus";"Bracon discoideus"
"198359A-K1Ovesic";"Chalcidoidea indet.";"Chalcidoidea"
"198359A-K1Ovesic";"Eurytoma aciculata";"Eurytoma aciculata"
"198360A-XOvimin";"Chalcidoidea indet.";"Chalcidoidea"
"198360A-XOvimin";"Scambus vesicarius";"Scambus vesicarius"
"198360A-XOvimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198360A-XOvimin";"Eurytoma aciculata";"Eurytoma aciculata"
"198360Y-T1Obridg";"Chalcidoidea indet.";"Chalcidoidea"
"198360Y-T1Obridg";"Pnigalio nemati";"Pnigalio nemati"
"198360Y-T1Obridg";"Curculio crux";"Curculio crux"
"198360Y-T1Obridg";"Pediobius saulius";"Pediobius saulius"
"198360Y-T1Obridg";"Scambus vesicarius";"Scambus vesicarius"
"198360Y-T1Obridg";"Bracon discoideus";"Bracon discoideus"
"198360Y-T1Obridg";"Euderus albitarsis";"Euderus albitarsis"
"198360Y-T1Obridg";"Bracon breviusculus";"Bracon breviusculus"
"198361A-MOtrian";"Pnigalio nemati";"Pnigalio nemati"
"198361O-V1Oproxi";"Curculio crux";"Curculio crux"
"198361O-V1Oproxi";"Bracon discoideus";"Bracon discoideus"
"198362A-V1Oproxi";"Bracon discoideus";"Bracon discoideus"
"198362A-V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198362A-V1Oproxi";"Curculio crux";"Curculio crux"
"198362A-V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"198362A-V1Oproxi";"Bracon breviusculus";"Bracon breviusculus"
"198363A-V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198363A-V1Oproxi";"Lathrostizus lugens";"Lathrostizus lugens"
"198363A-V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198363A-V1Oproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198363A-V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"198363A-V1Oproxi";"Curculio crux";"Curculio crux"
"198363A-V1Oproxi";"Bracon discoideus";"Bracon discoideus"
"198364A-V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198364A-V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"198364A-V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198365A-68V1Oproxi";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198365A-68V1Oproxi";"Scambus vesicarius";"Scambus vesicarius"
"198365A-68V1Oproxi";"Pnigalio nemati";"Pnigalio nemati"
"198365A-68V1Oproxi";"Chalcidoidea indet.";"Chalcidoidea"
"198365A-68V1Oproxi";"Bracon discoideus";"Bracon discoideus"
"198365A-68V1Oproxi";"Curculio crux";"Curculio crux"
"198369A-71V1Ovaria";"Eurytoma aciculata";"Eurytoma aciculata"
"198369A-71V1Ovaria";"Bracon discoideus";"Bracon discoideus"
"198369A-71V1Ovaria";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198369A-71V1Ovaria";"Scambus vesicarius";"Scambus vesicarius"
"198401A-4V1Oviril";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198405A-V1Ohelve";"Pontania helveticae";"Pontania helveticae"
"198406A-I1Opedun";"Chalcidoidea indet.";"Chalcidoidea"
"198406A-I1Opedun";"Eurytoma aciculata";"Eurytoma aciculata"
"198406A-I1Opedun";"Curculio crux";"Curculio crux"
"198406A-I1Opedun";"Curculio salicivorus";"Curculio salicivorus"
"198406J1-7LOpedun";"Apion minimum";"Apion minimum"
"198406J1-7LOpedun";"Eurytoma aciculata";"Eurytoma aciculata"
"198407R-ZObridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198408A-I1Ogalla";"Curculio crux";"Curculio crux"
"198408A-I1Ogalla";"Eurytoma aciculata";"Eurytoma aciculata"
"198409A-J1Obridg";"Curculio crux";"Curculio crux"
"198409A-J1Obridg";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198409A-J1Obridg";"Euphranta toxoneura";"Euphranta toxoneura"
"198409A-J1Obridg";"Pnigalio nemati";"Pnigalio nemati"
"198409A-J1Obridg";"Scambus vesicarius";"Scambus vesicarius"
"198409K1-Q1Obridg";"Curculio crux";"Curculio crux"
"198409K1-Q1Obridg";"Euphranta toxoneura";"Euphranta toxoneura"
"198409K1-Q1Obridg";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198412A-JHangli";"Tetrastichus sp.4";"Tetrastichus"
"198414S-G1Ogalla";"Curculio crux";"Curculio crux"
"198414S-G1Ogalla";"Apion minimum";"Apion minimum"
"198415A-19ZOvesic";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198415A-19ZOvesic";"Pteromalus cyniphidis";"Pteromalus cyniphidis"
"198415A-19ZOvesic";"Curculio crux";"Curculio crux"
"198415A-19ZOvesic";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198415A-19ZOvesic";"Chalcidoidea indet.";"Chalcidoidea"
"198415A-19ZOvesic";"Eurytoma aciculata";"Eurytoma aciculata"
"198415A-19ZOvesic";"Scambus vesicarius";"Scambus vesicarius"
"198419A1-V1Ovimin";"Curculio crux";"Curculio crux"
"198419A1-V1Ovimin";"Eurytoma aciculata";"Eurytoma aciculata"
"198419A1-V1Ovimin";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198419A1-V1Ovimin";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198419A1-V1Ovimin";"Braconidae indet.";"Braconidae"
"198420A-21ZOadaph";"Chalcidoidea indet.";"Chalcidoidea"
"198420A-21ZOadaph";"Scambus vesicarius";"Scambus vesicarius"
"198420A-21ZOadaph";"Hydriomena ruberata";"Hydriomena ruberata"
"198420A-21ZOadaph";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198420A-21ZOadaph";"Curculio crux";"Curculio crux"
"198420A-21ZOadaph";"Eurytoma aciculata";"Eurytoma aciculata"
"198420A-21ZOadaph";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198421A1-22ZOhasta";"Chalcidoidea indet.";"Chalcidoidea"
"198421A1-22ZOhasta";"Hydriomena ruberata";"Hydriomena ruberata"
"198421A1-22ZOhasta";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198421A1-22ZOhasta";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198422A1-V1Otrian";"Pontania triandrae";"Pontania triandrae"
"198423A-V1Oadaph";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198423A-V1Oadaph";"Chalcidoidea indet.";"Chalcidoidea"
"198423A-V1Oadaph";"Curculio crux";"Curculio crux"
"198423A-V1Oadaph";"Scambus vesicarius";"Scambus vesicarius"
"198423A-V1Oadaph";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198424A-25V1Ohelve";"Sympiesis ?alcalle";"Sympiesis ?alcalle"
"198424A-25V1Ohelve";"Pteromalus dolichurus";"Pteromalus dolichurus"
"198424A-25V1Ohelve";"Aptesis nigrocincta";"Aptesis nigrocincta"
"198424A-25V1Ohelve";"Braconidae indet.";"Braconidae"
"198426A-V1Ohelve";"Chalcidoidea indet.";"Chalcidoidea"
"198427A-29JOmacul";"Scambus vesicarius";"Scambus vesicarius"
"198427A-29JOmacul";"Hydriomena ruberata";"Hydriomena ruberata"
"198427A-29JOmacul";"Chalcidoidea indet.";"Chalcidoidea"
"198427A-29JOmacul";"Eulonchetron torymoides";"Eulonchetron torymoides"
"198429A1-V1Ovimin";"Chalcidoidea indet.";"Chalcidoidea"
"198429L-SOhelve";"Pontania helveticae";"Pontania helveticae"
"198430A-M1Okriec";"Chalcidoidea indet.";"Chalcidoidea"
