"REARING_NUMBER";"original_name";"name_clear"
"198545A-R1Oglabr";"Pontania glabrifrons";"Pontania glabrifrons"
"198545A-R1Oglabr";"Salix lanata";"Salix lanata"
"198546S-P1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"198546S-P1Ovaria";"Pontania varia";"Pontania varia"
"198547A-48V1Omyrti";"Salix myrtilloides";"Salix myrtilloides"
"198547A-48V1Omyrti";"Pontania myrtilloidica";"Pontania myrtilloidica"
"198549A-J1Omyrsi";"Pontania myrsiniticola";"Pontania myrsiniticola"
"198549A-J1Omyrsi";"Salix myrsinites";"Salix myrsinites"
"198549K1-R1Ospeit";"Pontania P. sp.18";"Pontania"
"198549K1-R1Ospeit";"Salix myrsinites";"Salix myrsinites"
"198550A-H1Ovaria";"Pontania varia";"Pontania varia"
"198550A-H1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"198551A-N1Elappo";"Salix lapponum";"Salix lapponum"
"198551A-N1Elappo";"Euura lappo";"Euura lappo"
"198551O1-V1Elappc";"Salix lapponum";"Salix lapponum"
"198551O1-V1Elappc";"Euura lapponica";"Euura lapponica"
"198552A-V1Omyrti";"Salix myrtilloides";"Salix myrtilloides"
"198552A-V1Omyrti";"Pontania myrtilloidica";"Pontania myrtilloidica"
"198553A-E1Onorve";"Salix borealis";"Salix borealis"
"198553A-E1Onorve";"Pontania norvegica";"Pontania norvegica"
"198553F1-54V1Onorve";"Pontania norvegica";"Pontania norvegica"
"198553F1-54V1Onorve";"Salix borealis";"Salix borealis"
"198555A-56ROlappo";"Salix lapponum";"Salix lapponum"
"198555A-56ROlappo";"Pontania lapponica";"Pontania lapponica"
"198556T-P1Oherba";"Salix herbacea";"Salix herbacea"
"198556T-P1Oherba";"Pontania herbaceae";"Pontania herbaceae"
"198557A-58ZOhasta";"Salix hastata";"Salix hastata"
"198557A-58ZOhasta";"Pontania hastatae";"Pontania hastatae"
"198559A-63V1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198559A-63V1Oadaph";"Salix daphnoides";"Salix daphnoides"
"198564A-65H1Oproxi";"Pontania proxima";"Pontania proxima"
"198564A-65H1Oproxi";"Salix alba";"Salix alba"
"198566A-V1Oproxi";"Salix alba";"Salix alba"
"198566A-V1Oproxi";"Pontania proxima";"Pontania proxima"
"198567A-LOgalla";"Salix caprea";"Salix caprea"
"198568A-70JEmucro";"Salix aurita";"Salix aurita"
"198568A-70JEmucro";"Euura mucronata";"Euura mucronata"
"198570A1-71G1Okriec";"Pontania kriechbaumeri";"Pontania kriechbaumeri"
"198570A1-71G1Okriec";"Salix elaeagnos";"Salix elaeagnos"
"198570M-ZObella";"Salix aurita";"Salix aurita"
"198570M-ZObella";"Pontania bella";"Pontania bella"
"198571K1-V1Ogalla";"Pontania gallarum";"Pontania gallarum"
"198571K1-V1Ogalla";"Salix caprea";"Salix caprea"
"198572A-JOvimin";"Salix purpurea";"Salix purpurea"
"198572A-JOvimin";"Pontania viminalis";"Pontania viminalis"
"198572M-J1Ovesic";"Salix purpurea";"Salix purpurea"
"198572M-J1Ovesic";"Pontania vesicator";"Pontania vesicator"
"198573A-75Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198573A-75Oadaph";"Salix daphnoides";"Salix daphnoides"
"1985SZ24-26AOlappo";"Salix lapponum";"Salix lapponum"
"1985SZ24-26BOlappo";"Salix lapponum";"Salix lapponum"
"1985SZ24-26COlappo";"Salix lapponum";"Salix lapponum"
"1985SZ24-26COlappo";"Pontania lapponica";"Pontania lapponica"
"1985SZ27-28Onorve";"Salix borealis";"Salix borealis"
"1985SZAOarcti";"Salix phylicifolia";"Salix phylicifolia"
"1985SZBOarcti";"Salix phylicifolia";"Salix phylicifolia"
"1985SZCOhasta";"Pontania hastatae";"Pontania hastatae"
"1985SZCOhasta";"Salix hastata";"Salix hastata"
"1985SZDOsamol";"Pontania samolad";"Pontania samolad"
"1985SZDOsamol";"Salix lapponum";"Salix lapponum"
"1985SZEOsamol";"Salix lapponum";"Salix lapponum"
"1985SZFOhasta";"Salix hastata";"Salix hastata"
"1985SZGOhasta";"Salix hastata x phylicifolia";"Salix hastata x phylicifolia"
"1985SZGOhasta";"Pontania hastatae";"Pontania hastatae"
"1985SZHOsamol";"Salix lapponum x phylicifolia";"Salix lapponum x phylicifolia"
"1985SZHOsamol";"Pontania samolad";"Pontania samolad"
"1985SZIOsamol";"Pontania samolad";"Pontania samolad"
"1985SZIOsamol";"Salix lapponum x phylicifolia";"Salix lapponum x phylicifolia"
"198602A-S1Oviril";"Salix purpurea";"Salix purpurea"
"198602A-S1Oviril";"Pontania virilis";"Pontania virilis"
"198603A-ZOvimin";"Pontania viminalis";"Pontania viminalis"
"198603A-ZOvimin";"Salix purpurea";"Salix purpurea"
"198603A1-V1Ovesic";"Salix purpurea";"Salix purpurea"
"198603A1-V1Ovesic";"Pontania vesicator";"Pontania vesicator"
"198604A-LOpedun";"Pontania pedunculi";"Pontania pedunculi"
"198604A-LOpedun";"Salix cinerea";"Salix cinerea"
"198604D1-J1Opedun";"Pontania pedunculi";"Pontania pedunculi"
"198604D1-J1Opedun";"Salix cinerea";"Salix cinerea"
"198604K1-V1Ovimin";"Pontania viminalis";"Pontania viminalis"
"198604K1-V1Ovimin";"Salix purpurea";"Salix purpurea"
"198604N-ROpedun";"Pontania pedunculi";"Pontania pedunculi"
"198604N-ROpedun";"Salix cinerea";"Salix cinerea"
"198604T-B1Obridg";"Salix cinerea";"Salix cinerea"
"198604T-B1Obridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198605A-6V1Oproxi";"Pontania proxima";"Pontania proxima"
"198605A-6V1Oproxi";"Salix fragilis";"Salix fragilis"
"198607A-8V1Oproxi";"Pontania proxima";"Pontania proxima"
"198607A-8V1Oproxi";"Salix fragilis";"Salix fragilis"
"198609A-N1Otrian";"Salix triandra";"Salix triandra"
"198609A-N1Otrian";"Pontania triandrae";"Pontania triandrae"
"198610A-D1Opedun";"Salix cinerea";"Salix cinerea"
"198610A-D1Opedun";"Pontania pedunculi";"Pontania pedunculi"
"198610F1-V1Obridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198610F1-V1Obridg";"Salix cinerea";"Salix cinerea"
"198611A-V1Oproxi";"Salix fragilis";"Salix fragilis"
"198611A-V1Oproxi";"Pontania proxima";"Pontania proxima"
"198612A-T1Obridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198612A-T1Obridg";"Salix cinerea";"Salix cinerea"
"198613A-14RObridg";"Salix caprea";"Salix caprea"
"198613A-14RObridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198614A1-15G1Obridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198614A1-15G1Obridg";"Salix caprea";"Salix caprea"
"198615I1-S1Ogalla";"Salix caprea";"Salix caprea"
"198615I1-S1Ogalla";"Pontania gallarum";"Pontania gallarum"
"198616A-V1Oproxi";"Pontania proxima";"Pontania proxima"
"198616A-V1Oproxi";"Salix fragilis";"Salix fragilis"
"198617A-V1Hleuco";"Phyllocolpa leucosticta";"Phyllocolpa leucosticta"
"198617A-V1Hleuco";"Salix caprea";"Salix caprea"
"198626A-V1Opedun";"Pontania pedunculi";"Pontania pedunculi"
"198626A-V1Opedun";"Salix cinerea";"Salix cinerea"
"198629A-OOpedun";"Salix cinerea";"Salix cinerea"
"198629A-OOpedun";"Pontania pedunculi";"Pontania pedunculi"
"198629G1-V1Oadaph";"Salix daphnoides";"Salix daphnoides"
"198629G1-V1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198629Q-E1Obridg";"Salix cinerea";"Salix cinerea"
"198629Q-E1Obridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198630A-ZOpedun";"Pontania pedunculi";"Pontania pedunculi"
"198630A-ZOpedun";"Salix cinerea";"Salix cinerea"
"198630A1-V1Oproxi";"Salix fragilis";"Salix fragilis"
"198630A1-V1Oproxi";"Pontania proxima";"Pontania proxima"
"198632A-V1Oproxi";"Pontania proxima";"Pontania proxima"
"198632A-V1Oproxi";"Salix alba";"Salix alba"
"198633A-V1Ovimin";"Pontania viminalis";"Pontania viminalis"
"198633A-V1Ovimin";"Salix purpurea";"Salix purpurea"
"198634A-F1Opedun";"Salix cinerea";"Salix cinerea"
"198634A-F1Opedun";"Pontania pedunculi";"Pontania pedunculi"
"198634H1-M1Obridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198634H1-M1Obridg";"Salix cinerea";"Salix cinerea"
"198636E1-37V1Ovimin";"Salix purpurea";"Salix purpurea"
"198636E1-37V1Ovimin";"Pontania viminalis";"Pontania viminalis"
"198638A-J1Oproxi";"Salix alba";"Salix alba"
"198638A-J1Oproxi";"Pontania proxima";"Pontania proxima"
"198639A-O1Oproxi";"Pontania proxima";"Pontania proxima"
"198639A-O1Oproxi";"Salix fragilis";"Salix fragilis"
"198640A-41V1Ocolla";"Pontania collactanea";"Pontania collactanea"
"198640A-41V1Ocolla";"Salix repens";"Salix repens"
"198642A-43V1Ocolla";"Pontania collactanea";"Pontania collactanea"
"198642A-43V1Ocolla";"Salix repens";"Salix repens"
"198645A-V1Oproxi";"Salix fragilis";"Salix fragilis"
"198645A-V1Oproxi";"Pontania proxima";"Pontania proxima"
"198646A-47V1Oproxi";"Salix alba";"Salix alba"
"198646A-47V1Oproxi";"Pontania proxima";"Pontania proxima"
"198648A-JOadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198648A-JOadaph";"Salix daphnoides";"Salix daphnoides"
"198648M-B1Oproxi";"Salix alba";"Salix alba"
"198648M-B1Oproxi";"Pontania proxima";"Pontania proxima"
"198649A-H1Oproxi";"Salix fragilis";"Salix fragilis"
"198649A-H1Oproxi";"Pontania proxima";"Pontania proxima"
"198650A-N1Ocolla";"Pontania collactanea";"Pontania collactanea"
"198650A-N1Ocolla";"Salix repens";"Salix repens"
"198651A-UOcolla";"Pontania collactanea";"Pontania collactanea"
"198651A-UOcolla";"Salix repens";"Salix repens"
"198651W-52SOadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198651W-52SOadaph";"Salix daphnoides";"Salix daphnoides"
"198652U-R1Oproxi";"Pontania proxima";"Pontania proxima"
"198652U-R1Oproxi";"Salix alba";"Salix alba"
"198653A-V1Ocolla";"Pontania collactanea";"Pontania collactanea"
"198653A-V1Ocolla";"Salix repens";"Salix repens"
"198654A-V1Oadaph";"Salix daphnoides";"Salix daphnoides"
"198654A-V1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198655A-JOcolla";"Salix repens";"Salix repens"
"198655A-JOcolla";"Pontania collactanea";"Pontania collactanea"
"198667A-V1Oproxi";"Pontania proxima";"Pontania proxima"
"198667A-V1Oproxi";"Salix alba";"Salix alba"
"198677A1-I1Ovimin";"Salix purpurea";"Salix purpurea"
"198677A1-I1Ovimin";"Pontania viminalis";"Pontania viminalis"
"1986SZ4Oproxi";"Salix fragilis";"Salix fragilis"
"1986SZ4Oproxi";"Pontania proxima";"Pontania proxima"
"198702A-I1Ovimin";"Salix purpurea";"Salix purpurea"
"198702A-I1Ovimin";"Pontania viminalis";"Pontania viminalis"
"198703A-K+S-AOviril";"Pontania virilis";"Pontania virilis"
"198703A-K+S-AOviril";"Salix purpurea";"Salix purpurea"
"198703A-KOviril";"Salix purpurea";"Salix purpurea"
"198703A-KOviril";"Pontania virilis";"Pontania virilis"
"198703M-A1Oproxi";"Salix fragilis";"Salix fragilis"
"198703M-A1Oproxi";"Pontania proxima";"Pontania proxima"
"198704A-V1Oproxi";"Salix fragilis";"Salix fragilis"
"198704A-V1Oproxi";"Pontania proxima";"Pontania proxima"
"198705A-7V1Oelaea";"Pontania elaeagnocola";"Pontania elaeagnocola"
"198705A-7V1Oelaea";"Salix elaeagnos";"Salix elaeagnos"
"198708A-POkriec";"Salix elaeagnos";"Salix elaeagnos"
"198708A-POkriec";"Pontania kriechbaumeri";"Pontania kriechbaumeri"
"198708R-XOadaph";"Salix daphnoides";"Salix daphnoides"
"198708R-XOadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198708Z-V1Okriec";"Salix elaeagnos";"Salix elaeagnos"
"198708Z-V1Okriec";"Pontania kriechbaumeri";"Pontania kriechbaumeri"
"198709A-M1Okriec";"Pontania kriechbaumeri";"Pontania kriechbaumeri"
"198709A-M1Okriec";"Salix elaeagnos";"Salix elaeagnos"
"198709O1-V1Oelaea";"Salix elaeagnos";"Salix elaeagnos"
"198709O1-V1Oelaea";"Pontania elaeagnocola";"Pontania elaeagnocola"
"198710A-V1Ovesic";"Pontania vesicator";"Pontania vesicator"
"198710A-V1Ovesic";"Salix purpurea";"Salix purpurea"
"198711A-ZOvimin";"Pontania viminalis";"Pontania viminalis"
"198711A-ZOvimin";"Salix purpurea";"Salix purpurea"
"198711A1-O1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"198711A1-O1Ovaria";"Pontania varia";"Pontania varia"
"198711Q1-V1Oadaph";"Salix daphnoides";"Salix daphnoides"
"198711Q1-V1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198712A-V1Ovaria";"Pontania varia";"Pontania varia"
"198712A-V1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"198713A-N1Ovimin";"Salix purpurea";"Salix purpurea"
"198713A-N1Ovimin";"Pontania viminalis";"Pontania viminalis"
"198713P1-V1Ovesic";"Salix purpurea";"Salix purpurea"
"198713P1-V1Ovesic";"Pontania vesicator";"Pontania vesicator"
"198714A-C1Okriec";"Salix elaeagnos";"Salix elaeagnos"
"198714A-C1Okriec";"Pontania kriechbaumeri";"Pontania kriechbaumeri"
"198714E1-J1Oelaea";"Pontania elaeagnocola";"Pontania elaeagnocola"
"198714E1-J1Oelaea";"Salix elaeagnos";"Salix elaeagnos"
"198714L1-V1Obridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198714L1-V1Obridg";"Salix appendiculata";"Salix appendiculata"
"198715A-VOobscu";"Salix foetida";"Salix foetida"
"198715A-VOobscu";"Pontania obscura";"Pontania obscura"
"198715A1-V1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"198715A1-V1Ovaria";"Pontania varia";"Pontania varia"
"198716A-C1Onigri";"Pontania nigricantis";"Pontania nigricantis"
"198716A-C1Onigri";"Salix myrsinifolia";"Salix myrsinifolia"
"198716E1-V1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"198716E1-V1Ovaria";"Pontania varia";"Pontania varia"
"198717A-P1Ofoeti";"Salix foetida";"Salix foetida"
"198717A-P1Ofoeti";"Pontania foetidae";"Pontania foetidae"
"198718A-Q1Oobscu";"Pontania obscura";"Pontania obscura"
"198718A-Q1Oobscu";"Salix foetida";"Salix foetida"
"198719A-DOnigri";"Pontania nigricantis";"Pontania nigricantis"
"198719A-DOnigri";"Salix myrsinifolia";"Salix myrsinifolia"
"198719F-JOvaria";"Salix myrsinifolia";"Salix myrsinifolia"
"198719F-JOvaria";"Pontania varia";"Pontania varia"
"198719I1-L1Ohasta";"Salix hastata";"Salix hastata"
"198719T-G1Ofoeti";"Pontania foetidae";"Pontania foetidae"
"198719T-G1Ofoeti";"Salix foetida";"Salix foetida"
"198720A-D1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198720A-D1Oadaph";"Salix daphnoides";"Salix daphnoides"
"198720E1-V1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"198720E1-V1Ovaria";"Pontania varia";"Pontania varia"
"198721A-V1Ohelve";"Salix helvetica";"Salix helvetica"
"198721A-V1Ohelve";"Pontania helveticae";"Pontania helveticae"
"198722A-V1Onival";"Pontania nivalis";"Pontania nivalis"
"198722A-V1Onival";"Salix glaucosericea";"Salix glaucosericea"
"198723A-V1Ohasta";"Salix hastata";"Salix hastata"
"198723A-V1Ohasta";"Pontania hastatae";"Pontania hastatae"
"198724A-R1Omacul";"Pontania maculosa";"Pontania maculosa"
"198724A-R1Omacul";"Salix helvetica";"Salix helvetica"
"198724S1-V1Ohelve";"Salix helvetica";"Salix helvetica"
"198725A-26V1Obrevi";"Pontania breviserratae";"Pontania breviserratae"
"198725A-26V1Obrevi";"Salix breviserrata";"Salix breviserrata"
"198727A-V1Ohasta";"Salix hastata";"Salix hastata"
"198727A-V1Ohasta";"Pontania hastatae";"Pontania hastatae"
"198728A-C1Onival";"Pontania nivalis";"Pontania nivalis"
"198728A-C1Onival";"Salix glaucosericea";"Salix glaucosericea"
"198728E1-R1Oadaph";"Salix daphnoides";"Salix daphnoides"
"198728E1-R1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198729A-30E1Omacul";"Pontania maculosa";"Pontania maculosa"
"198729A-30E1Omacul";"Salix helvetica";"Salix helvetica"
"198730G1-31V1Ohelve";"Pontania helveticae";"Pontania helveticae"
"198730G1-31V1Ohelve";"Salix helvetica";"Salix helvetica"
"198732A-H1Ovesic";"Pontania vesicator";"Pontania vesicator"
"198732A-H1Ovesic";"Salix purpurea";"Salix purpurea"
"198732J1-S1Ovimin";"Salix purpurea";"Salix purpurea"
"198733A-YOviril";"Salix purpurea";"Salix purpurea"
"198733A-YOviril";"Pontania virilis";"Pontania virilis"
"198733A1-F1Ohasta";"Pontania hastatae";"Pontania hastatae"
"198733A1-F1Ohasta";"Salix hastata";"Salix hastata"
"198733K1-V1Obridg";"Salix appendiculata";"Salix appendiculata"
"198733K1-V1Obridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198734A-35V1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"198734A-35V1Ovaria";"Pontania varia";"Pontania varia"
"198736A-37ROhasta";"Salix hastata";"Salix hastata"
"198736A-37ROhasta";"Pontania hastatae";"Pontania hastatae"
"198737T-38H1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198737T-38H1Oadaph";"Salix daphnoides";"Salix daphnoides"
"198738K1-T1Oadaph";"Salix daphnoides";"Salix daphnoides"
"198738K1-T1Oadaph";"Pontania acutifoliae daphnoides";"Pontania acutifoliae daphnoides"
"198743D-KObridg";"Salix caprea";"Salix caprea"
"198743D-KObridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198743U-V1Opedun";"Salix cinerea";"Salix cinerea"
"198743U-V1Opedun";"Pontania pedunculi";"Pontania pedunculi"
"198744A-KObridg";"Salix cinerea";"Salix cinerea"
"198744A-KObridg";"Pontania bridgmanii";"Pontania bridgmanii"
"198744M-XOgalla";"Pontania gallarum";"Pontania gallarum"
"198744M-XOgalla";"Salix caprea";"Salix caprea"
"198745A-E1Oproxi";"Pontania proxima";"Pontania proxima"
"198745A-E1Oproxi";"Salix alba";"Salix alba"
"198746A-47LOvimin";"Salix purpurea";"Salix purpurea"
"198746A-47LOvimin";"Pontania viminalis";"Pontania viminalis"
"198747M-48FOtrian";"Salix triandra";"Salix triandra"
"198747M-48FOtrian";"Pontania triandrae";"Pontania triandrae"
"198748H-K1Oproxi";"Pontania proxima";"Pontania proxima"
"198748H-K1Oproxi";"Salix fragilis";"Salix fragilis"
"198748M1-49WOvimin";"Pontania viminalis";"Pontania viminalis"
"198748M1-49WOvimin";"Salix purpurea";"Salix purpurea"
"1987SAOviril";"Salix purpurea";"Salix purpurea"
"1987SAOviril";"Pontania virilis";"Pontania virilis"
"198801A-ZOarcti";"Salix phylicifolia";"Salix phylicifolia"
"198801A-ZOarcti";"Pontania arcticornis";"Pontania arcticornis"
"198801A1-2V1Oglabr";"Salix lanata";"Salix lanata"
"198801A1-2V1Oglabr";"Pontania glabrifrons";"Pontania glabrifrons"
"198803A-4JOnival";"Salix glauca";"Salix glauca"
"198803A-4JOnival";"Pontania nivalis";"Pontania nivalis"
"198804L-Q1Ohasta";"Pontania hastatae";"Pontania hastatae"
"198804L-Q1Ohasta";"Salix hastata";"Salix hastata"
"198805A-6V1Olappo";"Pontania lapponica";"Pontania lapponica"
"198805A-6V1Olappo";"Salix lapponum";"Salix lapponum"
"198807A-V1Oarcti";"Salix phylicifolia";"Salix phylicifolia"
"198807A-V1Oarcti";"Pontania arcticornis";"Pontania arcticornis"
"198808A-V1Onival";"Pontania nivalis";"Pontania nivalis"
"198808A-V1Onival";"Salix glauca";"Salix glauca"
"198809A-V1Olappo";"Pontania lapponica";"Pontania lapponica"
"198809A-V1Olappo";"Salix lapponum";"Salix lapponum"
"198809V1Olappl";"Salix lapponum";"Salix lapponum"
"198809V1Olappl";"Pontania lapponicola";"Pontania lapponicola"
"198810A-F1Onival";"Salix glauca";"Salix glauca"
"198810A-F1Onival";"Pontania nivalis";"Pontania nivalis"
"198810H1-V1Oglauc";"Salix glauca";"Salix glauca"
"198810H1-V1Oglauc";"Pontania glaucae";"Pontania glaucae"
"198811A-12G1Opustu";"Pontania pustulator";"Pontania pustulator"
"198811A-12G1Opustu";"Salix phylicifolia";"Salix phylicifolia"
"198812I1-13V1Ovaria";"Salix myrsinifolia";"Salix myrsinifolia"
"198812I1-13V1Ovaria";"Pontania varia";"Pontania varia"
"198814A-KOretic";"Pontania reticulatae";"Pontania reticulatae"
"198814A-KOretic";"Salix reticulata";"Salix reticulata"
"198814M-V1Ohasta";"Pontania hastatae";"Pontania hastatae"
"198814M-V1Ohasta";"Salix hastata";"Salix hastata"
"198815A-16V1Oglabr";"Pontania glabrifrons";"Pontania glabrifrons"
"198815A-16V1Oglabr";"Salix lanata";"Salix lanata"
"198817A-18V1Olappo";"Pontania lapponica";"Pontania lapponica"
"198817A-18V1Olappo";"Salix lapponum";"Salix lapponum"
"198819A-20J1Onival";"Pontania nivalis";"Pontania nivalis"
"198819A-20J1Onival";"Salix glauca";"Salix glauca"
"198820K1-V1Oglauc";"Pontania glaucae";"Pontania glaucae"
"198820K1-V1Oglauc";"Salix glauca";"Salix glauca"
"198821A-23V1Oherba";"Salix herbacea";"Salix herbacea"
"198821A-23V1Oherba";"Pontania herbaceae";"Pontania herbaceae"
"198825O1-V1Evenus";"Salix caprea";"Salix caprea"
"198826A-V1Oarcti";"Salix phylicifolia";"Salix phylicifolia"
"198826A-V1Oarcti";"Pontania arcticornis";"Pontania arcticornis"
"198827A-QOgalla";"Pontania gallarum";"Pontania gallarum"
"198827A-QOgalla";"Salix caprea";"Salix caprea"
"198827S-28V1Onival";"Salix glauca";"Salix glauca"
"198827S-28V1Onival";"Pontania nivalis";"Pontania nivalis"
"198829A-QOlappo";"Salix lapponum";"Salix lapponum"
"198829A-QOlappo";"Pontania lapponica";"Pontania lapponica"
"198829C1-Q1Olappl";"Salix lapponum";"Salix lapponum"
"198829C1-Q1Olappl";"Pontania lapponicola";"Pontania lapponicola"
"198829S-A1Osamol";"Pontania samolad";"Pontania samolad"
"198829S-A1Osamol";"Salix lapponum";"Salix lapponum"
"198830A-G1Ehasta";"Salix hastata";"Salix hastata"
"198830A-G1Ehasta";"Euura hastatae";"Euura hastatae"
"198830H1-Q1Ohasta";"Salix hastata";"Salix hastata"
"198830H1-Q1Ohasta";"Pontania hastatae";"Pontania hastatae"
"198831A-32V1Oglabr";"Pontania glabrifrons";"Pontania glabrifrons"
"198831A-32V1Oglabr";"Salix lanata";"Salix lanata"
"198833A-35XOnival";"Pontania nivalis";"Pontania nivalis"
"198833A-35XOnival";"Salix glauca";"Salix glauca"
"198835A1-36POsamol";"Salix lapponum";"Salix lapponum"
"198835A1-36POsamol";"Pontania samolad";"Pontania samolad"
"198836R-37LOarcti";"Salix phylicifolia";"Salix phylicifolia"
"198836R-37LOarcti";"Pontania arcticornis";"Pontania arcticornis"
"198837K1-39V1Oarcti";"Pontania arcticornis";"Pontania arcticornis"
"198837K1-39V1Oarcti";"Salix phylicifolia";"Salix phylicifolia"
"198837N-I1Oherba";"Salix herbacea";"Salix herbacea"
"198837N-I1Oherba";"Pontania herbaceae";"Pontania herbaceae"
"198840A-41IOhasta";"Pontania hastatae";"Pontania hastatae"
"198840A-41IOhasta";"Salix hastata";"Salix hastata"
"198841A1-44LOsamol";"Pontania samolad";"Pontania samolad"
"198841A1-44LOsamol";"Salix lapponum";"Salix lapponum"
"198841K-ZEhasta";"Euura hastatae";"Euura hastatae"
"198841K-ZEhasta";"Salix hastata";"Salix hastata"
"198844M-TOlappo";"Salix lapponum";"Salix lapponum"
"198844M-TOlappo";"Pontania lapponica";"Pontania lapponica"
"198844Q1-45KElappo";"Euura lappo";"Euura lappo"
"198844Q1-45KElappo";"Salix lapponum";"Salix lapponum"
