"sp_taxon_1";"sp_taxon_2";"value"
"Eugenia sp1 M_SD_019";"Catharus ustulatus";"1"
"Hieronyma guatemalensis";"Catharus ustulatus";"1"
"Zanthoxylum culantrillo";"Catharus ustulatus";"1"
"Nectandra davidsoniana";"Catharus ustulatus";"1"
"Palicourea galeottiana";"Catharus ustulatus";"1"
"Dipholis parvifolia";"Catharus ustulatus";"1"
"Guatteria consanguinea";"Catharus ustulatus";"1"
"Neea amplifolia";"Catharus ustulatus";"1"
"Guarea tonduzii";"Phainoptila melanoxantha";"1"
"Witheringia solanacea";"Phainoptila melanoxantha";"1"
"Cestrum sp1 M_SD_019";"Phainoptila melanoxantha";"1"
"Ocotea sp1 M_SD_019";"Phainoptila melanoxantha";"1"
"Prunus sp1 M_SD_019";"Phainoptila melanoxantha";"1"
"Piper sp1 M_SD_019";"Phainoptila melanoxantha";"1"
"Solanum umbellatum";"Phainoptila melanoxantha";"1"
"Nectandra hypoglauca";"Phainoptila melanoxantha";"1"
"Symplocos sp2 M_SD_019";"Phainoptila melanoxantha";"1"
"Palicourea sp1 M_SD_019";"Phainoptila melanoxantha";"1"
"Solanum hispidum";"Phainoptila melanoxantha";"1"
"Unidentified sp4 M_SD_019";"Phainoptila melanoxantha";"1"
"Siparuna sp1 M_SD_019";"Phainoptila melanoxantha";"1"
"Cavendishia melastomoides";"Psilhorinus morio";"1"
"Dendropanax sp1 M_SD_019";"Psilhorinus morio";"1"
"Xylosma flexuosa";"Psilhorinus morio";"1"
"Prunus anularis";"Psilhorinus morio";"1"
"Maytenus sp1 M_SD_019";"Psilhorinus morio";"1"
"Trophis mexicana";"Psilhorinus morio";"1"
"Ilex lamprophylla";"Psilhorinus morio";"1"
"Eugenia sp1 M_SD_019";"Psilhorinus morio";"1"
"Zanthoxylum culantrillo";"Psilhorinus morio";"1"
"Matayba apetala";"Psilhorinus morio";"1"
"Piper auritum";"Psilhorinus morio";"1"
"Concostegiaspeciosa sp1 M_SD_019";"Psilhorinus morio";"1"
"Casearia sylvestris ";"Psilhorinus morio";"1"
"Blakea grasilis";"Tangara dowii";"1"
"Beilschmiedia costaricensis";"Tangara dowii";"1"
"Guarea tonduzii";"Tangara dowii";"1"
"Witheringia solanacea";"Tangara dowii";"1"
"Prunus sp1 M_SD_019";"Tangara dowii";"1"
"Solanum umbellatum";"Tangara dowii";"1"
"Witheringia coccoloboides";"Tangara dowii";"1"
"Bunchosia sp1 M_SD_019";"Tangara dowii";"1"
"Neea amplifolia";"Tangara dowii";"1"
"Ossaea sp1 M_SD_019";"Tangara dowii";"1"
"Solanum hispidum";"Tangara dowii";"1"
"Cavendishia complectans";"Tangara dowii";"1"
"Cepahaelis elata";"Tangara dowii";"1"
"Cavendishia melastomoides";"Turdus assimilis";"1"
"Dendropanax sp1 M_SD_019";"Turdus assimilis";"1"
"Xylosma flexuosa";"Turdus assimilis";"1"
"Maytenus sp1 M_SD_019";"Turdus assimilis";"1"
"Solanum cordovense";"Turdus assimilis";"1"
"Blakea grasilis";"Turdus assimilis";"1"
"Ossaea micrantha";"Turdus assimilis";"1"
"Eugenia sp1 M_SD_019";"Turdus assimilis";"1"
"Nectandra davidsoniana";"Turdus assimilis";"1"
"Symplocarpon brenesii";"Turdus assimilis";"1"
"Unidentified sp1 M_SD_019";"Turdus assimilis";"1"
"Anthurium sp1 M_SD_019";"Turdus assimilis";"1"
"Cavendishia melastomoides";"Columba fasciata";"1"
"Dendropanax sp1 M_SD_019";"Columba fasciata";"1"
"Prunus anularis";"Columba fasciata";"1"
"Maytenus sp1 M_SD_019";"Columba fasciata";"1"
"Miconia sp1 M_SD_019";"Columba fasciata";"1"
"Blakea grasilis";"Columba fasciata";"1"
"Ossaea micrantha";"Columba fasciata";"1"
"Hieronyma guatemalensis";"Columba fasciata";"1"
"Clibadium sp1 M_SD_019";"Columba fasciata";"1"
"Dipholis parvifolia";"Columba fasciata";"1"
"Epiphyte sp1 M_SD_019";"Columba fasciata";"1"
"Cavendishia melastomoides";"Megarhynchus pitangua";"1"
"Prunus anularis";"Megarhynchus pitangua";"1"
"Maytenus sp1 M_SD_019";"Megarhynchus pitangua";"1"
"Solanum cordovense";"Megarhynchus pitangua";"1"
"Miconia sp1 M_SD_019";"Megarhynchus pitangua";"1"
"Ilex lamprophylla";"Megarhynchus pitangua";"1"
"Palicourea galeottiana";"Megarhynchus pitangua";"1"
"Trema micrantha";"Megarhynchus pitangua";"1"
"Stemmadenia glabra";"Megarhynchus pitangua";"1"
"Besleria sp1 M_SD_019";"Megarhynchus pitangua";"1"
"Cavendishia melastomoides";"Turdus grayi";"1"
"Maytenus sp1 M_SD_019";"Turdus grayi";"1"
"Solanum cordovense";"Turdus grayi";"1"
"Beilschmiedia costaricensis";"Turdus grayi";"1"
"Ilex lamprophylla";"Turdus grayi";"1"
"Eugenia sp1 M_SD_019";"Turdus grayi";"1"
"Gonzalagunia rosea";"Turdus grayi";"1"
"Clibadium sp1 M_SD_019";"Turdus grayi";"1"
"Guatteria consanguinea";"Turdus grayi";"1"
"Phytolacca sp1 M_SD_019";"Turdus grayi";"1"
"Cavendishia melastomoides";"Mionectes olivaceus";"1"
"Trophis mexicana";"Mionectes olivaceus";"1"
"Cestrum racemosum";"Mionectes olivaceus";"1"
"Concostegia xalapensis";"Mionectes olivaceus";"1"
"Clusia alata";"Mionectes olivaceus";"1"
"Drymonia conchocalyx";"Mionectes olivaceus";"1"
"Rubus rosaefolia";"Mionectes olivaceus";"1"
"Ficus tuerckheimii";"Mionectes olivaceus";"1"
"Nectandra sp2 M_SD_019";"Mionectes olivaceus";"1"
"Cavendishia melastomoides";"Momotus momota";"1"
"Dendropanax sp1 M_SD_019";"Momotus momota";"1"
"Xylosma flexuosa";"Momotus momota";"1"
"Prunus anularis";"Momotus momota";"1"
"Maytenus sp1 M_SD_019";"Momotus momota";"1"
"Eugenia sp1 M_SD_019";"Momotus momota";"1"
"Matayba apetala";"Momotus momota";"1"
"Gonzalagunia rosea";"Momotus momota";"1"
"Piper auritum";"Momotus momota";"1"
"Cavendishia melastomoides";"Myiarchus tuberculifer";"1"
"Xylosma flexuosa";"Myiarchus tuberculifer";"1"
"Maytenus sp1 M_SD_019";"Myiarchus tuberculifer";"1"
"Miconia sp1 M_SD_019";"Myiarchus tuberculifer";"1"
"Cestrum racemosum";"Myiarchus tuberculifer";"1"
"Piper auritum";"Myiarchus tuberculifer";"1"
"Cavendishia sp1 M_SD_019";"Myiarchus tuberculifer";"1"
"Solanum nudum";"Myiarchus tuberculifer";"1"
"Cavendishia melastomoides";"Myiozetetes similis";"1"
"Prunus anularis";"Myiozetetes similis";"1"
"Miconia sp1 M_SD_019";"Myiozetetes similis";"1"
"Zanthoxylum culantrillo";"Myiozetetes similis";"1"
"Palicourea galeottiana";"Myiozetetes similis";"1"
"Chamaedorea sp1 M_SD_019";"Myiozetetes similis";"1"
"Guettarda poasana";"Myiozetetes similis";"1"
"Stemmadenia glabra";"Myiozetetes similis";"1"
"Cavendishia melastomoides";"Atlapetes gutturalis";"1"
"Maytenus sp1 M_SD_019";"Atlapetes gutturalis";"1"
"Miconia sp1 M_SD_019";"Atlapetes gutturalis";"1"
"Beilschmiedia costaricensis";"Atlapetes gutturalis";"1"
"Ilex lamprophylla";"Atlapetes gutturalis";"1"
"Solanum umbellatum";"Atlapetes gutturalis";"1"
"Gaiadendron punctatum";"Atlapetes gutturalis";"1"
"Cavendishia melastomoides";"Euphonia hirundinacea";"1"
"Dendropanax sp1 M_SD_019";"Euphonia hirundinacea";"1"
"Xylosma flexuosa";"Euphonia hirundinacea";"1"
"Miconia sp1 M_SD_019";"Euphonia hirundinacea";"1"
"Witheringia solanacea";"Euphonia hirundinacea";"1"
"Concostegiaspeciosa sp1 M_SD_019";"Euphonia hirundinacea";"1"
"Persea sp1 M_SD_019";"Euphonia hirundinacea";"1"
"Prunus anularis";"Myiodynastes luteiventris";"1"
"Solanum cordovense";"Myiodynastes luteiventris";"1"
"Blakea grasilis";"Myiodynastes luteiventris";"1"
"Trophis mexicana";"Myiodynastes luteiventris";"1"
"Ilex lamprophylla";"Myiodynastes luteiventris";"1"
"Trema micrantha";"Myiodynastes luteiventris";"1"
"Chamaedorea sp1 M_SD_019";"Myiodynastes luteiventris";"1"
"Cavendishia melastomoides";"Piculus rubiginosus";"1"
"Dendropanax sp1 M_SD_019";"Piculus rubiginosus";"1"
"Prunus anularis";"Piculus rubiginosus";"1"
"Trophis mexicana";"Piculus rubiginosus";"1"
"Zanthoxylum culantrillo";"Piculus rubiginosus";"1"
"Besleria triflora";"Piculus rubiginosus";"1"
"Casearia sylvestris ";"Piculus rubiginosus";"1"
"Cavendishia melastomoides";"Melanerpes aurifrons";"1"
"Xylosma flexuosa";"Melanerpes aurifrons";"1"
"Prunus anularis";"Melanerpes aurifrons";"1"
"Trophis mexicana";"Melanerpes aurifrons";"1"
"Ilex lamprophylla";"Melanerpes aurifrons";"1"
"Zanthoxylum culantrillo";"Melanerpes aurifrons";"1"
"Cavendishia melastomoides";"Melozone leucotis";"1"
"Dendropanax sp1 M_SD_019";"Melozone leucotis";"1"
"Miconia sp1 M_SD_019";"Melozone leucotis";"1"
"Beilschmiedia costaricensis";"Melozone leucotis";"1"
"Ilex lamprophylla";"Melozone leucotis";"1"
"Eugenia sp1 M_SD_019";"Melozone leucotis";"1"
"Cavendishia melastomoides";"Thrauphis episcopus";"1"
"Xylosma flexuosa";"Thrauphis episcopus";"1"
"Maytenus sp1 M_SD_019";"Thrauphis episcopus";"1"
"Ilex lamprophylla";"Thrauphis episcopus";"1"
"Witheringia solanacea";"Thrauphis episcopus";"1"
"Symplocos limoncillo";"Thrauphis episcopus";"1"
"Cavendishia melastomoides";"Columba flavirostris";"1"
"Prunus anularis";"Columba flavirostris";"1"
"Maytenus sp1 M_SD_019";"Columba flavirostris";"1"
"Clibadium sp1 M_SD_019";"Columba flavirostris";"1"
"Cavendishia melastomoides";"Dacnis venusta";"1"
"Xylosma flexuosa";"Dacnis venusta";"1"
"Prunus anularis";"Dacnis venusta";"1"
"Beilschmiedia sp2 M_SD_019";"Dacnis venusta";"1"
"Cavendishia melastomoides";"Elaenia flavogaster";"1"
"Xylosma flexuosa";"Elaenia flavogaster";"1"
"Prunus anularis";"Elaenia flavogaster";"1"
"Palicourea galeottiana";"Elaenia flavogaster";"1"
"Cavendishia melastomoides";"Icterus galbula";"1"
"Dendropanax sp1 M_SD_019";"Icterus galbula";"1"
"Miconia sp1 M_SD_019";"Icterus galbula";"1"
"Burmeistera sp1 M_SD_019";"Icterus galbula";"1"
"Cavendishia melastomoides";"Pheucticus ludovicianus";"1"
"Xylosma flexuosa";"Pheucticus ludovicianus";"1"
"Prunus anularis";"Pheucticus ludovicianus";"1"
"Miconia sp1 M_SD_019";"Pheucticus ludovicianus";"1"
"Cavendishia melastomoides";"Piranga rubra";"1"
"Xylosma flexuosa";"Piranga rubra";"1"
"Prunus anularis";"Piranga rubra";"1"
"Hieronyma guatemalensis";"Piranga rubra";"1"
"Prunus anularis";"Tangara icterocephala";"1"
"Guarea tonduzii";"Tangara icterocephala";"1"
"Witheringia coccoloboides";"Tangara icterocephala";"1"
"Cepahaelis elata";"Tangara icterocephala";"1"
